Transcription Factor,1st Sample p-value,2nd Sample p-value,3rd Sample p-value,4th Sample p-value,5th Sample p-value
RBPJ,43105;1.36E-58,43102;1.79E-56,59346;6.44E-53,394;6.99E-53,73407;2.89E-44
EGR1,46132;1.61E-58,46214;1.30E-51,46319;1.35E-42,46126;9.16E-37,46086;9.19E-37
STAT2,42800;1.63E-58,45967;3.14E-38,45960;3.78E-23,74678;1.26E-14,
CREB1,67714;2.11E-58,67715;5.81E-58,37334;1.68E-56,67711;1.25E-55,63306;1.24E-54
CBFB,64691;2.30E-58,64692;4.07E-57,37621;2.30E-52,37640;5.09E-37,37607;1.10E-29
TAL1,72356;3.09E-58,42788;2.51E-35,4610;1.31E-31,4611;1.12E-26,45872;2.44E-26
CREM,64797;3.61E-58,64798;3.83E-51,38717;2.17E-04,,
JMJD6,74838;4.46E-58,74843;1.45E-17,74844;4.67E-14,74836;2.75E-12,43064;3.20E-05
SOX2,38658;6.34E-58,67317;1.32E-19,48551;2.84E-13,44227;6.53E-08,44224;1.70E-07
CBX8,48755;7.01E-58,43558;2.68E-04,45398;1.23E-03,8768;1.23E-03,43578;1.95E-03
GATA4,63975;7.21E-58,63974;7.94E-36,47598;1.56E-22,72947;4.57E-09,38741;2.63E-08
RELA,42744;8.67E-58,45668;2.22E-56,36321;2.77E-55,69874;3.32E-55,36320;4.46E-52
ATF1,63105;9.45E-58,63104;5.77E-57,62671;1.61E-50,56053;2.33E-44,56054;2.65E-44
POLR2M,5570;2.00E-57,5569;1.94E-32,5662;2.56E-07,,
GATAD1,1219;2.02E-57,1218;4.89E-44,42761;1.00E+00,,
KAT8,4403;4.09E-57,62660;3.57E-11,62661;2.57E-07,,
DLX1,38719;4.76E-57,,,,
AFF1,73713;6.13E-57,72089;1.48E-13,73714;4.73E-08,69559;6.15E-05,73712;9.94E-05
MBTD1,76529;8.50E-57,,,,
ZFX,64865;1.14E-56,64866;1.51E-54,50077;2.80E-34,41307;7.95E-22,41309;5.59E-09
THAP1,46306;1.34E-56,9211;2.94E-09,,,
TET2,70093;1.93E-56,70095;1.19E-48,33992;6.62E-29,50981;6.91E-28,70094;7.13E-05
NR2C2,64395;2.26E-56,64394;1.05E-48,45800;2.08E-43,45783;7.33E-35,1463;7.71E-35
E2F4,45951;2.52E-56,46000;5.59E-53,45752;1.17E-37,45617;1.44E-32,36807;1.70E-25
GTF2F1,45683;3.29E-56,45878;1.20E-49,45737;3.64E-45,,
MXI1,45879;6.22E-56,45633;6.26E-54,45866;1.32E-48,45774;7.25E-48,45810;3.95E-47
TAF3,38585;6.55E-56,,,,
NOTCH1,43104;6.72E-56,43101;8.01E-55,392;1.08E-54,36765;9.13E-43,393;3.82E-39
TAF7,46195;7.06E-56,64178;4.11E-53,64177;7.23E-51,46289;4.06E-43,
SUMO2,55344;7.49E-56,55348;4.53E-46,55339;9.07E-43,55338;1.05E-40,55345;4.84E-36
NIPBL,42927;7.50E-56,9320;2.53E-53,42941;1.69E-50,38785;1.66E-43,53673;2.97E-42
HBP1,64038;9.24E-56,64039;1.18E-51,38726;2.50E-09,,
TRAF7,72856;1.98E-55,72854;7.54E-51,72855;9.70E-51,72857;5.02E-48,
E2F1,1212;2.11E-55,56252;4.54E-54,53013;4.92E-51,44321;3.57E-48,44316;6.42E-48
VDR,566;4.07E-55,561;2.23E-38,565;4.22E-38,560;2.02E-34,564;2.34E-32
XRN2,36228;7.27E-55,36234;2.72E-53,58842;2.60E-52,58841;3.36E-50,58845;1.50E-49
RBBP5,45421;7.52E-55,8795;3.05E-53,45232;3.99E-37,8819;5.74E-34,8794;2.37E-32
FOXM1,34997;7.83E-55,53259;1.15E-49,39460;1.43E-48,53260;2.16E-48,53256;1.06E-47
XBP1,43400;8.46E-55,42895;3.08E-53,43401;2.72E-26,43398;3.00E-15,43399;1.62E-06
GLI2,42715;1.15E-54,38718;3.15E-09,76995;2.42E-01,,
KDM4B,64107;1.94E-54,64106;2.79E-35,,,
PRAME,2110;2.09E-54,,,,
ELL2,49002;3.88E-54,49004;1.44E-51,49003;1.83E-51,49001;1.06E-44,49008;1.12E-41
MAX,45650;4.71E-54,45849;1.84E-52,45797;1.57E-51,32814;1.65E-48,33191;2.93E-48
KAT5,4631;6.01E-54,68490;4.65E-37,4632;3.93E-22,,
STAT1,45643;1.12E-53,41286;2.28E-48,41288;2.68E-48,41290;5.11E-48,1362;8.37E-43
KDM4C,43684;1.16E-53,58138;8.54E-05,58137;1.62E-04,43685;2.94E-04,
H2AFZ,64753;1.17E-53,64689;2.80E-53,64688;9.91E-52,64752;1.35E-49,62609;1.22E-48
REST,46198;1.31E-53,46260;2.65E-50,46069;2.85E-50,46338;7.39E-48,46328;2.37E-44
SP1,72612;1.57E-53,70813;5.30E-42,70812;2.04E-40,70811;3.86E-40,46215;4.27E-39
SRF,46312;1.93E-53,46092;3.24E-52,46211;1.37E-49,46148;4.41E-49,46114;5.01E-46
MNT,38824;3.88E-53,63128;5.45E-29,63127;1.21E-24,,
GATA1,3273;4.07E-53,8458;6.28E-46,46025;3.16E-38,3272;4.22E-38,73729;1.87E-37
DCP1A,36226;6.84E-53,36231;2.75E-46,,,
BCL6,52774;9.31E-53,35085;1.88E-39,1958;9.09E-35,52303;6.54E-32,35524;2.48E-27
MAF,58809;1.13E-52,58808;3.87E-52,58807;2.42E-51,50111;3.71E-04,
KDM5B,45390;1.16E-52,8791;7.13E-47,47283;2.07E-37,47278;2.51E-33,47267;6.31E-33
USF2,68455;1.27E-52,74645;3.68E-32,74655;2.26E-30,45611;2.66E-24,63383;1.60E-22
MAZ,45661;1.71E-52,45761;2.16E-49,45788;1.81E-45,45867;2.22E-36,45924;1.99E-35
ETV4,64318;4.42E-52,64317;9.88E-50,38770;1.09E-04,5924;3.42E-04,
HDAC1,45428;4.73E-52,37597;3.43E-49,8775;1.44E-48,8658;2.53E-46,68822;6.69E-46
ZBTB33,46357;5.05E-52,46073;5.67E-52,46200;1.76E-51,63757;1.19E-47,63756;3.32E-43
NPAT,42775;1.05E-51,38645;4.78E-08,70858;2.21E-05,70855;4.13E-05,
NKRF,63302;1.18E-51,63301;1.88E-36,,,
JUND,42938;1.45E-51,46232;2.56E-43,38758;8.33E-37,46036;1.26E-36,46213;3.77E-36
ZNF574,65063;1.75E-51,,,,
ZXDB,63902;1.80E-51,63903;5.28E-42,,,
DIDO1,62905;2.00E-51,62904;1.20E-43,,,
ETS2,38712;2.01E-51,63992;5.61E-05,63993;4.37E-04,,
ATF2,42708;2.58E-51,46112;5.87E-26,64958;4.26E-20,46193;1.79E-19,74640;5.16E-13
NFRKB,64143;2.80E-51,64144;2.48E-48,,,
ZNF143,64895;3.71E-51,71041;8.23E-47,42883;1.53E-45,71039;9.59E-44,45629;1.71E-37
E2F3,42712;4.45E-51,38694;1.22E-07,,,
OTX2,74349;9.43E-51,74350;5.57E-47,74351;2.25E-38,74352;4.49E-36,74359;1.08E-26
MECP2,34396;1.26E-50,34392;7.91E-46,34399;2.02E-44,34394;1.69E-36,34400;3.89E-15
TTF2,36230;1.30E-50,36238;6.52E-05,36232;1.56E-03,,
TGIF2,65057;1.76E-50,65056;7.16E-43,,,
JUN,37354;2.68E-50,45874;1.94E-45,2078;1.94E-45,45888;3.19E-38,42727;2.59E-34
FOXP2,46333;2.81E-50,46340;1.54E-49,42659;1.00E+00,,
HOXA6,42722;8.38E-50,,,,
CPSF3L,49021;8.63E-50,49010;7.27E-49,53330;2.29E-46,49009;2.72E-22,49012;5.86E-06
MYH11,37623;1.11E-49,37589;2.47E-29,37625;8.60E-19,37608;2.28E-05,
ZNF76,62632;1.22E-49,62633;1.87E-35,65206;6.20E-27,36764;1.48E-09,
CD34,73984;1.36E-49,73986;1.36E-39,73985;6.02E-17,73987;6.01E-16,
ZBTB11,63304;2.94E-49,64291;1.55E-46,64751;2.61E-46,64290;1.81E-41,64750;7.19E-41
CHD2,45638;4.09E-49,45802;3.50E-42,45764;1.84E-38,45905;2.58E-38,45701;3.38E-38
NFYA,2094;5.36E-49,45769;3.55E-28,42738;1.83E-19,38650;2.25E-15,45945;3.66E-15
RFX5,46037;5.69E-49,45649;1.06E-40,45823;3.49E-40,45730;2.15E-35,45863;2.87E-16
SP3,62841;1.33E-48,62840;1.44E-47,38834;2.53E-04,,
USF1,68456;1.35E-48,46062;3.41E-46,46347;6.39E-46,46205;7.25E-43,46365;2.52E-40
BPTF,76520;4.38E-48,,,,
ERG,47416;4.73E-48,44603;3.01E-45,44605;8.25E-44,8655;3.01E-43,44604;2.22E-42
FOXK2,63241;6.40E-48,63744;7.69E-43,63240;1.89E-42,63743;8.76E-40,62913;4.94E-17
HEY1,7527;6.78E-48,7341;1.02E-42,42664;1.00E+00,,
CBX5,63411;6.88E-48,63410;1.09E-46,35875;8.22E-05,48605;1.52E-04,48598;4.43E-03
CHD1,45426;8.20E-48,8770;2.28E-42,8806;3.17E-39,45868;4.10E-39,8807;2.02E-33
MED12,38653;1.22E-47,70966;8.23E-40,70967;4.51E-16,2240;1.43E-08,41516;1.59E-04
ICE1,39914;1.38E-47,39920;7.50E-46,39919;2.00E-05,,
ZNF75A,77257;1.49E-47,77265;4.22E-05,,,
SREBF1,45793;1.64E-47,45620;6.32E-39,62956;1.01E-09,62957;1.52E-08,45824;1.09E-05
HMGN1,5194;1.87E-47,,,,
C11orf30,63362;3.61E-47,63363;4.31E-43,,,
SP2,64560;4.50E-47,64559;2.10E-46,46287;9.78E-29,65084;7.16E-27,46176;5.18E-17
RNF2,62639;5.13E-47,62638;1.07E-43,59423;7.66E-32,63792;2.49E-23,59424;7.74E-20
ZBTB40,63069;6.69E-47,62937;4.21E-45,63277;1.72E-41,63068;2.78E-41,63278;1.12E-39
BRD3,43050;7.92E-47,57806;5.11E-44,43051;2.37E-43,43053;5.64E-40,43052;5.04E-37
CBX1,64581;1.54E-46,64917;7.94E-42,64916;6.83E-40,64582;1.13E-37,35879;8.56E-05
ING2,41572;2.77E-46,,,,
KLF11,50414;5.05E-46,50415;1.72E-43,50413;7.27E-43,50412;1.36E-38,42728;1.56E-04
ZBTB17,41831;5.11E-46,64074;4.99E-27,64073;3.90E-24,47103;5.16E-15,49276;6.49E-11
HOXA1,38817;6.49E-46,,,,
NFAT5,38773;6.58E-46,42737;9.12E-05,,,
PAX6,50898;6.94E-46,71776;1.16E-04,51532;2.00E-04,71777;3.89E-04,
NR3C1,68223;7.82E-46,68227;2.07E-38,68222;2.05E-36,68229;1.46E-35,68230;5.07E-35
SOX9,53493;8.59E-46,42747;4.05E-35,38809;5.36E-05,72770;1.73E-04,54616;3.20E-04
MYB,58805;1.04E-45,50569;1.38E-45,50571;1.22E-42,50397;1.68E-38,50565;3.11E-37
ETV1,63177;1.16E-45,534;1.77E-44,63176;1.13E-43,39372;5.50E-37,5931;2.96E-04
CTCF,62852;1.17E-45,46044;6.82E-42,47281;6.37E-41,63691;5.49E-34,62979;7.78E-34
INTS3,53323;1.30E-45,,,,
FLI1,3252;1.81E-45,72360;1.09E-39,37056;4.04E-34,5443;2.03E-33,36245;3.94E-33
TRRAP,1226;2.53E-45,1222;1.09E-15,,,
L3MBTL4,77271;3.09E-45,,,,
NRF1,64622;3.54E-45,64621;9.62E-43,74664;9.85E-42,74666;6.90E-41,64667;4.59E-40
ZNF518A,62888;4.15E-45,62889;5.82E-34,,,
HMGN3,45920;9.26E-45,,,,
KDM2B,73701;1.41E-44,70133;2.67E-17,58074;3.68E-10,58081;5.89E-09,58079;3.83E-07
HSF1,35228;4.74E-44,45820;3.04E-28,35220;7.96E-27,37123;5.56E-25,51864;1.27E-23
POLR2H,63478;8.48E-44,63477;2.55E-37,,,
KMT2A,73716;1.01E-43,73710;5.49E-42,73708;6.84E-42,59165;2.82E-25,73715;6.75E-23
RUNX1,58030;1.06E-43,53417;1.45E-42,36244;1.66E-41,44097;3.67E-39,72352;2.45E-37
TCF7L1,70804;1.31E-43,46140;2.80E-37,40166;1.15E-22,9194;2.90E-05,35485;3.55E-05
CEBPD,46230;1.36E-43,46294;1.61E-33,,,
ZSCAN22,65153;1.37E-43,65156;4.31E-43,65154;1.42E-18,,
T,69884;1.64E-43,55895;7.63E-36,73453;5.98E-33,73454;2.18E-26,32815;1.06E-20
SP4,46179;3.52E-43,65111;3.63E-24,65110;4.16E-21,65112;8.97E-04,
RBBP4,70928;4.01E-43,,,,
ZNF639,74670;4.15E-43,64648;4.99E-41,64649;9.70E-39,62650;1.45E-26,74671;2.46E-25
POLR2AphosphoS5,64760;8.43E-43,63407;1.07E-36,63406;1.23E-35,64761;5.03E-33,
ETV5,42714;1.39E-42,38759;1.83E-03,,,
RUVBL1,74673;1.50E-42,,,,
TCF7L2,36841;2.06E-42,36843;1.08E-36,45714;5.90E-35,46022;1.10E-33,8418;2.92E-32
ZNF18,74663;4.01E-42,74653;9.61E-32,65018;7.90E-12,65019;1.28E-09,65171;1.19E-06
PMEL,76415;4.22E-42,76413;1.52E-10,76009;9.33E-05,76414;1.52E-04,76416;2.09E-04
TCF12,35308;4.29E-42,46120;4.13E-39,46066;1.01E-38,46085;3.90E-36,46228;1.12E-35
BCOR,35087;4.48E-42,35528;8.75E-30,64563;9.85E-09,64564;2.54E-08,
CHRM2,43234;1.12E-41,50107;2.25E-40,50108;4.61E-24,34675;2.43E-05,52969;8.54E-05
SMARCA4,33434;1.48E-41,52555;3.96E-36,33437;1.70E-35,33440;2.86E-33,4543;3.23E-26
FAIRE,36031;1.73E-41,33610;9.18E-37,52158;2.29E-36,52153;3.76E-36,33611;2.01E-35
FOXJ2,64653;1.83E-41,64654;1.19E-35,42828;1.52E-04,,
FOXO3,74682;1.86E-41,74680;1.11E-09,39906;2.89E-05,38806;1.39E-04,34350;1.66E-03
PAX5,46160;2.11E-41,46138;5.17E-38,46158;1.11E-37,46116;1.97E-27,34466;2.92E-19
HEXIM1,68828;5.16E-41,72604;5.16E-41,72603;5.59E-32,68827;5.59E-32,72608;1.58E-13
BRPF3,76496;5.35E-41,76494;3.95E-27,76495;5.29E-22,,
EPC1,76527;6.12E-41,76528;9.67E-16,,,
CTBP1,36085;7.34E-41,64094;1.09E-19,64093;3.29E-17,50250;1.01E-04,50248;1.00E+00
ATF3,46276;7.78E-41,46217;1.49E-38,46055;3.17E-35,46133;9.77E-33,68464;9.76E-29
NR4A1,68309;8.17E-41,68310;4.34E-32,62814;2.93E-18,62815;3.52E-14,42741;5.80E-06
JMJD1C,57960;8.71E-41,59004;3.77E-34,59001;4.38E-31,59006;1.15E-11,
ZNF35,65180;9.52E-41,,,,
ZNF101,63633;1.06E-40,63634;5.89E-10,73976;2.64E-05,,
ZEB1,46139;1.21E-40,46245;1.20E-34,64828;2.11E-07,64829;2.23E-06,67610;4.91E-04
NFIC,46240;1.34E-40,46343;3.99E-26,46111;3.31E-22,46101;4.70E-16,
ASXL1,76682;1.66E-40,,,,
RCOR1,45652;2.75E-40,45798;1.84E-35,45777;5.90E-29,45869;1.42E-26,45903;6.19E-25
E2F6,1978;2.83E-40,46071;4.39E-37,45898;5.96E-37,46297;1.79E-34,45776;1.61E-27
KLF5,47601;3.11E-40,38831;1.07E-37,67599;1.64E-22,67611;2.96E-22,42925;9.91E-19
ETV7,38647;4.03E-40,,,,
SMAD4,74681;4.99E-40,1087;3.13E-16,74675;8.89E-11,74674;1.82E-05,51573;3.00E-05
REL,77536;5.55E-40,77537;1.16E-26,,,
RB1,49416;6.28E-40,49417;3.95E-28,1870;2.24E-22,36028;3.40E-22,1872;3.62E-13
POU2F2,46115;9.96E-40,46157;9.31E-34,,,
NR1H2,69803;1.25E-39,69804;1.54E-26,69806;7.38E-17,69805;8.99E-15,8397;4.87E-05
NFE2L2,64298;1.39E-39,38850;1.22E-35,62958;1.48E-17,64299;1.05E-06,38909;1.60E-05
OGT,70759;1.47E-39,34001;2.61E-25,39911;1.77E-22,,
SMC1A,9319;1.63E-39,38778;3.23E-31,9317;8.61E-28,56558;2.89E-16,75570;7.19E-14
LMO1,73854;2.04E-39,36369;4.21E-05,36367;1.00E+00,,
ZFP2,63524;2.43E-39,63525;7.88E-24,,,
HDAC2,8810;3.67E-39,45222;3.67E-39,46235;4.42E-36,8660;4.38E-35,70760;1.15E-34
STAG1,42518;5.49E-39,42588;5.73E-39,42312;3.68E-38,42368;1.04E-37,42503;1.77E-37
MBD3,71069;8.87E-39,59412;5.47E-16,40335;7.34E-14,59413;3.67E-10,41402;7.65E-05
CDX2,356;1.30E-38,5461;8.10E-18,357;7.01E-10,5460;1.24E-07,38786;9.03E-05
CCNT2,45895;2.05E-38,,,,
NBN,63182;2.18E-38,62659;1.86E-26,62658;2.18E-19,63978;2.73E-05,63979;4.74E-04
PHF2,76469;2.50E-38,76468;5.44E-19,,,
KLF8,64092;5.33E-38,64091;4.00E-35,,,
ZNF766,62946;6.35E-38,62947;2.71E-35,73929;1.86E-03,,
C17orf49,1223;6.42E-38,1227;5.54E-36,,,
HDAC6,4126;8.29E-38,45379;3.60E-09,8779;7.71E-08,8778;2.43E-07,4127;1.59E-04
FOXA1,47324;1.05E-37,36842;6.69E-27,46368;7.63E-22,68871;8.72E-22,7322;1.15E-20
ZNF580,64174;1.10E-37,64173;5.36E-34,,,
ZBTB7A,46295;1.11E-37,67683;1.16E-30,46224;2.11E-28,67686;7.26E-27,67685;3.63E-23
EGLN2,49448;1.72E-37,,,,
SIX1,72382;1.74E-37,76585;2.07E-37,76587;6.86E-06,72383;2.47E-05,76586;8.18E-05
UBTF,45961;2.98E-37,45882;4.89E-24,64088;5.83E-06,71484;4.52E-05,71485;7.14E-05
E2F5,64303;4.00E-37,64302;2.59E-35,,,
PITX3,76999;4.84E-37,,,,
IRF4,48632;7.49E-37,40215;2.89E-35,46128;1.57E-31,48628;6.32E-09,48636;1.83E-07
ESRRA,45627;8.33E-37,45796;3.13E-22,67367;1.86E-13,38664;1.03E-05,
JUNB,42770;1.08E-36,7487;1.29E-20,64537;8.99E-15,64781;3.81E-07,64538;2.01E-06
ESR1,73999;1.24E-36,36104;2.62E-32,74401;2.74E-32,36819;1.08E-27,68324;1.51E-27
MRE11A,51838;1.31E-36,51839;2.04E-35,,,
ZNF83,42890;1.35E-36,63118;2.65E-27,63117;2.25E-14,,
RAD21,42798;1.48E-36,64857;2.24E-30,46207;2.04E-27,64856;1.11E-26,38691;1.54E-26
L3MBTL2,63814;1.57E-36,63813;2.18E-30,2085;1.36E-05,2084;1.64E-05,
HOXA4,42720;1.89E-36,,,,
ORC2,72426;1.95E-36,72425;8.78E-05,,,
TBL1XR1,45660;2.11E-36,45876;6.50E-28,45935;1.96E-19,,
TFDP1,38731;2.26E-36,62551;1.07E-31,77535;8.47E-31,62550;1.20E-20,77534;1.29E-17
SRC,6710;5.96E-36,6709;1.39E-29,39652;5.20E-05,72973;7.17E-05,72972;1.46E-04
MYCN,75840;8.20E-36,69364;4.23E-06,,,
SP7,63654;1.13E-35,63653;3.69E-35,,,
MEF2C,46144;1.29E-35,37088;2.32E-05,37087;3.22E-05,38851;8.54E-05,
MLLT1,63876;1.86E-35,63875;1.69E-33,62738;8.08E-24,64186;1.12E-19,74315;1.82E-17
RAG2,55543;2.02E-35,,,,
GATA3,33679;2.04E-35,46058;2.57E-22,46361;4.48E-22,33680;1.32E-18,67500;3.49E-18
ELF2,38739;2.25E-35,42759;2.74E-06,,,
FOSL1,46212;2.79E-35,63076;1.34E-26,63077;1.60E-24,47287;8.84E-23,46296;1.79E-20
ZNF687,64786;2.86E-35,64787;9.70E-32,,,
NR2F1,56818;4.60E-35,64997;3.11E-30,64996;3.93E-23,56817;7.18E-23,35628;2.16E-13
GMEB1,38799;4.69E-35,,,,
ZKSCAN1,64746;5.27E-35,64745;1.30E-31,45786;1.22E-29,63614;2.53E-03,63615;2.66E-03
SMARCB1,1345;8.93E-35,45779;8.93E-35,45940;1.35E-07,58468;4.98E-06,58469;8.74E-05
RARA,53300;9.05E-35,2465;4.45E-18,49620;2.86E-13,49614;7.86E-13,2811;2.05E-11
SETDB1,8772;9.75E-35,45386;9.75E-35,2974;4.32E-31,45887;3.65E-19,2124;9.80E-11
ZNF197,63956;1.52E-34,63957;2.31E-28,73971;2.84E-04,,
E2F7,38698;1.64E-34,38590;5.03E-21,38591;7.12E-21,38586;8.93E-14,38589;5.54E-11
PR,50161;2.43E-34,50150;4.23E-24,39767;1.27E-19,50151;7.57E-19,68968;1.46E-15
NR2F2,62909;2.93E-34,63319;1.70E-33,46249;8.85E-33,63318;1.37E-24,62908;3.21E-22
RBL2,1874;7.24E-34,1878;2.34E-31,1880;6.10E-30,1879;4.35E-10,1876;9.15E-10
MEF2A,46123;7.33E-34,46352;1.83E-26,46283;1.94E-22,38847;5.83E-05,
TBX21,33678;7.45E-34,64375;2.63E-24,64376;5.81E-22,,
GATAD2B,71067;8.36E-34,63455;1.48E-05,63454;9.25E-05,,
TFAP4,62715;8.78E-34,74432;2.68E-32,74431;2.47E-29,62716;7.18E-16,
POU5F1,63393;1.90E-33,63136;9.31E-19,39513;6.24E-13,5753;1.04E-12,48550;1.20E-09
BHLHE40,45807;2.54E-33,45632;3.24E-32,64946;2.14E-28,45916;4.92E-28,64945;2.13E-23
RXRA,46125;2.72E-33,38864;7.51E-33,46242;6.10E-25,46356;2.07E-20,46192;3.72E-12
ZBTB8A,63685;3.24E-33,63686;2.41E-24,,,
