Transcription Factor,1st Sample p-value,2nd Sample p-value,3rd Sample p-value,4th Sample p-value,5th Sample p-value
Tcfcp2l1,MA0145;2.23E-04,,,,
PPARG::RXRA,M00518;2.35E-04,M00515;9.97E-04,,,
ZBTB49,MS00727;2.37E-04,,,,
Bcl6,MC00111;2.39E-04,,,,
CNTN2::CREB1,M00115;2.41E-04,,,,
Ctcf,MC00187;2.46E-04,,,,
Etv5,UP00412;2.50E-04,,,,
Creb3l2,MS00311;2.60E-04,,,,
MYBL2,MS00103;2.61E-04,MS00105;5.10E-03,MS00102;2.61E-02,,
NFE2L2,MC00339;2.74E-04,,,,
Pparg,MC00130;3.00E-04,,,,
CTCF,MC00128;3.10E-04,,,,
KLF16,MS00146;3.28E-04,,,,
ELK3,MS00844;3.46E-04,,,,
GSC,MS00464;3.66E-04,,,,
HSF1,MC00289;3.90E-04,MA0319;6.64E-02,,,
Snai1,MC00183;3.98E-04,,,,
ELF3,MS00812;4.18E-04,,,,
HIC2,MS00057;4.22E-04,,,,
Elf4,UP00413;4.56E-04,,,,
INSM1,MA0155;4.59E-04,,,,
NR1H3,M00647;4.60E-04,,,,
MYBL1,MS00100;4.72E-04,MS00097;1.19E-02,,,
ATF3,MC00473;4.75E-04,,,,
YY2,MS00268;4.85E-04,,,,
MAZ,M00649;5.23E-04,,,,
Ets1,MC00385;5.69E-04,,,,
BACH2,M00490;5.78E-04,,,,
GLIS3,MS00046;6.69E-04,,,,
FEV,MS00025;6.99E-04,,,,
Esr1,MC00295;7.24E-04,,,,
Mafb,MS00333;7.28E-04,MS00335;6.76E-03,,,
RUNX3,MS00177;7.46E-04,,,,
PPARG,MA0066;7.61E-04,MC00142;9.53E-04,,,
Esrrb,MC00512;7.61E-04,,,,
RXRA,MC00467;8.30E-04,,,,
SMAD1,M00792;8.37E-04,M01590;9.54E-02,,,
HIC1,UP00035;8.42E-04,,,,
NR1I2,M00964;8.83E-04,,,,
CREB3,MS00308;9.48E-04,,,,
TP73,MC00132;9.67E-04,,,,
TBX21,MS00207;9.68E-04,MS00208;4.08E-01,,,
EHF,MS00778;1.04E-03,,,,
PAX9,MS00128;1.07E-03,,,,
Zfp423,MA0116;1.12E-03,,,,
MAF,M00648;1.15E-03,M00983;2.50E-03,,,
Zfp128,UP00094;1.15E-03,,,,
Fli1,MC00129;1.18E-03,,,,
Pax3,MC00260;1.21E-03,,,,
ZNF740,MS00445;1.23E-03,,,,
Lhx8,MS00548;1.23E-03,UP00184;1.68E-02,MS00549;2.62E-01,MS00550;9.45E-01,
ATF6,M00483;1.26E-03,,,,
HEY1,MS00258;1.27E-03,,,,
Stat3,MC00140;1.28E-03,,,,
ATF1,UP00020;1.32E-03,,,,
Mycn,MC00532;1.32E-03,,,,
ZNF263,MC00192;1.34E-03,,,,
TP63,MC00439;1.36E-03,,,,
ZNF306,MS00401;1.37E-03,,,,
REST,MC00174;1.50E-03,,,,
BCL6,MC00386;1.62E-03,M01171;6.93E-02,,,
Evx2,UP00132;1.62E-03,,,,
ZNF350,M01105;1.63E-03,,,,
NFYA,MC00364;1.71E-03,,,,
Rarb,MS00700;1.72E-03,,,,
HINFP,MA0131;1.74E-03,,,,
Mxi1,MC00373;1.76E-03,,,,
Hic1,MS00101;1.80E-03,,,,
HSF4,MS00060;1.86E-03,,,,
Zfp410,UP00033;1.95E-03,,,,
Ikzf3,MC00337;2.06E-03,,,,
ETV2,MS00016;2.10E-03,,,,
NHLH1,MS00274;2.13E-03,,,,
YY1,MC00342;2.16E-03,,,,
Nfic,MC00475;2.18E-03,,,,
RXRG,MS00694;2.33E-03,,,,
MAX,MC00124;2.34E-03,,,,
IRX5,MS00527;2.35E-03,UP00250;9.85E-01,,,
ELF5,MS00838;2.50E-03,,,,
NANOG,M01123;2.63E-03,M01247;5.67E-02,MC00440;4.98E-01,,
ZNF75A,MS00468;2.74E-03,,,,
HNF4A,UP00066;2.77E-03,MC00432;2.59E-01,,,
IRF6,UP00011;2.81E-03,,,,
BPTF,M00456;2.94E-03,,,,
Usf2,MC00169;2.99E-03,,,,
Hsf1,MC00368;3.13E-03,,,,
GTF2I,M00706;3.16E-03,,,,
NFIL3,MS00337;3.22E-03,,,,
PAX1,MS00117;3.29E-03,M00808;1.42E-02,M00326;1.57E-01,,
Nfya,MC00191;3.30E-03,,,,
Ebf1,MC00358;3.32E-03,,,,
HNF1B,M00646;3.34E-03,M01425;1.11E-01,MS00478;1.83E-01,,
Creb1,MC00163;3.45E-03,,,,
PITX3,MS00596;3.72E-03,,,,
SMAD3,UP00000;3.75E-03,MS00080;7.17E-03,MC00503;1.74E-02,,
RFX4,UP00056;3.96E-03,,,,
NFKB1,MS00110;3.99E-03,,,,
Trp53,MC00377;4.05E-03,,,,
HEY2,MS00260;4.09E-03,,,,
Zfp740,MS00512;4.28E-03,,,,
HES7,MS00256;4.34E-03,,,,
NFIC,MA0161;4.69E-03,,,,
RARG,MS00684;4.74E-03,MS00680;7.45E-02,MS00682;9.46E-02,,
RFX1,MA0365;5.00E-03,,,,
HIF1A,MC00316;5.34E-03,,,,
HLF,MS00317;5.42E-03,,,,
GSC2,MS00463;5.43E-03,,,,
TBX2,MS00211;5.51E-03,MS00213;5.71E-02,,,
TFE3,MS00288;5.84E-03,,,,
Bsx,UP00138;6.01E-03,,,,
THRB,MS00710;6.14E-03,MS00713;2.39E-02,MS00711;5.02E-02,,
KLF12,M00468;6.30E-03,,,,
Elk3,MS00023;6.48E-03,,,,
TFEC,MS00808;6.54E-03,,,,
NFIX,MS00115;6.94E-03,MS00822;9.55E-03,,,
TFCP2,M00072;7.00E-03,MS00579;4.51E-01,,,
OTX2,MS00585;7.09E-03,,,,
Rarg,MS00705;7.22E-03,MC00476;8.35E-03,MS00704;5.57E-02,,
ZBED1,MS00290;7.24E-03,,,,
Zfp691,UP00095;7.71E-03,,,,
ZNF423,M00467;7.88E-03,,,,
RFX2,MS00162;8.16E-03,MS00161;2.38E-01,,,
ARNT,MC00262;8.22E-03,,,,
TCF3,M00222;8.32E-03,UP00058;8.47E-01,,,
JDP2,MS00320;8.57E-03,MS00319;2.37E-01,,,
SIX4,UP00199;8.80E-03,,,,
SPIB,MA0081;8.87E-03,MS00039;1.01E-01,,,
Jdp2,MS00325;9.03E-03,MS00324;4.02E-01,,,
ATF2::JUN,M00041;9.05E-03,,,,
TFEB,MS00289;9.10E-03,,,,
FOXK1,MS00371;9.29E-03,,,,
FOXO4,MS00383;9.38E-03,MS00381;2.60E-01,,,
NKX2-2,UP00231;9.58E-03,,,,
SIX2,UP00159;9.64E-03,,,,
RORB,M01722;1.01E-02,,,,
PITX2,UP00125;1.04E-02,,,,
Yy1,MC00372;1.14E-02,,,,
NFATC4,M01734;1.14E-02,,,,
Trp63,M01656;1.14E-02,,,,
SIX1,UP00192;1.18E-02,,,,
TP53,MC00359;1.19E-02,,,,
POLR2B,MC00505;1.21E-02,,,,
ESR1,MC00335;1.21E-02,,,,
ONECUT2,MS00679;1.24E-02,,,,
FOXB1,MS00348;1.29E-02,MS00343;1.48E-02,,,
MYC,MC00394;1.29E-02,,,,
ATF7,MS00294;1.32E-02,,,,
Nkx2-5,MC00178;1.34E-02,,,,
BHLHE41,MS00251;1.39E-02,,,,
Sox30,UP00023;1.40E-02,,,,
HOXD11,MS00506;1.42E-02,MS00507;7.27E-01,,,
USF1,MC00248;1.44E-02,,,,
BATF3,MS00296;1.45E-02,,,,
ZFP42,M01744;1.49E-02,,,,
Bhlhb2,MS00252;1.51E-02,,,,
Hdx,UP00148;1.51E-02,,,,
HES5,MS00255;1.51E-02,,,,
ZNF524,MS00423;1.53E-02,,,,
ONECUT1,MS00667;1.54E-02,,,,
ZNF410,MS00412;1.57E-02,,,,
IKZF1,M00141;1.57E-02,M00088;8.46E-02,,,
Tbx21,MC00356;1.59E-02,,,,
Hlf,MS00318;1.63E-02,,,,
BHLHB2,MS00247;1.67E-02,,,,
GLI2,MS00843;1.70E-02,,,,
HMGA1,M00750;1.71E-02,M01010;7.96E-02,,,
GATA4,M00632;1.74E-02,,,,
SMAD2/3,MC00223;1.74E-02,,,,
Myb,MC00408;1.75E-02,,,,
Nkx1-2,UP00139;1.78E-02,,,,
Hnf4a,MC00344;1.86E-02,,,,
BHLHB3,MS00248;2.01E-02,,,,
Max,MC00461;2.01E-02,,,,
PAX6,UP00224;2.04E-02,M00979;2.36E-02,MS00125;3.17E-02,,
Sox11,UP00030;2.05E-02,MS00795;5.01E-02,,,
MZF1,M01733;2.15E-02,,,,
FOXJ2,MS00366;2.20E-02,,,,
ZNF282,MS00729;2.20E-02,,,,
IRF2,MA0051;2.21E-02,,,,
Creb5,MS00313;2.21E-02,,,,
ZNF628,M01081;2.37E-02,,,,
GFI1,M01067;2.38E-02,,,,
IRF3,UP00086;2.40E-02,,,,
Nr2f2,UP00009;2.40E-02,,,,
TCF4,MS00285;2.44E-02,MC00219;5.24E-01,,,
MAFK,MS00331;2.45E-02,MS00330;9.76E-01,,,
NKX2-3,UP00190;2.46E-02,MS00566;3.41E-01,,,
AR,MC00468;2.50E-02,,,,
HOXC12,MS00503;2.55E-02,MS00502;8.98E-01,,,
ESRRA,MS00829;2.55E-02,,,,
SREBF1,M00749;2.58E-02,M00220;1.78E-01,,,
Hoxc10,MS00517;2.65E-02,MS00518;8.14E-01,,,
NR6A1,M00526;2.68E-02,,,,
POU3F2,UP00128;2.68E-02,MS00141;5.93E-01,MS00140;6.32E-01,,
Rxra,MC00471;2.70E-02,,,,
PITX1,MS00595;2.71E-02,,,,
TBX5,MS00217;2.72E-02,MS00216;6.08E-02,,,
Hoxc9,MC00402;2.81E-02,,,,
Ppara,MC00134;2.82E-02,,,,
UBP1,M00644;2.88E-02,,,,
Foxj3,MS00394;3.04E-02,MS00397;4.09E-01,,,
SCRT1,MS00179;3.11E-02,,,,
SPI1,MC00151;3.14E-02,,,,
HOXA10,MS00480;3.16E-02,MS00481;8.69E-01,,,
Dbp,MS00316;3.17E-02,,,,
FOXO1,MS00376;3.20E-02,MS00375;2.04E-01,,,
RUNX1,MC00312;3.21E-02,M00082;6.34E-01,,,
ATF2,M00179;3.23E-02,,,,
NKX2-5,UP00249;3.24E-02,M00241;6.79E-01,,,
GTF2IRD1,M01241;3.26E-02,M01229;5.49E-02,,,
GZF1,M01069;3.42E-02,,,,
Atf4,MS00295;3.49E-02,,,,
PROX1,MS00160;3.53E-02,,,,
ALX4,UP00187;3.55E-02,MS00404;9.88E-01,,,
TAL1,MC00458;3.59E-02,M00993;9.00E-01,,,
FOXG1,MS00361;3.62E-02,MS00360;3.54E-01,,,
Lbx2,UP00120;3.65E-02,,,,
CEBPE,MS00300;3.73E-02,,,,
MEIS1,UP00186;3.85E-02,MC00520;7.03E-01,,,
ETS2,M01207;3.95E-02,,,,
Myc,MC00407;3.96E-02,,,,
SOX4,MS00766;4.00E-02,UP00401;6.75E-01,,,
ETV7,M00678;4.05E-02,,,,
HOXC13,MS00505;4.07E-02,MS00504;2.79E-01,,,
HSFY2,MS00062;4.11E-02,MS00061;7.68E-02,,,
NR2E1,MS00652;4.15E-02,MS00653;3.36E-01,,,
HNF1A,MS00476;4.16E-02,,,,
Mlx,MS00270;4.27E-02,,,,
FOXO6,MS00386;4.33E-02,MS00384;9.07E-02,,,
MYB,UP00092;4.42E-02,,,,
NFIA,MS00820;4.48E-02,,,,
HOXA4,UP00196;4.51E-02,M00640;5.92E-01,,,
MLXIPL,MS00265;4.52E-02,,,,
SIX5,MC00334;4.54E-02,,,,
Hoxd9,MS00525;4.55E-02,MS00524;1.12E-01,,,
TCF7L1,MS00053;4.71E-02,,,,
NR2F6,MS00658;4.73E-02,M01728;3.62E-01,,,
Mybl1,UP00081;4.74E-02,,,,
Arntl,MC00362;4.85E-02,,,,
THRA,MS00709;4.92E-02,,,,
Gsc,UP00112;5.00E-02,,,,
NEUROD1,M01288;5.11E-02,,,,
MLX,MS00266;5.19E-02,,,,
IRX2,MS00526;5.20E-02,UP00236;6.56E-01,,,
Hoxb4,MC00136;5.26E-02,UP00144;5.90E-02,,,
CDC5L,M00478;5.37E-02,,,,
HOXC10,MS00496;5.50E-02,MS00494;5.92E-01,MS00495;9.36E-01,,
LBX2,MS00533;5.51E-02,MS00535;4.41E-01,,,
Bcl6b,UP00043;5.57E-02,,,,
SFPI1,MC00513;5.76E-02,,,,
FOXP1,M00987;5.77E-02,MC00501;8.21E-01,,,
NFIB,MS00114;5.82E-02,,,,
Npas4,MC00370;5.85E-02,,,,
T,MS00218;6.05E-02,,,,
NEUROG2,MS00272;6.23E-02,,,,
E2F8,MS00739;6.42E-02,,,,
DMRT2,M01147;6.45E-02,,,,
TEF,M01305;6.48E-02,MS00339;1.13E-01,M00672;8.14E-01,,
HOXD12,MS00836;6.58E-02,MS00837;7.40E-01,,,
NFATC1,MC00211;6.67E-02,,,,
Meis3,MS00088;6.76E-02,MS00089;9.36E-01,,,
ZNF238,MS00390;6.78E-02,,,,
NFE2,MS00336;6.89E-02,,,,
FOXO3,MS00380;6.96E-02,MS00378;8.78E-01,,,
HOXC11,MS00497;7.02E-02,MS00498;5.53E-01,,,
EPAS1,MC00224;7.16E-02,,,,
IRF9,MS00073;7.17E-02,,,,
HOXA3,UP00391;7.22E-02,,,,
Hmx3,M00433;7.23E-02,,,,
Nr5a2,MC00352;7.31E-02,,,,
SPIC,MS00040;7.54E-02,,,,
NR4A2,MS00665;7.67E-02,,,,
Irf4,MC00190;7.68E-02,UP00018;8.16E-01,,,
REL,MA0101;7.83E-02,,,,
CEBPD,M00621;7.87E-02,MS00299;2.94E-01,,,
HOXB3,MS00492;7.91E-02,,,,
Nr2e1,MS00668;8.02E-02,,,,
SCRT2,MS00190;8.08E-02,,,,
PGR,MC00170;8.15E-02,,,,
BSX,MS00419;8.39E-02,,,,
Zfp105,UP00037;8.70E-02,,,,
PHOX2A,UP00221;8.80E-02,MS00591;8.65E-01,,,
HOXB2,MS00491;9.06E-02,,,,
NR2F1,MS00657;9.16E-02,MA0017;1.61E-01,,,
BARX1,UP00181;9.25E-02,MS00418;4.58E-01,MS00417;9.95E-01,,
RBPJ,M01112;9.29E-02,,,,
Tead4,MC00157;9.33E-02,,,,
PRRX2,MS00603;9.33E-02,,,,
BARX2,UP00151;9.42E-02,,,,
HOXA13,MS00485;9.46E-02,MS00484;5.53E-01,,,
Hoxb3,UP00137;9.47E-02,,,,
TCF12,MC00126;9.63E-02,,,,
Sox15,UP00075;9.85E-02,,,,
Pax7,UP00248;9.95E-02,MC00258;8.12E-01,,,
BCL6B,MS00011;9.99E-02,,,,
Foxk1,MS00398;1.00E-01,MS00399;8.16E-01,,,
Obox3,M01466;1.02E-01,,,,
Lhx9,UP00175;1.03E-01,,,,
FOSL1,MC00351;1.04E-01,,,,
MSX1,MS00559;1.04E-01,MS00558;6.84E-01,,,
TBX4,MS00214;1.06E-01,,,,
Hmx2,UP00155;1.07E-01,,,,
EOMES,MC00276;1.07E-01,,,,
MAFF,MS00326;1.09E-01,,,,
MEOX2,MS00552;1.11E-01,MS00553;9.62E-01,MS00554;9.86E-01,,
HBP1,UP00055;1.12E-01,,,,
IRF8,MS00072;1.13E-01,,,,
Scx,MC00504;1.13E-01,,,,
NEUROD2,MS00271;1.13E-01,,,,
Arx,UP00152;1.13E-01,MS00409;8.61E-01,,,
Sox7,UP00034;1.14E-01,,,,
OTX1,MS00582;1.14E-01,,,,
Tal1,MC00388;1.17E-01,,,,
SF1,M01132;1.17E-01,,,,
SOX9,MS00052;1.19E-01,MS00785;5.28E-01,MS00780;7.45E-01,,
Rhox6,M01435;1.19E-01,,,,
Shox2,MS00615;1.19E-01,,,,
Gbx2,MS00469;1.20E-01,,,,
HOXD13,MS00511;1.21E-01,MS00510;5.39E-01,,,
FOXC1,MS00351;1.23E-01,MS00350;1.95E-01,MS00349;2.47E-01,,
IRF7,MS00070;1.24E-01,,,,
Rela,MC00135;1.25E-01,,,,
IRF4,MS00065;1.27E-01,MC00227;2.09E-01,,,
FOXF2,MA0030;1.28E-01,,,,
HOXC5,UP00252;1.28E-01,,,,
FOXD3,MS00358;1.29E-01,MA0041;7.66E-01,MS00359;7.97E-01,,
Crx,MC00357;1.30E-01,,,,
Bbx,UP00012;1.30E-01,,,,
JUN,MC00321;1.35E-01,,,,
Gata3,MC00326;1.36E-01,,,,
Cbfa2t2,MC00514;1.37E-01,,,,
NR2F2,M00155;1.37E-01,,,,
PBX3,MC00281;1.39E-01,,,,
MAFG,MS00327;1.40E-01,,,,
Rhox11,UP00193;1.41E-01,MS00611;7.48E-01,,,
ZBTB12,UP00019;1.42E-01,,,,
ZNF217,M01306;1.43E-01,,,,
LHX9,MS00541;1.44E-01,MS00542;8.28E-01,,,
TBX19,MS00194;1.44E-01,,,,
FOXC2,MS00354;1.46E-01,MS00352;3.72E-01,,,
SHOX2,MS00613;1.48E-01,,,,
RFX5,MS00169;1.48E-01,,,,
FOXH1,MC00304;1.51E-01,M00809;3.13E-01,,,
Hoxb8,UP00263;1.52E-01,,,,
ISX,MS00531;1.53E-01,,,,
HOXB13,MS00489;1.55E-01,MS00488;2.43E-01,,,
ONECUT3,MS00690;1.56E-01,,,,
Foxg1,MS00392;1.58E-01,MS00393;8.87E-01,,,
NRL,MS00338;1.58E-01,,,,
GLI3,M01596;1.59E-01,,,,
NR3C1,MC00465;1.60E-01,,,,
En2,MS00458;1.61E-01,,,,
Stat1,MC00141;1.61E-01,,,,
DBP,MS00315;1.62E-01,M00624;7.02E-01,,,
SOX5,UP00091;1.64E-01,,,,
SIX6,UP00388;1.64E-01,,,,
Hoxd11,UP00117;1.64E-01,,,,
Foxa1,MC00104;1.67E-01,,,,
Sox17,UP00014;1.68E-01,MS00797;9.68E-01,,,
SIX3,UP00195;1.68E-01,,,,
DMRT1,M01146;1.68E-01,,,,
TBP,MA0108;1.70E-01,MA0386;9.43E-01,,,
ZNF354C,MA0130;1.73E-01,,,,
GBX2,MS00460;1.76E-01,MS00461;6.73E-01,,,
TEAD1,MS00219;1.76E-01,MS00220;6.56E-01,,,
Hoxa11,MS00514;1.76E-01,MS00515;4.93E-01,,,
GATA3,MC00119;1.78E-01,,,,
Nr1d1,MC00524;1.80E-01,,,,
FOXA1,MC00311;1.83E-01,,,,
Gbx1,MS00467;1.84E-01,,,,
Sox8,UP00051;1.85E-01,,,,
HMBOX1,MS00472;1.85E-01,,,,
Obox5,M01480;1.85E-01,,,,
CEBPG,MS00302;1.85E-01,M00622;2.16E-01,,,
Obox2,M01364;1.85E-01,,,,
SOX7,MS00769;1.86E-01,MS00770;9.42E-01,,,
Nkx2-4,UP00107;1.88E-01,,,,
NKX2-8,MS00571;1.89E-01,,,,
Sox10,MS00794;1.89E-01,,,,
Gata4,MC00324;1.91E-01,,,,
HOXA1,MS00486;1.92E-01,,,,
RARA,UP00048;1.95E-01,,,,
SOX2,MS00762;1.96E-01,MC00269;4.79E-01,,,
Cebpb,MC00121;1.98E-01,,,,
HOXA9,UP00213;1.99E-01,,,,
MEF2C,MC00231;1.99E-01,,,,
TEAD4,MS00224;2.03E-01,,,,
Spic,MS00041;2.04E-01,,,,
CPEB1,MS00732;2.04E-01,,,,
MIXL1,MS00555;2.08E-01,,,,
HSF2,MS00059;2.09E-01,,,,
ATF5,M01295;2.10E-01,,,,
Gata1,MC00327;2.11E-01,,,,
Runx1,MC00413;2.13E-01,,,,
JUNB,MC00371;2.18E-01,,,,
Nr2f6,MS00669;2.18E-01,,,,
Nr1d2,MC00186;2.20E-01,,,,
MNT,MS00267;2.21E-01,,,,
RELA,MC00193;2.21E-01,,,,
FOXJ3,MS00369;2.23E-01,MS00370;3.78E-01,MS00367;7.33E-01,,
Spi1,MC00506;2.24E-01,,,,
SOX21,MS00755;2.24E-01,MS00757;3.03E-01,MS00759;5.57E-01,,
Isx,UP00243;2.24E-01,,,,
Sox1,MS00800;2.30E-01,MS00802;4.38E-01,UP00069;4.54E-01,,
Nr1h2,MC00448;2.30E-01,,,,
TBX22,M01195;2.32E-01,,,,
Vsx1,MS00628;2.34E-01,,,,
Uncx,MS00619;2.34E-01,MS00618;8.77E-01,,,
IRF5,MS00067;2.38E-01,,,,
OLIG2,MS00277;2.41E-01,,,,
HMX1,MS00473;2.41E-01,,,,
GBX1,MS00459;2.43E-01,,,,
GATA2,MC00118;2.43E-01,,,,
ALX1,M01453;2.50E-01,M00416;7.83E-01,,,
LMX1B,UP00169;2.52E-01,,,,
VSX1,MS00626;2.52E-01,,,,
Obox1,M01450;2.58E-01,,,,
DLX4,MS00430;2.58E-01,,,,
BATF,MC00411;2.59E-01,,,,
Hmbox1,UP00161;2.63E-01,,,,
Obox6,M01445;2.64E-01,,,,
DPRX,MS00436;2.65E-01,,,,
MEIS2,MS00083;2.66E-01,,,,
Rbfox2,MC00416;2.68E-01,,,,
DLX3,MS00429;2.70E-01,,,,
NR4A1,MC00280;2.70E-01,,,,
TBX1,MS00197;2.71E-01,,,,
GATA6,MC00117;2.73E-01,,,,
GSX2,M01326;2.75E-01,MS00466;5.03E-01,,,
