Transcription Factor,1st Sample p-value,2nd Sample p-value,3rd Sample p-value,4th Sample p-value,5th Sample p-value
Lhx1,UP00262;2.15E-02,,,,
E2F2,UP00001;2.17E-02,MS00712;4.27E-01,,,
Nkx2-4,UP00107;2.19E-02,,,,
HOXA9,UP00213;2.19E-02,,,,
BCL6,MC00386;2.19E-02,M01171;1.96E-01,,,
Gata1,MC00327;2.22E-02,,,,
PRRX2,MS00603;2.25E-02,,,,
PITX3,MS00596;2.27E-02,,,,
LMX1A,MS00543;2.28E-02,,,,
VENTX,MS00624;2.32E-02,,,,
ZNF219,M01122;2.32E-02,,,,
Cebpb,MC00121;2.34E-02,,,,
PITX2,UP00125;2.35E-02,,,,
BARX2,UP00151;2.36E-02,,,,
LHX4,UP00261;2.37E-02,,,,
Ebf1,MC00358;2.41E-02,,,,
Vsx1,MS00628;2.41E-02,,,,
HOXA2,MS00487;2.42E-02,,,,
Foxj3,MS00394;2.42E-02,MS00397;1.10E-01,,,
NR3C1,MC00465;2.43E-02,,,,
RAXL1,MS00605;2.43E-02,,,,
VSX2,MS00627;2.45E-02,,,,
Stat1,MC00141;2.46E-02,,,,
ERF,MS00846;2.49E-02,,,,
Jdp2,MS00325;2.49E-02,MS00324;2.76E-02,,,
Barhl1,MS00422;2.51E-02,MS00421;2.88E-01,,,
ZNF711,MC00477;2.55E-02,,,,
SP2,M01783;2.65E-02,,,,
YY1,MC00342;2.70E-02,,,,
NKX2-3,UP00190;2.71E-02,MS00566;7.40E-01,,,
ETV6,MS00021;2.72E-02,,,,
DLX5,MS00431;2.72E-02,,,,
E2F3,UP00003;2.76E-02,MS00734;1.95E-01,,,
FOXB1,MS00343;2.76E-02,MS00348;9.19E-02,,,
LMX1B,UP00169;2.78E-02,,,,
MAFF,MS00326;2.80E-02,,,,
FOXP1,M00987;2.82E-02,MC00501;1.38E-01,,,
PAX5,M00143;2.84E-02,MA0014;2.97E-02,MC00332;1.17E-01,,
HMGA2,M01300;2.85E-02,,,,
HINFP,MA0131;2.85E-02,,,,
LHX2,MS00536;2.86E-02,MS00537;3.60E-02,,,
POU4F3,MS00151;2.88E-02,,,,
DMRT1,M01146;2.89E-02,,,,
Irf5,UP00040;2.91E-02,,,,
Gata5,UP00080;2.92E-02,,,,
MEF2A,MC00232;2.94E-02,M00405;3.12E-02,,,
Nr1d2,MC00186;2.97E-02,,,,
AR,MC00468;3.04E-02,,,,
STAT6,M00500;3.05E-02,,,,
TAL1,MC00458;3.08E-02,M00993;8.87E-01,,,
NR2C2,MC00509;3.08E-02,MS00651;7.06E-01,,,
TFAP2A,MC00530;3.13E-02,MS00227;1.48E-01,,,
Tbx3,MC00221;3.16E-02,,,,
KLF12,M00468;3.19E-02,,,,
PLAG1,MA0163;3.19E-02,,,,
HOXD13,MS00510;3.21E-02,MS00511;5.31E-02,,,
PHOX2A,UP00221;3.24E-02,MS00591;1.44E-01,,,
FOXP3,MS00387;3.27E-02,M00992;1.84E-01,,,
Ikzf3,MC00337;3.33E-02,,,,
Nkx2-9,UP00119;3.33E-02,,,,
En2,MS00458;3.36E-02,,,,
NKX3-2,MS00573;3.38E-02,,,,
Trp53,MC00377;3.43E-02,,,,
Nkx1-2,UP00139;3.44E-02,,,,
ATF2,M00179;3.47E-02,,,,
IRF5,MS00067;3.54E-02,,,,
GLI2,MS00843;3.57E-02,,,,
Elf4,UP00413;3.58E-02,,,,
Creb1,MC00163;3.59E-02,,,,
FOXC2,MS00354;3.59E-02,MS00352;9.17E-02,,,
Gm5454,UP00423;3.60E-02,,,,
Sox2,MC00303;3.63E-02,,,,
OLIG2,MS00277;3.70E-02,,,,
Ovol2,M01104;3.71E-02,,,,
Nobox,MA0125;3.71E-02,,,,
Hoxb3,UP00137;3.81E-02,,,,
Mafb,MS00335;3.82E-02,MS00333;4.33E-02,,,
DMRT3,M01148;3.83E-02,,,,
HNF1A,MS00476;3.84E-02,,,,
CEBPB,MC00272;3.87E-02,,,,
NR3C2,MS00662;3.88E-02,,,,
FOXD2,MS00355;3.89E-02,MS00356;1.35E-01,,,
Crx,MC00357;3.90E-02,,,,
NKX3-1,UP00389;3.96E-02,MS00572;2.67E-01,,,
Lhx9,UP00175;3.96E-02,,,,
Gbx1,MS00467;3.96E-02,,,,
ALX4,UP00187;4.03E-02,MS00404;9.79E-02,,,
Klf4,MC00109;4.04E-02,,,,
BACH1,M00495;4.07E-02,,,,
SIX6,UP00388;4.08E-02,,,,
ETV5,MS00019;4.09E-02,,,,
DLX1,MS00427;4.11E-02,,,,
XBP1,UP00330;4.12E-02,MS00342;2.18E-01,,,
EGR2,MC00319;4.12E-02,,,,
Tcf21,MS00291;4.14E-02,,,,
THRB,MS00713;4.29E-02,MS00711;4.48E-01,MS00710;7.22E-01,,
ZNF143,MC00391;4.33E-02,,,,
HOXB3,MS00492;4.39E-02,,,,
Hlf,MS00318;4.39E-02,,,,
Pou5f1,MC00233;4.42E-02,,,,
Yy1,MC00372;4.42E-02,,,,
Egr3,MS00789;4.46E-02,,,,
Gata4,MC00324;4.49E-02,,,,
Stat3,MC00140;4.51E-02,,,,
Dlx2,MS00440;4.61E-02,,,,
MSX1,MS00559;4.63E-02,MS00558;2.78E-01,,,
ZBTB7A,MC00376;4.67E-02,MS00301;9.96E-02,M01100;1.73E-01,,
REL,MA0101;4.70E-02,,,,
Foxk1,MS00399;4.72E-02,MS00398;2.38E-01,,,
EMX1,MS00441;4.75E-02,MS00442;1.71E-01,,,
PRDM4,MS00726;4.76E-02,,,,
Sox30,UP00023;4.80E-02,,,,
SIX3,UP00195;4.81E-02,,,,
IRF2,MA0051;4.82E-02,,,,
GATA1,MC00120;4.86E-02,,,,
Zfp410,UP00033;4.88E-02,,,,
JUNB,MC00371;4.94E-02,,,,
PPARG::RXRA,M00515;5.03E-02,M00518;1.38E-01,,,
BATF3,MS00296;5.09E-02,,,,
IKZF1,M00088;5.10E-02,M00141;1.56E-01,,,
CUX1,MS00601;5.10E-02,M00105;3.68E-01,MS00612;5.54E-01,,
E2F1,MS00815;5.11E-02,MC00182;7.54E-02,,,
REST,MC00174;5.13E-02,,,,
Nr3c1,MC00396;5.19E-02,,,,
NFKB2,MS00111;5.22E-02,,,,
Hlx,M01399;5.23E-02,,,,
LBX2,MS00533;5.29E-02,MS00535;9.05E-02,,,
PROP1,MS00597;5.29E-02,,,,
SIX4,UP00199;5.34E-02,,,,
Dbx2,UP00218;5.39E-02,,,,
RXRA,MC00467;5.45E-02,,,,
HOXD3,UP00241;5.46E-02,,,,
PGR,MC00170;5.50E-02,,,,
Tcfap2e,UP00028;5.52E-02,,,,
ZNF350,M01105;5.56E-02,,,,
DMBX1,MS00433;5.66E-02,,,,
Pax5,MC00257;5.69E-02,,,,
HOXC10,MS00494;5.75E-02,MS00496;6.20E-02,MS00495;3.09E-01,,
POU5F1P1,MS00152;5.80E-02,MS00153;6.71E-02,,,
DUXA,MS00438;5.81E-02,,,,
YY2,MS00268;5.85E-02,,,,
Zic3,MS00523;5.88E-02,UP00006;1.37E-01,,,
FOXC1,MS00350;5.90E-02,MS00349;8.11E-02,MS00351;8.88E-02,,
ETV1,MC00427;5.93E-02,,,,
ZBED1,MS00290;5.99E-02,,,,
SRY,MS00787;6.03E-02,MA0084;2.08E-01,MS00788;2.22E-01,,
Foxc1,MS00388;6.04E-02,,,,
NKX6-1,MS00575;6.07E-02,,,,
Dmrta2,M01150;6.11E-02,,,,
HES1,M01009;6.11E-02,,,,
BARX1,MS00417;6.11E-02,UP00181;2.56E-01,MS00418;3.36E-01,,
FOXJ2,MS00366;6.14E-02,,,,
Tbx21,MC00356;6.14E-02,,,,
STAT4,MC00347;6.16E-02,,,,
MAZ,M00649;6.19E-02,,,,
Sox1,MS00802;6.21E-02,UP00069;2.90E-01,MS00800;3.61E-01,,
NFE2L2,MC00339;6.25E-02,,,,
ZIC1,MS00334;6.26E-02,M00448;1.03E-01,UP00102;1.70E-01,,
HESX1,MS00470;6.33E-02,,,,
E2f3,MC00510;6.33E-02,,,,
Nr1h2,MC00448;6.39E-02,,,,
NHLH1,MS00274;6.40E-02,,,,
ELF3,MS00812;6.41E-02,,,,
Etv5,UP00412;6.41E-02,,,,
RFX1,MA0365;6.53E-02,,,,
NKX2-1,M01312;6.55E-02,,,,
GABPB1,M00341;6.56E-02,,,,
FOXJ3,MS00370;6.60E-02,MS00367;1.30E-01,MS00369;1.59E-01,,
MEF2B,MS00075;6.61E-02,,,,
CART1,MS00424;6.67E-02,,,,
TFCP2L1,M01592;6.73E-02,,,,
Atf4,MS00295;6.75E-02,,,,
ARX,MS00405;6.88E-02,,,,
MEIS3,MS00085;6.90E-02,MS00084;7.25E-01,,,
LHX5,UP00212;6.92E-02,,,,
NANOG,MC00440;6.93E-02,M01123;8.26E-02,M01247;1.87E-01,,
MEOX2,MS00553;6.94E-02,MS00554;1.05E-01,MS00552;2.14E-01,,
RORA,MS00686;7.00E-02,MS00685;4.74E-01,,,
ETS2,M01207;7.02E-02,,,,
HOXC12,MS00503;7.03E-02,MS00502;1.14E-01,,,
Zfp652,MS00501;7.04E-02,,,,
Isx,UP00243;7.12E-02,,,,
Nkx6-1,MS00581;7.12E-02,,,,
HOXC11,MS00497;7.14E-02,MS00498;2.17E-01,,,
TEF,M01305;7.22E-02,M00672;1.38E-01,MS00339;2.85E-01,,
Klf7,UP00093;7.24E-02,,,,
NEUROD1,M01288;7.26E-02,,,,
OLIG3,MS00280;7.28E-02,,,,
SMAD4,M00733;7.29E-02,MC00392;1.36E-01,,,
TBX2,MS00211;7.30E-02,MS00213;7.05E-01,,,
ZNF232,MS00728;7.32E-02,,,,
ZNF333,M01230;7.33E-02,,,,
WT1,M01118;7.33E-02,,,,
Gata3,MC00326;7.36E-02,,,,
GCM2,MS00050;7.37E-02,,,,
ATF2::JUN,M00041;7.39E-02,,,,
SOX4,MS00766;7.39E-02,UP00401;6.55E-01,,,
HOXD11,MS00506;7.46E-02,MS00507;2.14E-01,,,
Alx4,MS00408;7.54E-02,,,,
INSM1,MA0155;7.54E-02,,,,
GZF1,M01069;7.55E-02,,,,
SFPI1,MC00513;7.61E-02,,,,
ALX3,MS00402;7.63E-02,MS00403;1.44E-01,,,
NFE2,MS00336;7.69E-02,,,,
TBX21,MS00208;7.78E-02,MS00207;1.11E-01,,,
EGR3,MS00567;7.84E-02,,,,
RAX,MS00606;7.86E-02,,,,
ZFP42,M01744;7.86E-02,,,,
Sox21,UP00071;7.89E-02,,,,
Tcfap2a,MS00240;7.90E-02,MS00239;9.45E-02,MS00241;1.88E-01,,
MNX1,MS00557;7.91E-02,,,,
GTF2IRD1,M01241;7.98E-02,M01229;6.67E-01,,,
Otp,UP00237;8.08E-02,,,,
NR1H3,M00647;8.17E-02,,,,
ZNF435,MS00730;8.21E-02,,,,
IRX4,UP00194;8.27E-02,,,,
SP3,M00665;8.32E-02,MS00223;1.41E-01,,,
HMGN1,MC00502;8.35E-02,,,,
MGA,MS00188;8.36E-02,MS00186;3.12E-01,,,
Tcfap2c,UP00087;8.36E-02,,,,
Zfp128,UP00094;8.49E-02,,,,
IRX5,UP00250;8.55E-02,MS00527;1.63E-01,,,
Pparg,MC00130;8.62E-02,,,,
DRGX,MS00437;8.66E-02,,,,
Sox10,MS00794;8.72E-02,,,,
PAX8,M00717;8.82E-02,,,,
Scx,MC00504;9.00E-02,,,,
Sox17,MS00797;9.01E-02,UP00014;3.61E-01,,,
TBX4,MS00214;9.03E-02,,,,
Sox18,UP00064;9.04E-02,,,,
FOXD3,MS00358;9.10E-02,MS00359;2.31E-01,MA0041;3.00E-01,,
ELF2,UP00404;9.16E-02,,,,
Foxa2,MC00105;9.28E-02,,,,
Cebpa,MC00122;9.31E-02,,,,
Klf12,MS00157;9.32E-02,,,,
Spdef,UP00038;9.33E-02,,,,
BPTF,M00456;9.43E-02,,,,
CEBPG,MS00302;9.44E-02,M00622;3.46E-01,,,
FOXA1,MC00311;9.44E-02,,,,
Hdx,UP00148;9.52E-02,,,,
E4F1,M00694;9.63E-02,,,,
GFI1,M01067;9.74E-02,,,,
Zscan10,M01742;9.75E-02,,,,
Hoxd3,MS00521;9.76E-02,,,,
ESX1,MS00452;9.78E-02,,,,
Glis2,UP00024;9.79E-02,,,,
RUNX3,MS00177;9.81E-02,,,,
Rfx2,MS00170;9.85E-02,MS00171;4.60E-01,,,
ZBTB7B,M01175;9.87E-02,MS00312;2.64E-01,,,
MEIS1,UP00186;1.00E-01,MC00520;1.92E-01,,,
SOX2,MC00269;1.00E-01,MS00762;3.41E-01,,,
TLX2,UP00244;1.01E-01,,,,
Hoxa2,MS00516;1.02E-01,,,,
ZNF524,MS00423;1.03E-01,,,,
NFKB1,MS00110;1.03E-01,,,,
Klf1,MC00110;1.03E-01,,,,
PBX1,UP00185;1.03E-01,,,,
Ascl2,MS00243;1.03E-01,,,,
LHX3,UP00130;1.03E-01,,,,
GSC,MS00464;1.04E-01,,,,
ESR2,MC00333;1.04E-01,,,,
GATA2,MC00118;1.05E-01,,,,
ZNF423,M00467;1.05E-01,,,,
MAFK,MS00330;1.07E-01,MS00331;1.11E-01,,,
E2f4,MC00158;1.07E-01,,,,
Tal1,MC00388;1.07E-01,,,,
RFX2,MS00161;1.07E-01,MS00162;8.56E-01,,,
ZNF784,MS00479;1.09E-01,,,,
Foxq1,MA0040;1.09E-01,,,,
HOXA1,MS00486;1.10E-01,,,,
Rara,MC00252;1.10E-01,MS00698;4.58E-01,,,
MZF1,M01733;1.10E-01,,,,
ISL2,MS00528;1.11E-01,,,,
SOX8,MS00771;1.11E-01,MS00774;2.65E-01,,,
GSC2,MS00463;1.12E-01,,,,
DPRX,MS00436;1.12E-01,,,,
PROX1,MS00160;1.12E-01,,,,
ZIC3,MS00346;1.12E-01,,,,
Cbfa2t2,MC00514;1.12E-01,,,,
ZNF75A,MS00468;1.12E-01,,,,
Zfp281,UP00021;1.13E-01,,,,
NKX2-2,UP00231;1.13E-01,,,,
RFX3,MC00203;1.14E-01,,,,
RARG,MS00680;1.15E-01,MS00684;1.55E-01,MS00682;4.93E-01,,
SPIC,MS00040;1.15E-01,,,,
KLF15,M01714;1.15E-01,,,,
SCRT2,MS00190;1.16E-01,,,,
Gbx2,MS00469;1.16E-01,,,,
MSC,MS00807;1.16E-01,,,,
RFX5,MS00169;1.17E-01,,,,
GLIS2,MS00035;1.17E-01,,,,
Arntl,MC00362;1.18E-01,,,,
POU5F1,MC00378;1.19E-01,,,,
NKX6-2,MS00577;1.20E-01,,,,
ZNF589,M01109;1.21E-01,,,,
FOXD1,MA0031;1.21E-01,,,,
Mycn,MC00532;1.22E-01,,,,
Ets1,MC00385;1.23E-01,,,,
E2F7,MS00756;1.24E-01,,,,
IRF7,MS00070;1.25E-01,,,,
BSX,MS00419;1.26E-01,,,,
Rela,MC00135;1.27E-01,,,,
KLF14,MS00135;1.29E-01,,,,
PAX2,M00486;1.30E-01,MA0067;1.56E-01,MS00118;2.49E-01,,
NR4A1,MC00280;1.30E-01,,,,
Meis3,MS00089;1.32E-01,MS00088;3.94E-01,,,
HOXB2,MS00491;1.32E-01,,,,
EN2,MS00450;1.32E-01,,,,
HIF1A,MC00316;1.32E-01,,,,
Nkx3-1,MS00580;1.32E-01,MC00250;4.22E-01,,,
CNTN2::CREB1,M00115;1.33E-01,,,,
Esrrb,MC00512;1.34E-01,,,,
Bcl6b,UP00043;1.34E-01,,,,
FOXN1,M00332;1.35E-01,,,,
Nanog,MC00226;1.36E-01,,,,
SIX5,MC00334;1.36E-01,,,,
Foxg1,MS00393;1.37E-01,MS00392;3.99E-01,,,
FOXI1,M00289;1.37E-01,MS00362;1.42E-01,,,
ZIC4,MS00357;1.37E-01,,,,
DBP,M00624;1.38E-01,MS00315;2.02E-01,,,
CREB3L1,MS00304;1.38E-01,,,,
GATA4,M00632;1.38E-01,,,,
FOXO4,MS00381;1.38E-01,MS00383;3.75E-01,,,
