Transcription Factor,1st Sample p-value,2nd Sample p-value,3rd Sample p-value,4th Sample p-value,5th Sample p-value
ATF2,M00179;5.19E-04,,,,
Ascl2,MS00243;5.35E-04,,,,
HOXC10,MS00494;5.52E-04,MS00495;1.61E-01,MS00496;2.52E-01,,
NFKB1,MS00110;5.54E-04,,,,
RUNX2,MS00173;5.64E-04,MS00174;2.25E-03,MC00215;2.44E-03,,
ZBTB7C,MS00323;5.69E-04,,,,
FLI1,MC00398;6.19E-04,MS00027;8.49E-02,,,
Zscan10,M01742;6.29E-04,,,,
RREB1,MA0073;6.38E-04,,,,
Rarg,MC00476;6.96E-04,MS00705;2.11E-03,MS00704;3.99E-02,,
BRCA1,MC00299;6.97E-04,,,,
TFEC,MS00808;7.00E-04,,,,
ZNF740,MS00445;7.04E-04,,,,
Rfx1,MC00144;7.07E-04,,,,
ZIC4,MS00357;7.42E-04,,,,
Jund,MC00154;7.44E-04,,,,
Zic3,MS00523;7.63E-04,UP00006;1.24E-03,,,
HINFP1,MS00090;7.97E-04,MS00079;9.44E-03,,,
GCM1,MS00048;8.09E-04,MS00047;4.51E-03,,,
CEBPA,MC00273;8.24E-04,M00159;1.62E-01,,,
TFAP2A,MC00530;8.29E-04,MS00227;3.17E-03,,,
Cebpb,MC00121;8.30E-04,,,,
Tbx21,MC00356;8.52E-04,,,,
SMAD1,M00792;8.75E-04,M01590;3.80E-02,,,
SIX1,UP00192;9.35E-04,,,,
E2F3,UP00003;9.46E-04,MS00734;1.37E-01,,,
BPTF,M00456;9.59E-04,,,,
Tcfap2c,UP00087;9.72E-04,,,,
SP8,MS00246;9.85E-04,,,,
E2F2,UP00001;9.90E-04,MS00712;1.33E-02,,,
RARG,MS00680;1.01E-03,MS00682;6.72E-03,MS00684;1.47E-02,,
Stat3,MC00140;1.02E-03,,,,
TFAP2C,MC00374;1.02E-03,,,,
Klf7,UP00093;1.03E-03,,,,
ZIC1,UP00102;1.04E-03,MS00334;4.31E-03,M00448;1.87E-02,,
Zfp740,MS00512;1.08E-03,,,,
PATZ1,M00491;1.11E-03,,,,
E2F4,MC00523;1.12E-03,,,,
MTF1,MS00725;1.13E-03,M01243;5.45E-03,,,
SMAD3,UP00000;1.14E-03,MS00080;1.40E-02,MC00503;5.67E-02,,
SF1,M01132;1.18E-03,,,,
SPIB,MA0081;1.19E-03,MS00039;3.37E-03,,,
NFKB2,MS00111;1.24E-03,,,,
Tcfap2b,UP00010;1.27E-03,,,,
FOXD1,MA0031;1.31E-03,,,,
Zfp423,MA0116;1.32E-03,,,,
Klf4,MC00109;1.34E-03,,,,
MAFB,UP00045;1.37E-03,,,,
NFIX,MS00822;1.43E-03,MS00115;4.09E-03,,,
Nobox,MA0125;1.44E-03,,,,
MESP1,MS00264;1.45E-03,,,,
WT1,M01118;1.47E-03,,,,
Tp53,MS00717;1.50E-03,MS00718;8.60E-01,,,
Zbtb3,UP00031;1.60E-03,,,,
HMGN1,MC00502;1.63E-03,,,,
PAX2,MS00118;1.70E-03,M00486;1.27E-02,MA0067;4.41E-02,,
Foxj1,UP00041;1.74E-03,,,,
E2F1,MC00182;1.75E-03,MS00815;2.86E-02,,,
KLF14,MS00135;1.78E-03,,,,
HNF1B,M00646;1.78E-03,MS00478;2.04E-01,M01425;5.19E-01,,
E2f3,MC00510;1.79E-03,,,,
ZBTB7A,MS00301;1.80E-03,M01100;2.26E-03,MC00376;4.46E-03,,
ZBTB33,MC00418;1.80E-03,M01119;9.27E-03,,,
HOXC13,MS00504;1.82E-03,MS00505;1.86E-01,,,
Trp63,M01656;1.86E-03,,,,
ZNF354C,MA0130;2.03E-03,,,,
Esrrb,MC00512;2.13E-03,,,,
PPARA,M01282;2.13E-03,,,,
Gfi1b,MC00293;2.14E-03,,,,
KLF15,M01714;2.22E-03,,,,
NFIC,MA0161;2.26E-03,,,,
ZNF589,M01109;2.29E-03,,,,
IRF2,MA0051;2.32E-03,,,,
Spic,MS00041;2.34E-03,,,,
Ovol2,M01104;2.34E-03,,,,
ISL2,MS00528;2.35E-03,,,,
NR2E1,MS00653;2.37E-03,MS00652;5.64E-02,,,
Hoxc9,MC00402;2.38E-03,,,,
GATA3,MC00119;2.40E-03,,,,
SREBF2,M01177;2.51E-03,MS00281;8.23E-02,,,
ZIC2,M00449;2.52E-03,UP00057;4.95E-03,,,
ATF3,MC00473;2.54E-03,,,,
Glis2,UP00024;2.56E-03,,,,
ZFP42,M01744;2.56E-03,,,,
KLF13,MS00124;2.58E-03,,,,
Nr1d2,MC00186;2.60E-03,,,,
ESR1,MC00335;2.61E-03,,,,
CLOCK,MS00253;2.65E-03,,,,
PAX1,M00808;2.71E-03,MS00117;1.38E-02,M00326;8.83E-02,,
HOXA13,MS00484;2.78E-03,MS00485;8.22E-02,,,
Tbx3,MC00221;2.82E-03,,,,
STAT1,MC00348;2.83E-03,,,,
Nfic,MC00475;2.87E-03,,,,
GATA4,M00632;2.88E-03,,,,
Max,MC00461;2.89E-03,,,,
KLF12,M00468;2.96E-03,,,,
RAX,MS00606;3.03E-03,,,,
Zfp161,UP00065;3.10E-03,,,,
FOSL1,MC00351;3.20E-03,,,,
Bhlhb2,MS00252;3.26E-03,,,,
SP4,MS00235;3.32E-03,,,,
THRB,MS00710;3.35E-03,MS00711;1.26E-01,MS00713;1.43E-01,,
E2F6,MC00254;3.36E-03,M01252;2.69E-01,,,
TEF,M01305;3.36E-03,MS00339;6.01E-01,M00672;6.13E-01,,
JUN,MC00321;3.37E-03,,,,
HNF4A,UP00066;3.46E-03,MC00432;2.35E-01,,,
SREBF1,M00220;3.51E-03,M00749;8.58E-02,,,
PAX5,M00143;3.55E-03,MA0014;4.19E-03,MC00332;9.49E-03,,
Esr1,MC00295;3.65E-03,,,,
Nr2e1,MS00668;3.66E-03,,,,
BARHL2,UP00145;3.76E-03,MS00416;7.78E-02,MS00414;8.18E-01,,
SOX10,MS00740;3.82E-03,MS00744;2.30E-02,MA0442;1.62E-01,,
USF1,MC00248;3.85E-03,,,,
HOXD3,UP00241;3.90E-03,,,,
Klf12,MS00157;3.95E-03,,,,
SFPI1,MC00513;3.99E-03,,,,
TCF4,MS00285;4.02E-03,MC00219;2.37E-01,,,
HESX1,MS00470;4.05E-03,,,,
Arntl,MC00362;4.10E-03,,,,
PPARG,MC00142;4.14E-03,MA0066;1.81E-02,,,
HSFY2,MS00061;4.17E-03,MS00062;2.13E-02,,,
NR2C2,MC00509;4.19E-03,MS00651;3.21E-01,,,
SCRT2,MS00190;4.31E-03,,,,
FOXL1,MS00372;4.34E-03,MS00373;1.24E-02,,,
SIX3,UP00195;4.41E-03,,,,
ELK4,MC00207;4.45E-03,,,,
NR0B1,M01248;4.50E-03,,,,
EGR4,MS00678;4.55E-03,,,,
NKX2-5,M00241;4.63E-03,UP00249;1.54E-02,,,
ELF2,UP00404;4.64E-03,,,,
NR2F6,M01728;4.75E-03,MS00658;6.79E-02,,,
ZBTB49,MS00727;4.84E-03,,,,
ZNF784,MS00479;4.96E-03,,,,
GLIS3,MS00046;4.97E-03,,,,
MYC,MC00394;5.00E-03,,,,
Jun,MC00349;5.00E-03,,,,
YY1,MC00342;5.04E-03,,,,
Irf4,UP00018;5.13E-03,MC00190;3.47E-01,,,
GLI2,MS00843;5.16E-03,,,,
CTCF,MC00128;5.22E-03,,,,
IKZF1,M00141;5.22E-03,M00088;7.64E-01,,,
ZNF143,MC00391;5.35E-03,,,,
PBX3,MC00281;5.40E-03,,,,
SIX4,UP00199;5.49E-03,,,,
Nr1d1,MC00524;5.54E-03,,,,
XBP1,UP00330;5.56E-03,MS00342;1.48E-02,,,
Nr5a2,MC00352;5.62E-03,,,,
PGR,MC00170;5.64E-03,,,,
PPARG::RXRA,M00518;5.76E-03,M00515;1.41E-02,,,
Egr3,MS00789;5.77E-03,,,,
Myc,MC00407;5.79E-03,,,,
GBX2,MS00460;5.82E-03,MS00461;7.90E-01,,,
TEAD2,M00695;5.89E-03,,,,
IRF4,MC00227;5.93E-03,MS00065;1.83E-01,,,
ESRRG,MS00638;6.05E-03,,,,
ESR2,MC00333;6.07E-03,,,,
NFATC1,MC00211;6.45E-03,,,,
Tcfap2e,UP00028;6.48E-03,,,,
NANOG,M01247;6.51E-03,M01123;7.45E-02,MC00440;4.85E-01,,
Hic1,MS00101;6.76E-03,,,,
Rara,MC00252;6.76E-03,MS00698;4.29E-02,,,
BHLHB2,MS00247;6.86E-03,,,,
Mafb,MS00333;6.87E-03,MS00335;1.68E-01,,,
PAX4,M00378;6.89E-03,M00373;2.25E-02,MS00121;1.11E-01,,
TBX2,MS00211;6.90E-03,MS00213;5.06E-02,,,
BCL6,M01171;7.06E-03,MC00386;5.77E-02,,,
GLIS1,MS00024;7.09E-03,,,,
EGR3,MS00567;7.10E-03,,,,
NFATC2,MA0152;7.16E-03,,,,
CENPB,MS00534;7.33E-03,,,,
TAL1,M00993;7.35E-03,MC00458;3.79E-01,,,
ZBTB6,M00085;7.44E-03,,,,
ZNF306,MS00401;7.45E-03,,,,
HEY1,MS00258;7.46E-03,,,,
GLIS2,MS00035;7.55E-03,,,,
Mlx,MS00270;7.61E-03,,,,
NFIL3,MS00337;7.69E-03,,,,
SIX6,UP00388;7.72E-03,,,,
Tal1,MC00388;7.83E-03,,,,
ATF4,M00514;7.83E-03,MS00293;5.50E-02,,,
Foxg1,MS00393;7.96E-03,MS00392;1.86E-02,,,
RUNX3,MS00177;8.14E-03,,,,
RARA,UP00048;8.34E-03,,,,
TFE3,MS00288;8.40E-03,,,,
FOXI1,MS00362;8.41E-03,M00289;5.52E-02,,,
Zfx,MC00328;8.47E-03,,,,
E2F1::TFDP2,M00737;8.55E-03,,,,
Irf5,UP00040;8.61E-03,,,,
RUNX1,MC00312;8.66E-03,M00082;1.88E-01,,,
Gata5,UP00080;8.79E-03,,,,
YY2,MS00268;8.86E-03,,,,
MAX,MC00124;8.88E-03,,,,
SMAD4,MC00392;8.98E-03,M00733;1.15E-02,,,
Creb5,MS00313;9.09E-03,,,,
Gmeb1,UP00084;9.19E-03,,,,
GCM2,MS00050;9.29E-03,,,,
Meis3,MS00088;9.46E-03,MS00089;2.02E-01,,,
TFCP2,M00072;9.60E-03,MS00579;1.32E-01,,,
SOX4,UP00401;9.62E-03,MS00766;5.47E-02,,,
MNT,MS00267;9.70E-03,,,,
SP2,M01783;9.87E-03,,,,
FOXK1,MS00371;1.01E-02,,,,
Creb3l2,MS00311;1.01E-02,,,,
Nkx3-1,MC00250;1.05E-02,MS00580;3.90E-02,,,
RORB,M01722;1.05E-02,,,,
EMX1,MS00442;1.05E-02,MS00441;1.05E-01,,,
MLXIPL,MS00265;1.06E-02,,,,
ZBTB12,UP00019;1.06E-02,,,,
E2F1::TFDP1,M00736;1.06E-02,,,,
E2F8,MS00739;1.07E-02,,,,
FOS,MC00330;1.09E-02,,,,
Mxi1,MC00373;1.10E-02,,,,
MAFA,M01709;1.10E-02,,,,
SP1,MS00212;1.11E-02,MC00113;1.98E-02,,,
NEUROD1,M01288;1.11E-02,,,,
TCF3,M00222;1.12E-02,UP00058;1.52E-01,,,
FOXP1,MC00501;1.12E-02,M00987;2.71E-01,,,
GSX2,MS00466;1.13E-02,M01326;1.26E-01,,,
HEY2,MS00260;1.14E-02,,,,
ZNF263,MC00192;1.14E-02,,,,
IRX4,UP00194;1.14E-02,,,,
Tead4,MC00157;1.15E-02,,,,
Bsx,UP00138;1.17E-02,,,,
NFE2L2,MC00339;1.17E-02,,,,
NFYA,MC00364;1.18E-02,,,,
MAFK,MS00331;1.19E-02,MS00330;2.00E-02,,,
Mycn,MC00532;1.19E-02,,,,
EN1,MS00446;1.19E-02,MS00449;8.14E-01,,,
CEBPD,MS00299;1.20E-02,M00621;1.34E-01,,,
NKX3-1,MS00572;1.20E-02,UP00389;3.45E-01,,,
TEAD3,MS00222;1.21E-02,MS00221;2.90E-02,,,
RFX4,UP00056;1.21E-02,,,,
SOX5,UP00091;1.21E-02,,,,
NKX2-3,UP00190;1.22E-02,MS00566;9.25E-01,,,
MGA,MS00188;1.22E-02,MS00186;3.21E-02,,,
TP53,MC00359;1.24E-02,,,,
Nkx2-9,UP00119;1.25E-02,,,,
BARX1,MS00418;1.25E-02,UP00181;1.57E-01,MS00417;4.65E-01,,
Foxk1,MS00399;1.26E-02,MS00398;4.52E-02,,,
HOXB13,MS00488;1.27E-02,MS00489;8.10E-02,,,
PAX8,M00717;1.29E-02,,,,
NKX2-1,M01312;1.32E-02,,,,
PROX1,MS00160;1.33E-02,,,,
Jdp2,MS00325;1.34E-02,MS00324;3.71E-01,,,
IRF5,MS00067;1.37E-02,,,,
RELA,MC00193;1.42E-02,,,,
ZBED1,MS00290;1.44E-02,,,,
RFX3,MC00203;1.45E-02,,,,
ZNF628,M01081;1.48E-02,,,,
ZEB1,MA0103;1.49E-02,,,,
Lhx8,MS00548;1.49E-02,UP00184;2.62E-02,MS00549;4.67E-01,MS00550;9.89E-01,
RORA,MS00685;1.50E-02,MS00686;7.49E-01,,,
EN2,MS00450;1.50E-02,,,,
Hlx,M01399;1.51E-02,,,,
ESRRA,MS00829;1.51E-02,,,,
FOXP3,MS00387;1.53E-02,M00992;8.47E-01,,,
PRDM1,MS00168;1.53E-02,,,,
Snai1,MC00183;1.53E-02,,,,
Gbx1,MS00467;1.53E-02,,,,
ZNF350,M01105;1.53E-02,,,,
BHLHB3,MS00248;1.54E-02,,,,
Yy2,M01694;1.58E-02,,,,
JDP2,MS00320;1.59E-02,MS00319;1.64E-01,,,
CEBPG,MS00302;1.61E-02,M00622;2.44E-01,,,
HMX1,MS00473;1.64E-02,,,,
ELF1,MC00457;1.65E-02,,,,
MAFG,MS00327;1.66E-02,,,,
ID4,MS00261;1.67E-02,,,,
Meis2,MS00086;1.69E-02,MS00087;1.70E-02,,,
PLAGL1,UP00088;1.72E-02,,,,
NFATC4,M01734;1.74E-02,,,,
IRF6,UP00011;1.74E-02,,,,
MYBL1,MS00100;1.75E-02,MS00097;7.13E-01,,,
Usf2,MC00169;1.75E-02,,,,
Ebf1,MC00358;1.77E-02,,,,
ZNF282,MS00729;1.79E-02,,,,
HOXC11,MS00498;1.80E-02,MS00497;5.25E-01,,,
ETV1,MC00427;1.81E-02,,,,
SIX2,UP00159;1.81E-02,,,,
Runx1,MC00413;1.82E-02,,,,
HIF1A,MC00316;1.88E-02,,,,
Etv5,UP00412;1.88E-02,,,,
Otx1,MS00586;1.89E-02,,,,
PAX6,MS00125;1.94E-02,M00979;8.89E-02,UP00224;1.10E-01,,
AR,MC00468;1.99E-02,,,,
RFX5,MS00169;2.03E-02,,,,
HOXD11,MS00507;2.04E-02,MS00506;3.65E-01,,,
HOXD13,MS00510;2.09E-02,MS00511;1.93E-01,,,
FOXJ3,MS00370;2.15E-02,MS00367;9.22E-02,MS00369;2.29E-01,,
Sox30,UP00023;2.15E-02,,,,
Hoxa2,MS00516;2.20E-02,,,,
Rfx2,MS00171;2.20E-02,MS00170;2.94E-01,,,
HMGA1,M01010;2.21E-02,M00750;2.52E-01,,,
Rhox6,M01435;2.24E-02,,,,
Rxrb,MS00708;2.27E-02,,,,
Sox3,MS00805;2.27E-02,MS00803;7.13E-01,,,
IRF1,M00062;2.28E-02,,,,
Gbx2,MS00469;2.29E-02,,,,
FOXO3,MS00378;2.30E-02,MS00380;1.11E-01,,,
HMX2,MS00474;2.30E-02,,,,
ISX,MS00531;2.30E-02,,,,
E2F7,MS00756;2.31E-02,,,,
Vax1,UP00215;2.37E-02,,,,
Elf4,UP00413;2.41E-02,,,,
Foxa1,MC00104;2.42E-02,,,,
OTX1,MS00582;2.47E-02,,,,
ZNF75A,MS00468;2.50E-02,,,,
NR4A2,MS00665;2.51E-02,,,,
DEAF1,M01002;2.51E-02,,,,
Sox11,UP00030;2.53E-02,MS00795;8.60E-02,,,
HES7,MS00256;2.59E-02,,,,
Dlx2,MS00440;2.62E-02,,,,
RBPJ,M01112;2.67E-02,,,,
PITX3,MS00596;2.68E-02,,,,
Gm5454,UP00423;2.68E-02,,,,
FOXD3,MA0041;2.69E-02,MS00358;1.34E-01,MS00359;3.84E-01,,
INSM1,MA0155;2.71E-02,,,,
PRDM4,MS00726;2.74E-02,,,,
THRA,MS00709;2.81E-02,,,,
SOX9,MS00780;2.81E-02,MS00785;8.55E-02,MS00052;1.49E-01,,
Klf1,MC00110;2.82E-02,,,,
NRL,MS00338;2.88E-02,,,,
ETV3,MC00160;2.92E-02,,,,
POU4F1,MS00148;2.94E-02,,,,
Zfp128,UP00094;2.97E-02,,,,
HOXD8,MS00513;2.99E-02,,,,
RFX2,MS00162;3.01E-02,MS00161;1.70E-01,,,
FOXD2,MS00356;3.09E-02,MS00355;1.59E-01,,,
POU2F2,MC00287;3.15E-02,MS00134;1.17E-01,,,
Meis1,MC00507;3.17E-02,,,,
Tcf7,MS00054;3.22E-02,,,,
HOXB5,MS00493;3.24E-02,UP00214;1.29E-01,,,
SIX5,MC00334;3.25E-02,,,,
HES1,M01009;3.30E-02,,,,
ERG,MS00848;3.30E-02,MC00168;1.26E-01,,,
HIC2,MS00057;3.36E-02,,,,
HINFP,MA0131;3.43E-02,,,,
SPI1,MC00151;3.43E-02,,,,
TFEB,MS00289;3.45E-02,,,,
NR1H3,M00647;3.46E-02,,,,
POU6F1,M01479;3.46E-02,M00465;1.10E-01,,,
PAX9,MS00128;3.48E-02,,,,
GTF2I,M00706;3.48E-02,,,,
PRRX1,MS00602;3.48E-02,MS00599;4.98E-02,,,
Pax5,MC00257;3.50E-02,,,,
Batf,MC00508;3.52E-02,,,,
Alx1,MS00406;3.53E-02,MS00407;8.32E-02,,,
SHOX2,MS00613;3.53E-02,,,,
LBX2,MS00533;3.54E-02,MS00535;3.68E-02,,,
Stat1,MC00141;3.57E-02,,,,
Arx,UP00152;3.60E-02,MS00409;1.43E-01,,,
NKX2-2,UP00231;3.62E-02,,,,
PHOX2A,UP00221;3.63E-02,MS00591;3.75E-01,,,
NKX3-2,MS00573;3.65E-02,,,,
ELF4,MS00834;3.71E-02,,,,
Ctcf,MC00187;3.72E-02,,,,
PAX3,M00327;3.78E-02,MS00119;9.77E-01,,,
PDX1,MS00588;3.79E-02,MS00589;2.29E-01,,,
NR4A1,MC00280;3.86E-02,,,,
FOXA2,MC00217;3.86E-02,,,,
Irx3,MS00532;3.89E-02,UP00223;7.95E-02,,,
Nkx2-5,MC00178;3.91E-02,,,,
FOXO6,MS00384;3.92E-02,MS00386;3.39E-01,,,
MEF2A,MC00232;4.03E-02,M00405;1.35E-01,,,
Bcl6,MC00111;4.08E-02,,,,
MZF1,M01733;4.09E-02,,,,
MLX,MS00266;4.13E-02,,,,
NR3C1,MC00465;4.14E-02,,,,
HOXB2,MS00491;4.14E-02,,,,
NOTO,MS00578;4.17E-02,,,,
POU3F4,MS00147;4.19E-02,UP00105;5.20E-02,MS00145;2.39E-01,,
GMEB2,MS00182;4.22E-02,MS00183;5.24E-02,MS00721;8.98E-01,,
Gata2,MC00325;4.28E-02,,,,
ARNT,MC00262;4.29E-02,,,,
ZNF238,MS00390;4.31E-02,,,,
FOXF2,MA0030;4.33E-02,,,,
FOXH1,M00809;4.33E-02,MC00304;2.28E-01,,,
GLI1,M01037;4.34E-02,,,,
FOXC1,MS00349;4.38E-02,MS00350;3.62E-01,MS00351;4.34E-01,,
ESX1,MS00452;4.39E-02,,,,
BSX,MS00419;4.40E-02,,,,
Rarb,MS00700;4.40E-02,,,,
TBX4,MS00214;4.40E-02,,,,
Shox2,MS00615;4.41E-02,,,,
CDX2,MC00389;4.42E-02,,,,
SOX13,UP00096;4.48E-02,,,,
Lbx2,UP00120;4.50E-02,,,,
HOXB3,MS00492;4.53E-02,,,,
HES5,MS00255;4.60E-02,,,,
GATA6,MC00117;4.66E-02,,,,
Zfp410,UP00033;4.66E-02,,,,
REL,MA0101;4.70E-02,,,,
IRX2,UP00236;4.71E-02,MS00526;7.85E-01,,,
FOXA1,MC00311;4.75E-02,,,,
POU3F2,UP00128;4.78E-02,MS00140;1.34E-01,MS00141;1.79E-01,,
ETS1,MS00851;4.83E-02,MC00278;8.98E-02,,,
Nr2f2,UP00009;4.84E-02,,,,
CDX1,MS00425;4.99E-02,,,,
GSX1,MS00465;5.05E-02,,,,
BACH1,M00495;5.09E-02,,,,
CEBPE,MS00300;5.13E-02,,,,
Srebf1,MS00282;5.14E-02,,,,
Hoxb4,MC00136;5.15E-02,UP00144;2.00E-01,,,
Crx,MC00357;5.17E-02,,,,
Pparg,MC00130;5.20E-02,,,,
Nkx2-6,UP00147;5.22E-02,,,,
ETV5,MS00019;5.24E-02,,,,
Esrra,MS00641;5.35E-02,,,,
ZNF423,M00467;5.36E-02,,,,
ZNF524,MS00423;5.37E-02,,,,
EMX2,MS00444;5.42E-02,MS00443;2.74E-01,,,
MEIS1,MC00520;5.46E-02,UP00186;7.63E-01,,,
Neurod1,MC00354;5.51E-02,,,,
POU4F2,MS00149;5.52E-02,,,,
SNAI2,MS00201;5.54E-02,,,,
GRHL1,MS00556;5.55E-02,,,,
Mafk,UP00044;5.62E-02,,,,
Sox2,MC00303;5.66E-02,,,,
SMAD2/3,MC00223;5.67E-02,,,,
Obox3,M01466;5.67E-02,,,,
ALX3,MS00403;5.73E-02,MS00402;8.08E-02,,,
Tcf3,MC00265;5.81E-02,,,,
POU5F1,MC00378;5.82E-02,,,,
Spdef,UP00038;5.84E-02,,,,
Rela,MC00135;5.85E-02,,,,
Spi1,MC00506;5.85E-02,,,,
Sfpi1,MC00395;5.85E-02,MC00180;5.85E-02,UP00085;8.57E-02,,
EHF,MS00778;5.87E-02,,,,
TBR1,MS00191;5.90E-02,,,,
RXRA,MC00467;5.98E-02,,,,
TCF7L1,MS00053;5.99E-02,,,,
LMX1A,MS00543;6.00E-02,,,,
DLX5,MS00431;6.00E-02,,,,
NFIB,MS00114;6.06E-02,,,,
Gata3,MC00326;6.09E-02,,,,
Etv6,UP00418;6.22E-02,,,,
GZF1,M01069;6.26E-02,,,,
FOXO1,MS00375;6.38E-02,MS00376;8.20E-02,,,
Elf5,MS00022;6.41E-02,,,,
ONECUT3,MS00690;6.47E-02,,,,
Npas4,MC00370;6.51E-02,,,,
GATA5,MS00045;6.52E-02,,,,
TFAP4,MS00287;6.53E-02,,,,
LHX9,MS00541;6.54E-02,MS00542;3.84E-01,,,
TCF7L2,MC00309;6.56E-02,,,,
HMX3,MS00475;6.59E-02,,,,
Barhl1,MS00422;6.63E-02,MS00421;1.05E-01,,,
Nr2f6,MS00669;6.67E-02,,,,
RXRG,MS00694;6.68E-02,,,,
FOXO4,MS00383;6.68E-02,MS00381;1.16E-01,,,
Cbfa2t2,MC00514;6.70E-02,,,,
Hsf1,MC00368;6.72E-02,,,,
BARHL1,UP00166;6.74E-02,,,,
Myf5,MC00195;6.76E-02,,,,
Cdx2,MC00455;6.79E-02,,,,
Sox1,MS00800;6.86E-02,MS00802;7.54E-02,UP00069;4.63E-01,,
Foxc1,MS00388;6.94E-02,,,,
MYF6,MS00269;6.95E-02,,,,
STAT6,M00500;6.97E-02,,,,
PRRX2,MS00603;6.97E-02,,,,
Tcf21,MS00291;7.00E-02,,,,
GABPB1,M00341;7.04E-02,,,,
Nkx1-2,UP00139;7.04E-02,,,,
GABPA,MC00367;7.05E-02,,,,
ATF6,M00483;7.09E-02,,,,
NR2E3,M01650;7.15E-02,MA0164;7.17E-01,,,
TEAD1,MS00220;7.25E-02,MS00219;7.58E-02,,,
MAFF,MS00326;7.30E-02,,,,
PLAG1,MA0163;7.35E-02,,,,
MSC,MS00807;7.42E-02,,,,
TEAD4,MS00224;7.46E-02,,,,
Nfya,MC00191;7.57E-02,,,,
JUND,MC00456;7.60E-02,,,,
JUNB,MC00371;7.61E-02,,,,
RXRB,MS00692;7.69E-02,,,,
HOXC9,UP00197;7.69E-02,,,,
TBX22,M01195;7.83E-02,,,,
ATF7,MS00294;7.88E-02,,,,
ATF2::JUN,M00041;7.88E-02,,,,
BATF3,MS00296;7.99E-02,,,,
GFI1,M01067;8.00E-02,,,,
Nr3c1,MC00396;8.00E-02,,,,
DRGX,MS00437;8.04E-02,,,,
POU1F1,MS00129;8.09E-02,UP00158;1.06E-01,MS00130;6.61E-01,,
TBX5,MS00216;8.13E-02,MS00217;2.01E-01,,,
ELF5,MS00838;8.18E-02,,,,
Msx3,MS00564;8.19E-02,,,,
STAT5A,MC00453;8.23E-02,,,,
Gata4,MC00324;8.26E-02,,,,
IRX5,UP00250;8.42E-02,MS00527;1.51E-01,,,
NR6A1,M00526;8.50E-02,,,,
TBX18,M01262;8.50E-02,,,,
Dlx1,MS00439;8.51E-02,,,,
Yy1,MC00372;8.52E-02,,,,
Stat5b,MC00204;8.59E-02,,,,
SOX8,MS00774;8.59E-02,MS00771;1.43E-01,,,
Ikzf3,MC00337;8.61E-02,,,,
ETV6,MS00021;8.70E-02,,,,
Sox7,UP00034;8.80E-02,,,,
MSX2,MS00561;8.93E-02,,,,
ZNF711,MC00477;8.95E-02,,,,
Rhox11,UP00193;8.96E-02,MS00611;1.79E-01,,,
SOX2,MS00762;9.00E-02,MC00269;3.90E-01,,,
NR3C2,MS00662;9.01E-02,,,,
Nkx6-3,UP00238;9.08E-02,,,,
Vsx1,MS00628;9.09E-02,,,,
GBX1,MS00459;9.10E-02,,,,
TCF12,MC00126;9.16E-02,,,,
Sox12,UP00101;9.43E-02,,,,
Zfp105,UP00037;9.53E-02,,,,
Nkx1-1,M01334;9.58E-02,,,,
MYBL2,MS00102;9.64E-02,MS00103;2.15E-01,MS00105;8.57E-01,,
HSF2,MS00059;9.67E-02,,,,
Sox8,UP00051;9.72E-02,,,,
