Transcription Factor,1st Sample p-value,2nd Sample p-value,3rd Sample p-value,4th Sample p-value,5th Sample p-value
Elk3,MS00023;5.79E-06,,,,
ATF3,MC00473;6.10E-06,,,,
PROX1,MS00160;6.60E-06,,,,
Elf4,UP00413;6.81E-06,,,,
ETV5,MS00019;7.85E-06,,,,
FLI1,MS00027;7.92E-06,MC00398;7.98E-01,,,
NFIC,MA0161;8.16E-06,,,,
ELF5,MS00838;8.52E-06,,,,
ERF,MS00846;9.28E-06,,,,
BHLHB3,MS00248;1.24E-05,,,,
FOXO4,MS00383;1.27E-05,MS00381;4.29E-01,,,
ZBTB6,M00085;1.29E-05,,,,
RFX3,MC00203;1.39E-05,,,,
Nr1h2,MC00448;1.41E-05,,,,
TCF4,MS00285;1.44E-05,MC00219;9.84E-01,,,
ZNF306,MS00401;1.62E-05,,,,
RARG,MS00684;1.71E-05,MS00680;8.71E-01,MS00682;9.60E-01,,
RBPJ,M01112;1.72E-05,,,,
Nfic,MC00475;1.91E-05,,,,
AR,MC00468;2.10E-05,,,,
Tfcp2,MC00518;2.13E-05,,,,
Glis2,UP00024;2.31E-05,,,,
HES7,MS00256;2.34E-05,,,,
BACH2,M00490;2.47E-05,,,,
ERG,MS00848;2.48E-05,MC00168;3.51E-05,,,
TP63,MC00439;2.60E-05,,,,
EPAS1,MC00224;2.94E-05,,,,
KLF13,MS00124;2.99E-05,,,,
E2F7,MS00756;3.41E-05,,,,
SMAD3,UP00000;3.60E-05,MC00503;1.47E-03,MS00080;4.11E-01,,
PPARG,MC00142;3.65E-05,MA0066;7.41E-03,,,
LBX2,MS00533;4.34E-05,MS00535;1.46E-01,,,
BHLHB2,MS00247;4.62E-05,,,,
Trp63,M01656;4.74E-05,,,,
HES5,MS00255;5.09E-05,,,,
MAX,MC00124;5.10E-05,,,,
NFKB2,MS00111;5.67E-05,,,,
UBP1,M00644;6.06E-05,,,,
HNF4A,UP00066;7.05E-05,MC00432;1.32E-01,,,
GTF2IRD1,M01241;7.27E-05,M01229;2.25E-01,,,
Sfpi1,UP00085;7.84E-05,MC00180;8.63E-01,MC00395;8.63E-01,,
IRF8,MS00072;8.70E-05,,,,
Myc,MC00407;9.46E-05,,,,
ETV2,MS00016;9.64E-05,,,,
Creb1,MC00163;9.88E-05,,,,
FEV,MS00025;1.01E-04,,,,
TP53,MC00359;1.02E-04,,,,
ELK3,MS00844;1.09E-04,,,,
ESR1,MC00335;1.11E-04,,,,
Zfp691,UP00095;1.14E-04,,,,
SIX5,MC00334;1.46E-04,,,,
Trp53,MC00377;1.50E-04,,,,
PPARG::RXRA,M00518;1.52E-04,M00515;4.82E-01,,,
ZNF219,M01122;1.53E-04,,,,
HSF1,MC00289;1.71E-04,MA0319;8.38E-01,,,
MAFK,MS00331;2.05E-04,MS00330;6.18E-01,,,
HMX3,MS00475;2.05E-04,,,,
TP73,MC00132;2.19E-04,,,,
CREB3L1,MS00304;2.33E-04,,,,
CREB3,MS00308;2.46E-04,,,,
PBX3,MC00281;2.72E-04,,,,
E4F1,M00694;2.92E-04,,,,
GLI1,M01037;3.25E-04,,,,
EHF,MS00778;3.44E-04,,,,
NFKB1,MS00110;3.50E-04,,,,
Ikzf3,MC00337;4.28E-04,,,,
Osr2,UP00052;4.28E-04,,,,
ZNF282,MS00729;4.47E-04,,,,
Bhlhb2,MS00252;5.27E-04,,,,
BHLHE41,MS00251;5.39E-04,,,,
PLAG1,MA0163;5.85E-04,,,,
Lhx8,UP00184;5.96E-04,MS00550;1.03E-01,MS00548;2.71E-01,MS00549;3.22E-01,
NR3C1,MC00465;5.98E-04,,,,
RUNX3,MS00177;6.78E-04,,,,
CNTN2::CREB1,M00115;6.84E-04,,,,
IRF2,MA0051;7.18E-04,,,,
ZNF784,MS00479;7.53E-04,,,,
TBX21,MS00207;7.84E-04,MS00208;2.92E-01,,,
GLIS3,MS00046;8.05E-04,,,,
RXRA,MC00467;8.05E-04,,,,
Yy1,MC00372;8.11E-04,,,,
Nkx1-1,M01334;8.45E-04,,,,
RXRG,MS00694;9.14E-04,,,,
Hoxd12,UP00177;9.63E-04,,,,
Creb3l2,MS00311;1.03E-03,,,,
Esr1,MC00295;1.03E-03,,,,
INSM1,MA0155;1.18E-03,,,,
IRF4,MS00065;1.21E-03,MC00227;7.66E-01,,,
RREB1,MA0073;1.22E-03,,,,
SMAD4,MC00392;1.41E-03,M00733;1.29E-02,,,
SMAD2/3,MC00223;1.47E-03,,,,
MAFG,MS00327;1.52E-03,,,,
HIC1,UP00035;1.56E-03,,,,
Nr3c1,MC00396;1.62E-03,,,,
SIX4,UP00199;1.96E-03,,,,
Gsc,UP00112;2.00E-03,,,,
TFAP2C,MC00374;2.00E-03,,,,
TBX5,MS00217;2.02E-03,MS00216;6.39E-01,,,
BPTF,M00456;2.10E-03,,,,
HOXD12,MS00836;2.11E-03,MS00837;3.58E-02,,,
Hoxa11,MS00514;2.16E-03,MS00515;6.11E-02,,,
Hoxc10,MS00517;2.53E-03,MS00518;2.81E-01,,,
Zfp281,UP00021;3.21E-03,,,,
NANOG,M01247;3.25E-03,M01123;5.59E-02,MC00440;2.83E-01,,
RFX2,MS00162;3.45E-03,MS00161;5.57E-01,,,
HOXD11,MS00506;3.45E-03,MS00507;4.72E-01,,,
Pparg,MC00130;3.50E-03,,,,
MNT,MS00267;3.57E-03,,,,
PITX2,UP00125;4.67E-03,,,,
Dbp,MS00316;4.71E-03,,,,
HIC2,MS00057;4.81E-03,,,,
DMBX1,MS00433;4.85E-03,,,,
Arntl,MC00362;5.26E-03,,,,
Ets1,MC00385;5.38E-03,,,,
Hmx3,M00433;5.62E-03,,,,
Rfx2,MS00171;5.65E-03,MS00170;8.41E-01,,,
Nr2f2,UP00009;5.90E-03,,,,
Arx,UP00152;5.96E-03,MS00409;2.42E-01,,,
IRF9,MS00073;5.98E-03,,,,
ELF3,MS00812;6.12E-03,,,,
YY1,MC00342;6.17E-03,,,,
Fli1,MC00129;6.31E-03,,,,
BARX2,UP00151;6.36E-03,,,,
Creb5,MS00313;6.65E-03,,,,
ZNF423,M00467;6.83E-03,,,,
Rarg,MC00476;7.01E-03,MS00705;5.65E-01,MS00704;9.83E-01,,
ZNF524,MS00423;8.02E-03,,,,
HOXC9,UP00197;8.32E-03,,,,
ZBTB16,M01075;9.15E-03,,,,
POU3F1,M00133;9.21E-03,MS00139;9.10E-02,MS00138;3.71E-01,,
MESP1,MS00264;9.40E-03,,,,
CLOCK,MS00253;9.78E-03,,,,
NFIX,MS00822;9.81E-03,MS00115;6.91E-02,,,
TBX19,MS00194;9.91E-03,,,,
FOXB1,MS00343;1.05E-02,MS00348;6.94E-02,,,
BARHL2,MS00414;1.07E-02,MS00416;3.03E-02,UP00145;3.28E-01,,
HOXC10,MS00496;1.11E-02,MS00495;5.69E-02,MS00494;9.12E-01,,
NFIB,MS00114;1.12E-02,,,,
IRX5,MS00527;1.17E-02,UP00250;5.06E-02,,,
CEBPG,MS00302;1.19E-02,M00622;6.75E-01,,,
Nkx2-9,UP00119;1.27E-02,,,,
CDC5L,M00478;1.33E-02,,,,
TFCP2,MS00579;1.36E-02,M00072;3.05E-02,,,
GRHL1,MS00556;1.40E-02,,,,
Hnf4a,MC00344;1.44E-02,,,,
GATA5,MS00045;1.47E-02,,,,
LHX4,UP00261;1.51E-02,,,,
Hoxd3,MS00521;1.52E-02,,,,
Hdx,UP00148;1.59E-02,,,,
DBP,MS00315;1.65E-02,M00624;9.90E-01,,,
FOXD3,MS00358;1.71E-02,MS00359;5.81E-01,MA0041;7.65E-01,,
Usf2,MC00169;1.75E-02,,,,
Hic1,MS00101;1.76E-02,,,,
RFX4,UP00056;1.81E-02,,,,
FOXJ2,MS00366;1.84E-02,,,,
REL,MA0101;1.85E-02,,,,
Foxq1,MA0040;1.85E-02,,,,
NEUROD1,M01288;1.88E-02,,,,
IRX6,UP00150;1.90E-02,,,,
HLF,MS00317;1.91E-02,,,,
TBX20,MS00202;1.95E-02,,,,
PRDM1,MS00168;1.95E-02,,,,
TEF,MS00339;1.95E-02,M00672;3.73E-01,M01305;5.85E-01,,
FOXO6,MS00386;1.97E-02,MS00384;5.45E-02,,,
Irx3,MS00532;2.10E-02,UP00223;6.47E-02,,,
FOXD2,MS00355;2.25E-02,MS00356;7.15E-01,,,
HOXC12,MS00503;2.26E-02,MS00502;6.33E-02,,,
AIRE,M00999;2.31E-02,,,,
THRB,MS00710;2.32E-02,MS00713;3.45E-02,MS00711;8.67E-02,,
Hoxd9,MS00525;2.32E-02,MS00524;2.39E-02,,,
IRF7,MS00070;2.37E-02,,,,
Isx,UP00243;2.53E-02,,,,
HMX2,MS00474;2.59E-02,,,,
FOXG1,MS00360;2.60E-02,MS00361;7.51E-01,,,
ATF6,M00483;2.85E-02,,,,
Rhox11,UP00193;3.26E-02,MS00611;7.64E-01,,,
IRX2,UP00236;3.48E-02,MS00526;1.70E-01,,,
HOXC11,MS00497;3.52E-02,MS00498;1.78E-01,,,
HOXA10,MS00480;3.58E-02,MS00481;1.16E-01,,,
Osr1,UP00027;3.78E-02,,,,
HOXB6,UP00259;3.83E-02,,,,
ESRRG,MS00638;3.90E-02,,,,
HOXA7,UP00164;3.90E-02,M01108;4.67E-01,,,
POU6F1,M00465;4.09E-02,M01479;6.07E-01,,,
NKX3-1,UP00389;4.20E-02,MS00572;8.88E-01,,,
Hoxd1,UP00140;4.23E-02,,,,
NR2F2,M00155;4.42E-02,,,,
RARA,UP00048;4.59E-02,,,,
HOXA9,UP00213;4.63E-02,,,,
Hlf,MS00318;4.63E-02,,,,
Dbx2,UP00218;4.92E-02,,,,
SIX2,UP00159;5.00E-02,,,,
HMBOX1,MS00472;5.02E-02,,,,
JDP2,MS00320;5.24E-02,MS00319;1.00E+00,,,
Cebpb,MC00121;5.26E-02,,,,
FOXO1,MS00376;5.28E-02,MS00375;2.81E-01,,,
SPDEF,MS00033;5.29E-02,,,,
HOXB9,UP00207;5.36E-02,,,,
Hoxb7,UP00206;5.38E-02,,,,
NKX2-3,UP00190;5.45E-02,MS00566;9.49E-01,,,
FOXH1,MC00304;5.72E-02,M00809;1.10E-01,,,
ZNF740,MS00445;5.73E-02,,,,
Sox11,UP00030;5.81E-02,MS00795;2.88E-01,,,
Evx2,UP00132;5.86E-02,,,,
DMRT3,M01148;5.87E-02,,,,
BCL6B,MS00011;5.94E-02,,,,
Jdp2,MS00325;6.11E-02,MS00324;1.00E+00,,,
POU2F1,MS00131;6.16E-02,UP00254;1.51E-01,MS00132;7.38E-01,MC00288;9.69E-01,
TCF3,M00222;6.17E-02,UP00058;7.43E-01,,,
HNF1A,MS00476;6.20E-02,,,,
NKX6-2,MS00577;6.22E-02,,,,
CEBPA,M00159;6.30E-02,MC00273;2.03E-01,,,
ISL2,MS00528;6.43E-02,,,,
Hoxd13,MS00520;6.54E-02,MS00519;9.15E-01,,,
CEBPE,MS00300;7.10E-02,,,,
HMGA1,M00750;7.27E-02,M01010;5.55E-01,,,
TBP,MA0386;7.38E-02,MA0108;5.14E-01,,,
RELA,MC00193;7.63E-02,,,,
NFE2L2,MC00339;7.70E-02,,,,
NFIL3,MS00337;7.82E-02,,,,
FOXJ3,MS00370;7.96E-02,MS00367;1.59E-01,MS00369;3.60E-01,,
Hoxd11,UP00117;8.11E-02,,,,
MAFF,MS00326;8.53E-02,,,,
GSC2,MS00463;8.60E-02,,,,
ATF2::JUN,M00041;8.75E-02,,,,
Zfp423,MA0116;8.78E-02,,,,
HMX1,MS00473;8.89E-02,,,,
BSX,MS00419;8.93E-02,,,,
Obox3,M01466;8.97E-02,,,,
TLX2,UP00244;9.08E-02,,,,
THRA,MS00709;9.12E-02,,,,
CPEB1,MS00732;9.28E-02,,,,
IRX4,UP00194;9.31E-02,,,,
Hmbox1,UP00161;9.53E-02,,,,
ALX1,M00416;9.56E-02,M01453;4.58E-01,,,
Rela,MC00135;9.67E-02,,,,
NRL,MS00338;9.69E-02,,,,
Sox6,MC00305;9.86E-02,,,,
Bcl6b,UP00043;9.99E-02,,,,
Hsf1,MC00368;1.00E-01,,,,
Zfp740,MS00512;1.01E-01,,,,
SIX1,UP00192;1.03E-01,,,,
Dmrta1,M01149;1.05E-01,,,,
LHX6,MS00539;1.06E-01,MS00540;7.28E-01,,,
ATF7,MS00294;1.06E-01,,,,
CUX1,M00105;1.08E-01,MS00612;4.70E-01,MS00601;6.11E-01,,
RFX5,MS00169;1.09E-01,,,,
Nkx6-1,MS00581;1.12E-01,,,,
SATB1,M01723;1.13E-01,,,,
TBX4,MS00214;1.13E-01,,,,
MNX1,MS00557;1.13E-01,,,,
PDX1,MS00588;1.15E-01,MS00589;5.74E-01,,,
Hoxb8,UP00263;1.16E-01,,,,
HOXC13,MS00505;1.17E-01,MS00504;9.85E-01,,,
HOXB13,MS00489;1.17E-01,MS00488;9.90E-01,,,
NEUROD2,MS00271;1.19E-01,,,,
CEBPB,MC00272;1.21E-01,,,,
VSX1,MS00626;1.22E-01,,,,
Ascl2,MS00243;1.25E-01,,,,
Obox2,M01364;1.25E-01,,,,
POU3F4,MS00145;1.25E-01,MS00147;2.01E-01,UP00105;4.24E-01,,
Rhox6,M01435;1.26E-01,,,,
PBX1,UP00185;1.27E-01,,,,
RHOXF1,MS00609;1.27E-01,,,,
POU3F3,MS00142;1.29E-01,MS00144;1.55E-01,MS00143;2.96E-01,,
Crx,MC00357;1.30E-01,,,,
GSX2,MS00466;1.32E-01,M01326;3.02E-01,,,
EN1,MS00449;1.34E-01,MS00446;2.43E-01,,,
HOXA13,MS00485;1.35E-01,MS00484;7.10E-01,,,
HOXB2,MS00491;1.35E-01,,,,
PAX7,MS00126;1.39E-01,,,,
FOXD1,MA0031;1.39E-01,,,,
Lhx9,UP00175;1.43E-01,,,,
ZNF263,MC00192;1.45E-01,,,,
ARID5B,M00454;1.45E-01,,,,
HOXA1,MS00486;1.47E-01,,,,
NKX6-1,MS00575;1.49E-01,,,,
HNF1B,MS00478;1.49E-01,M00646;2.16E-01,M01425;2.61E-01,,
BARX1,MS00418;1.57E-01,UP00181;2.18E-01,MS00417;6.43E-01,,
CEBPD,MS00299;1.58E-01,M00621;3.34E-01,,,
PHOX2B,MS00593;1.60E-01,,,,
FOXP1,MC00501;1.60E-01,M00987;2.38E-01,,,
PHOX2A,UP00221;1.61E-01,MS00591;3.21E-01,,,
Otx1,MS00586;1.63E-01,,,,
Tcf21,MS00291;1.64E-01,,,,
EMX1,MS00441;1.65E-01,MS00442;8.20E-01,,,
Runx1,MC00413;1.65E-01,,,,
FOXL1,MS00373;1.74E-01,MS00372;5.96E-01,,,
Nkx6-3,UP00238;1.77E-01,,,,
Gfi1b,MC00293;1.82E-01,,,,
MEOX2,MS00552;1.82E-01,MS00554;2.55E-01,MS00553;8.89E-01,,
Lhx4,MS00547;1.86E-01,,,,
Rarb,MS00700;1.87E-01,,,,
MIXL1,MS00555;1.91E-01,,,,
EVX2,MS00455;1.92E-01,,,,
NR3C2,MS00662;1.92E-01,,,,
SOX10,MS00740;1.94E-01,MA0442;9.18E-01,MS00744;9.99E-01,,
ONECUT2,MS00679;1.94E-01,,,,
SOX9,MS00785;1.99E-01,MS00052;7.22E-01,MS00780;9.83E-01,,
Barhl1,MS00422;2.04E-01,MS00421;2.27E-01,,,
NKX2-1,M01312;2.04E-01,,,,
ARX,MS00405;2.07E-01,,,,
IRF1,M00062;2.08E-01,,,,
PITX3,MS00596;2.11E-01,,,,
LMX1B,UP00169;2.13E-01,,,,
SOX7,MS00769;2.14E-01,MS00770;4.78E-01,,,
Tcf3,MC00265;2.14E-01,,,,
CDX1,MS00425;2.15E-01,,,,
LMX1A,MS00543;2.15E-01,,,,
FOXC2,MS00352;2.16E-01,MS00354;7.08E-01,,,
FOXF2,MA0030;2.22E-01,,,,
RAX,MS00606;2.25E-01,,,,
Dlx2,MS00440;2.27E-01,,,,
HESX1,MS00470;2.27E-01,,,,
Sox3,MS00805;2.29E-01,MS00803;7.00E-01,,,
GBX2,MS00460;2.30E-01,MS00461;6.96E-01,,,
Cebpa,MC00122;2.34E-01,,,,
SRF,MC00355;2.36E-01,,,,
ALX4,MS00404;2.37E-01,UP00187;2.47E-01,,,
IKZF2,M01004;2.37E-01,,,,
Gbx2,MS00469;2.37E-01,,,,
TFEB,MS00289;2.45E-01,,,,
Zfp187,UP00082;2.47E-01,,,,
GTF2I,M00706;2.49E-01,,,,
CDX2,MC00389;2.51E-01,,,,
HOXC8,UP00242;2.52E-01,,,,
DRGX,MS00437;2.65E-01,,,,
Hoxd10,UP00121;2.66E-01,,,,
PROP1,MS00597;2.68E-01,,,,
Foxj3,MS00397;2.75E-01,MS00394;9.28E-01,,,
Obox5,M01480;2.75E-01,,,,
OTX1,MS00582;2.76E-01,,,,
Meis3,MS00088;2.77E-01,MS00089;9.86E-01,,,
Olig2,MC00341;2.77E-01,,,,
HOXA4,M00640;2.80E-01,UP00196;4.11E-01,,,
FOXI1,MS00362;2.80E-01,M00289;7.86E-01,,,
DLX2,MS00428;2.81E-01,UP00126;9.49E-01,,,
Foxj1,UP00041;2.85E-01,,,,
HOMEZ,MS00055;2.86E-01,,,,
Lbx2,UP00120;2.88E-01,,,,
POU4F3,MS00151;2.89E-01,,,,
HOXD3,UP00241;2.91E-01,,,,
STAT1,MC00348;2.92E-01,,,,
GSC,MS00464;2.93E-01,,,,
BARHL1,UP00166;2.93E-01,,,,
Foxc1,MS00388;2.97E-01,,,,
Bsx,UP00138;2.97E-01,,,,
NR1I2,M00964;3.00E-01,,,,
RORA,MS00686;3.01E-01,MS00685;9.31E-01,,,
NR6A1,M00526;3.04E-01,,,,
HOXD8,MS00513;3.04E-01,,,,
ESX1,MS00452;3.04E-01,,,,
Hoxb3,UP00137;3.05E-01,,,,
FOXA2,MC00217;3.05E-01,,,,
SOX5,UP00091;3.07E-01,,,,
BACH1,M00495;3.09E-01,,,,
Hoxb4,UP00144;3.11E-01,MC00136;6.09E-01,,,
Dbx1,M01483;3.13E-01,,,,
HOXD13,MS00511;3.14E-01,MS00510;9.18E-01,,,
MEOX1,MS00551;3.17E-01,,,,
Myod1,MC00369;3.17E-01,,,,
MAF,M00648;3.17E-01,M00983;8.01E-01,,,
Rxrg,MC00511;3.19E-01,,,,
TAL1,MC00458;3.20E-01,M00993;8.49E-01,,,
SIX3,UP00195;3.22E-01,,,,
Tp53,MS00717;3.22E-01,MS00718;9.21E-01,,,
DLX5,MS00431;3.23E-01,,,,
NKX2-2,UP00231;3.27E-01,,,,
ZNF75A,MS00468;3.28E-01,,,,
MEF2A,M00405;3.33E-01,MC00232;9.38E-01,,,
FOXP3,MS00387;3.34E-01,M00992;6.41E-01,,,
Foxg1,MS00393;3.37E-01,MS00392;3.72E-01,,,
Alx1,MS00407;3.37E-01,MS00406;6.21E-01,,,
POU6F2,MS00155;3.38E-01,,,,
RUNX1,MC00312;3.40E-01,M00082;9.47E-01,,,
POU3F2,MS00140;3.41E-01,MS00141;3.90E-01,UP00128;6.25E-01,,
Sox15,UP00075;3.42E-01,,,,
ONECUT1,MS00667;3.46E-01,,,,
MLXIPL,MS00265;3.46E-01,,,,
HOXB3,MS00492;3.49E-01,,,,
PRRX1,MS00602;3.51E-01,MS00599;8.56E-01,,,
Gbx1,MS00467;3.53E-01,,,,
ALX3,MS00403;3.53E-01,MS00402;6.70E-01,,,
Pou3f1,UP00129;3.54E-01,,,,
OTX2,MS00585;3.55E-01,,,,
Obox1,M01450;3.59E-01,,,,
Uncx,MS00619;3.59E-01,MS00618;5.80E-01,,,
Hoxa2,MS00516;3.59E-01,,,,
Otp,UP00237;3.60E-01,,,,
GBX1,MS00459;3.61E-01,,,,
EVX1,MS00454;3.63E-01,,,,
