Transcription Factor,1st Sample p-value,2nd Sample p-value,3rd Sample p-value,4th Sample p-value,5th Sample p-value
JUN,56634;7.49E-15,55300;1.83E-14,55299;8.87E-14,45848;4.22E-13,52500;7.28E-13
MXI1,45866;9.21E-15,46038;2.95E-06,45810;1.52E-05,45774;3.62E-04,45633;8.59E-02
NFE2L2,62958;1.55E-14,62959;4.26E-08,38910;2.20E-02,38908;4.07E-02,38909;4.30E-01
PPARG,50408;1.79E-14,50409;6.28E-13,4495;3.79E-11,50411;4.33E-11,4494;1.47E-10
PR,33571;2.40E-14,39770;1.49E-13,33569;4.72E-13,39767;7.44E-10,53979;8.51E-08
TCF21,52496;2.72E-14,52495;5.95E-14,52498;3.88E-06,52497;3.49E-05,
BCL3,63002;6.43E-14,64913;1.40E-12,62932;3.32E-10,64914;4.21E-10,64102;5.17E-09
E2F1,75043;6.58E-14,45750;2.49E-12,53013;2.15E-08,2280;2.27E-08,45754;2.58E-08
MAZ,45867;6.62E-14,74571;6.66E-11,65115;2.12E-09,45788;6.81E-07,45761;1.33E-05
TCF12,46362;9.95E-14,37602;1.05E-06,9198;3.59E-05,9197;8.72E-04,46085;9.12E-04
ATF3,32784;1.40E-13,68464;4.30E-12,68460;3.91E-09,63683;2.97E-06,63684;1.46E-04
SP2,65084;1.40E-13,64559;1.48E-05,64560;1.34E-04,46246;6.77E-01,38843;7.28E-01
MYOD1,36075;1.44E-13,36077;4.25E-10,75839;3.60E-04,42734;5.60E-01,
RELA,53598;1.66E-13,53599;3.31E-12,5389;1.06E-09,32899;2.57E-09,53596;2.64E-09
T,55895;1.77E-13,73454;3.24E-05,73453;8.70E-05,74832;2.05E-04,74831;4.62E-03
PAF1,55667;2.72E-13,55664;4.21E-10,55668;1.11E-03,55669;6.04E-02,73697;5.56E-01
ESR1,36104;3.28E-13,36106;6.86E-10,68057;8.41E-09,35046;3.40E-08,68859;4.02E-08
MYC,70810;4.47E-13,76149;8.48E-11,46008;8.60E-10,45745;1.52E-09,70561;1.73E-09
CHRM2,52574;4.92E-13,52573;1.16E-08,34675;8.46E-04,50107;2.79E-02,50108;4.47E-01
MEF2B,53874;5.03E-13,53873;4.55E-12,53877;2.80E-09,53878;5.52E-08,55563;2.60E-05
AR,56670;5.97E-13,48086;7.80E-11,56265;6.70E-10,48085;9.74E-10,71166;3.34E-09
SNAI2,48339;6.50E-13,48344;2.53E-11,48343;3.96E-11,48340;5.34E-11,48338;7.14E-08
GRHL2,35315;6.99E-13,35323;1.62E-10,35317;2.03E-10,68002;3.82E-09,73183;1.68E-08
NKX2-1,74052;8.24E-13,35474;1.69E-07,35471;3.30E-05,35475;3.35E-04,74050;1.62E-03
GATA3,46361;1.01E-12,67502;1.17E-09,67517;1.18E-09,67516;1.68E-09,33150;5.13E-09
FOXA1,71807;1.09E-12,71212;1.13E-12,69865;1.98E-12,35473;3.31E-12,67614;7.66E-12
TFAP2C,39978;1.31E-12,9508;4.80E-11,45770;6.23E-11,9509;5.06E-09,9510;4.14E-06
KLF9,49949;1.35E-12,62800;4.51E-07,62637;1.34E-03,62636;6.62E-03,49951;3.24E-02
ZBTB17,41831;1.38E-12,49276;1.02E-04,64074;2.15E-03,64073;3.18E-03,47490;5.05E-03
TP53,52092;1.43E-12,52091;3.12E-12,75042;1.04E-08,6548;1.03E-07,44770;1.20E-06
NR3C1,46052;2.21E-12,64473;2.71E-10,64471;4.40E-10,64472;4.74E-10,70945;5.41E-09
SPI1,50878;2.45E-12,55393;5.94E-12,50876;9.89E-11,34565;2.98E-10,50879;7.91E-10
POLR2B,36356;2.99E-12,9216;6.92E-02,,,
CEBPA,3006;3.01E-12,8446;1.22E-08,8444;2.32E-07,41167;7.57E-07,1375;4.12E-06
ZFP64,65123;3.10E-12,65122;7.35E-10,63981;4.25E-02,63982;3.35E-01,65130;6.32E-01
PRDM6,65125;6.21E-12,,,,
PGR,54240;7.29E-12,,,,
FLI1,5443;9.85E-12,72360;2.22E-09,37056;1.25E-08,5439;6.07E-08,37057;8.26E-08
KLF11,50413;1.25E-11,50412;4.48E-11,50414;4.28E-10,50415;2.32E-09,42728;5.01E-01
MED1,53594;1.52E-11,53593;7.84E-11,33198;1.98E-10,49484;4.43E-10,53595;2.42E-09
FEZF1,64604;1.64E-11,65116;2.08E-08,64605;1.86E-05,,
YY1,63430;1.86E-11,65204;2.16E-07,46269;2.00E-06,46226;3.53E-06,46204;3.67E-06
PHF8,1314;2.49E-11,1309;4.05E-08,45239;8.84E-08,8818;8.84E-08,8790;1.63E-06
POLR2AphosphoS5,64761;3.52E-11,64760;9.26E-08,63407;1.89E-07,63406;2.70E-06,
5HMC,44874;4.22E-11,44875;6.21E-09,55290;1.46E-06,44876;6.12E-03,70102;1.76E-02
KDM2B,58086;4.24E-11,58074;1.86E-10,58062;3.77E-10,58068;4.81E-09,58079;6.14E-09
ZNF534,77098;4.98E-11,,,,
FOSL1,75045;7.34E-11,46212;3.10E-07,47287;1.75E-06,63077;4.46E-04,63076;1.11E-03
EGR2,65147;7.92E-11,65179;2.28E-07,64861;4.89E-05,64860;5.18E-05,34563;1.52E-01
TFAP2A,45753;9.01E-11,2402;1.03E-10,2401;1.79E-10,56819;1.25E-09,36958;5.08E-09
SMARCA4,67496;1.53E-10,72102;1.40E-07,67498;1.48E-07,64633;3.13E-05,72109;4.19E-05
TAF1,46221;1.55E-10,46258;1.48E-08,46106;3.72E-08,46345;3.80E-07,46196;4.08E-07
SP1,46215;1.61E-10,65151;9.88E-10,70816;4.54E-09,70815;1.16E-08,70812;6.95E-08
HEY1,7341;1.71E-10,7527;8.73E-05,42664;1.00E+00,,
RCOR1,45869;1.89E-10,48801;2.02E-06,45777;1.49E-04,45903;8.79E-04,35565;1.26E-02
ZBTB8A,63686;1.94E-10,63685;1.90E-08,,,
SUPT5H,53325;2.07E-10,70927;3.13E-02,64773;3.33E-01,64772;3.62E-01,43450;8.07E-01
ZBTB14,65146;2.11E-10,,,,
E2F7,38589;2.51E-10,38591;2.71E-05,38590;3.43E-03,38586;4.94E-03,5777;4.51E-01
NRF1,58936;2.57E-10,58940;4.37E-10,58937;1.94E-09,58939;1.59E-07,64621;8.56E-06
HES2,63552;3.17E-10,64927;1.64E-09,63551;2.08E-09,64120;2.11E-09,63542;2.09E-08
MAFK,45864;3.92E-10,45746;1.14E-03,45815;8.64E-02,42854;1.86E-01,41625;2.65E-01
TCF7L1,70803;4.02E-10,70804;4.66E-07,40166;6.73E-07,70802;4.86E-03,46140;8.65E-03
NFIC,46343;4.29E-10,46101;2.20E-03,46111;8.77E-01,46240;9.09E-01,
RXRA,46356;5.68E-10,46242;7.88E-04,5452;2.11E-03,5453;5.58E-03,38864;4.85E-02
KDM5B,47276;8.80E-10,47285;1.05E-08,47283;5.67E-08,47273;7.75E-07,47266;3.05E-06
ZNF519,77103;8.80E-10,,,,
RUNX1,37638;8.98E-10,55493;1.31E-09,49536;1.31E-09,72352;4.38E-09,34568;1.80E-08
FOXA2,37366;9.22E-10,55321;1.74E-08,51455;1.27E-07,55322;2.52E-06,46227;2.61E-06
ERCC6,49036;1.08E-09,49033;5.72E-03,44357;3.69E-01,44356;5.25E-01,49030;6.88E-01
CHD2,45764;1.09E-09,45638;6.87E-03,45905;5.00E-01,45701;7.86E-01,45802;8.27E-01
MECP2,34392;1.11E-09,34396;7.56E-09,34399;5.85E-03,34394;1.76E-01,34400;4.83E-01
TEAD4,55297;1.11E-09,46348;9.79E-09,56543;3.72E-08,46107;5.34E-07,70162;6.28E-07
EMX1,44562;1.22E-09,44563;2.12E-02,44564;2.53E-01,38788;4.12E-01,49179;6.14E-01
HOXB13,56666;1.39E-09,56667;5.19E-09,56668;3.45E-08,56664;4.17E-04,38729;5.41E-02
ZBTB48,65155;1.45E-09,75284;5.68E-07,75281;9.51E-06,75282;1.60E-05,75287;1.73E-05
ASXL1,76682;1.54E-09,,,,
REST,46377;1.66E-09,46359;2.23E-05,46257;2.01E-04,46338;2.83E-04,46341;4.87E-04
ZBTB7A,46102;1.71E-09,46224;1.54E-05,67686;2.80E-04,46295;4.03E-04,67683;2.97E-02
TP73,6543;1.93E-09,6544;2.26E-08,6546;3.21E-08,6545;4.05E-04,38832;3.76E-01
CREB1,37349;2.16E-09,67720;8.00E-07,46231;1.39E-06,67718;1.95E-06,56047;3.64E-06
FAIRE,37580;2.23E-09,37605;2.49E-08,52153;9.71E-06,32874;1.25E-04,36031;4.31E-04
SUMO2,35704;2.29E-09,55721;2.24E-05,55718;9.05E-05,51867;8.57E-04,55351;2.38E-03
WDR5,52432;2.91E-09,52436;5.26E-09,58506;1.11E-08,33917;1.81E-02,48250;1.26E-01
ERG,72359;3.19E-09,37635;5.39E-09,37633;5.55E-08,8656;2.52E-07,53296;2.83E-07
TRIM24,69203;3.48E-09,69202;6.83E-06,69201;9.44E-06,2405;1.26E-01,2404;2.79E-01
CDK9,53347;4.24E-09,43081;3.28E-07,40227;7.37E-07,33123;9.05E-07,33125;5.70E-06
NR2F1,56817;4.81E-09,56818;4.71E-03,35628;5.60E-03,64997;5.97E-02,64996;4.87E-01
CTCF,35840;5.63E-09,8090;5.63E-09,45713;1.46E-07,45562;1.63E-06,71669;2.10E-05
KDM4C,43684;6.50E-09,43685;5.62E-01,58138;6.53E-01,58137;6.73E-01,
BRD3,43050;7.88E-09,57807;2.50E-02,57806;1.38E-01,43051;3.53E-01,43052;3.84E-01
ZNF341,65129;8.15E-09,62931;3.29E-06,62930;2.01E-05,,
CALU,76279;8.37E-09,76278;1.56E-08,,,
MITF,42179;9.26E-09,42176;3.83E-08,42177;1.25E-03,42178;6.74E-03,52548;7.57E-03
LHX2,50899;1.12E-08,38679;3.58E-04,,,
SIN3A,46360;1.13E-08,46208;7.76E-07,46327;5.11E-06,46236;1.72E-04,63655;7.94E-04
PRDM10,63034;1.21E-08,63035;2.57E-07,,,
GATA4,47598;1.25E-08,72959;1.89E-03,51471;2.64E-03,72934;4.67E-03,63975;5.55E-03
TRIM28,57090;1.42E-08,52087;7.45E-05,2797;1.60E-03,2781;1.21E-02,1178;2.32E-02
SMAD1,8447;1.47E-08,8416;1.10E-05,51554;3.47E-05,8432;1.08E-02,51557;1.57E-02
VDR,39364;1.70E-08,39360;5.74E-04,55164;1.87E-02,5451;3.20E-02,564;3.36E-02
RAD21,45862;1.87E-08,63056;2.71E-08,45757;9.14E-07,63055;1.65E-06,64856;3.68E-06
RUNX2,74116;1.89E-08,74117;1.45E-06,74546;3.35E-04,5373;9.59E-03,
SP4,65110;2.32E-08,65111;3.36E-07,46179;7.44E-01,65112;7.57E-01,
ZNF143,71040;2.34E-08,71042;3.68E-07,71041;2.00E-03,71039;6.20E-03,45629;2.57E-01
SOX4,71747;2.36E-08,71746;6.55E-08,71748;1.02E-06,38749;2.04E-01,47591;4.52E-01
SOX2,67317;2.54E-08,33707;2.37E-06,44227;5.40E-04,67318;2.25E-03,48551;2.26E-02
KAT7,8482;2.67E-08,,,,
IKZF2,64556;2.69E-08,64555;3.60E-07,,,
ELF3,67615;2.84E-08,67597;1.04E-04,38646;1.63E-02,,
HIF1A,49446;2.89E-08,58172;3.82E-07,49447;7.29E-07,47092;2.64E-02,47083;1.25E-01
GLIS2,63825;3.02E-08,63826;6.72E-05,38768;1.25E-02,,
NFKB1,68051;3.23E-08,68048;1.83E-03,76401;1.50E-01,76400;1.89E-01,42698;6.04E-01
KLF5,47601;4.15E-08,67599;1.26E-05,38831;2.42E-03,42925;8.73E-03,67611;1.58E-01
TAF3,38585;4.36E-08,,,,
TFAP4,74431;4.40E-08,74432;1.26E-06,62715;3.29E-06,62716;1.12E-02,
GLIS1,65214;4.80E-08,63690;9.08E-06,63689;9.39E-06,38673;9.27E-01,
TTF2,36230;4.91E-08,36232;8.59E-02,36238;7.23E-01,,
SMC1A,56558;5.37E-08,56557;1.16E-06,9317;6.43E-04,38778;6.55E-03,71873;2.53E-02
AFF4,48994;5.46E-08,48993;5.57E-03,69873;1.89E-02,48996;1.91E-02,48995;5.55E-02
ZNF750,48799;5.86E-08,,,,
ZNF335,63295;5.87E-08,63294;3.64E-07,70558;6.73E-01,70557;7.08E-01,70556;7.35E-01
MBD2,48825;6.20E-08,48827;3.79E-07,48824;5.14E-06,63028;1.21E-01,64901;2.90E-01
ZBTB26,65120;6.29E-08,65121;1.54E-04,,,
OTX2,74361;6.90E-08,74345;7.93E-08,50896;9.78E-08,74362;6.12E-07,74344;2.00E-06
SIX2,69247;6.91E-08,69246;3.42E-05,67425;3.42E-05,69249;7.96E-04,69248;8.36E-01
EGR1,46214;8.15E-08,46126;2.96E-06,46298;2.93E-05,46086;4.89E-05,46319;6.81E-04
HSF1,51863;8.21E-08,54573;2.11E-05,51864;4.21E-05,37123;3.77E-02,37116;4.98E-02
MEF2A,46352;8.47E-08,46123;1.92E-02,46283;1.43E-01,38847;7.44E-01,
NEUROD1,74342;9.88E-08,74343;1.18E-05,74357;2.42E-05,74348;2.32E-03,74346;6.61E-02
FOXP2,46333;1.01E-07,46340;4.49E-04,42659;1.00E+00,,
ZNF467,65062;1.15E-07,,,,
KMT2A,73716;1.25E-07,73707;6.90E-07,59165;5.31E-06,73708;2.61E-05,73710;2.03E-04
CDK8,57165;1.30E-07,57167;7.88E-06,34081;9.75E-06,34078;2.12E-04,57169;1.06E-03
TTF1,47579;1.40E-07,47578;2.72E-07,,,
TET2,70093;1.43E-07,70095;1.71E-05,67858;1.38E-01,70094;3.68E-01,70097;4.40E-01
CBFB,37640;1.45E-07,74545;1.33E-06,37607;4.10E-06,37604;5.93E-05,37621;1.95E-04
CCNT2,45895;2.03E-07,,,,
ATF2,63008;2.16E-07,63009;7.70E-05,42708;1.27E-02,46112;3.84E-02,64958;5.03E-02
HDAC2,46235;2.28E-07,8660;5.32E-02,46326;8.04E-02,72353;9.50E-02,8777;1.81E-01
USF1,46365;2.30E-07,46062;1.67E-05,46078;2.15E-05,46248;1.24E-04,46347;1.92E-04
XRN2,58840;2.38E-07,58841;2.47E-05,36234;3.26E-05,58844;6.38E-04,58845;1.02E-03
RUNX1T1,40164;2.67E-07,35300;9.20E-03,58032;1.39E-02,39784;1.54E-02,39786;7.26E-02
BRD1,41574;2.73E-07,56279;2.09E-01,56281;4.97E-01,56280;6.06E-01,56282;7.34E-01
GATAD2B,71067;2.86E-07,63455;7.42E-01,63454;8.59E-01,,
HMGN3,45920;2.89E-07,,,,
ZSCAN20,64441;2.92E-07,64442;1.76E-06,,,
TCF7L2,45714;2.93E-07,36841;7.80E-06,43061;1.38E-05,45723;1.39E-04,45751;2.29E-03
MBD3,71069;3.06E-07,59412;5.84E-06,41402;3.35E-05,59413;9.06E-04,71070;5.48E-01
PMEL,76415;4.51E-07,76416;5.78E-01,76414;6.08E-01,76009;6.63E-01,76413;7.86E-01
ZNF121,65114;5.07E-07,65170;4.83E-05,63038;3.37E-02,63037;5.02E-02,
EBF3,76849;5.39E-07,76847;1.15E-02,76845;2.47E-01,76848;3.37E-01,76846;3.89E-01
RB1,36028;5.81E-07,49422;4.21E-01,49423;6.55E-01,49421;6.88E-01,49420;7.44E-01
KDM1A,48802;7.14E-07,75942;4.16E-06,8783;2.35E-05,45400;2.35E-05,53470;9.93E-05
RAG2,55543;7.18E-07,,,,
ZNF282,77149;7.77E-07,77148;3.20E-05,,,
FOXM1,34997;8.11E-07,39495;1.29E-05,39443;6.14E-04,46350;1.34E-02,57119;1.82E-02
DPF2,63061;8.70E-07,63060;3.56E-04,64319;7.18E-03,64320;1.02E-02,
RBBP5,45421;8.95E-07,8820;1.08E-06,8795;2.10E-06,45232;2.32E-04,8819;5.08E-04
ZMYND8,76857;9.03E-07,76499;1.98E-03,76673;2.47E-02,76851;5.16E-02,76498;2.18E-01
ZBTB42,65139;9.31E-07,,,,
CBX8,48755;9.49E-07,45398;1.60E-01,8768;1.60E-01,43558;5.56E-01,43569;6.27E-01
PATZ1,64982;1.02E-06,64981;1.60E-05,65119;2.24E-02,38668;4.12E-01,
STAT1,41289;1.04E-06,41287;6.15E-05,41288;4.39E-04,45775;1.53E-03,1362;1.92E-03
SMC3,62504;1.09E-06,45759;1.15E-04,62505;9.72E-04,38811;9.10E-03,46040;1.56E-02
RARA,53300;1.10E-06,2811;2.47E-06,49620;2.73E-02,49614;3.18E-02,49616;1.70E-01
KLF15,65197;1.17E-06,65072;1.92E-05,42729;4.88E-01,65198;6.95E-01,
ELF1,37578;1.17E-06,46127;8.70E-05,46266;2.42E-04,46355;3.06E-03,46254;3.42E-03
KDM4A,45228;1.24E-06,8816;1.24E-06,,,
CDX2,5460;1.27E-06,5461;2.85E-06,75366;8.68E-04,356;1.16E-02,357;3.14E-02
NANOG,51516;1.37E-06,34089;2.76E-06,51514;6.92E-04,71758;7.33E-04,51513;3.21E-03
GATA1,33545;1.39E-06,43446;1.39E-06,73729;5.43E-06,8458;4.58E-05,33543;1.36E-04
ZNF770,65164;1.49E-06,,,,
ZNF92,49482;1.68E-06,,,,
TBP,45781;1.72E-06,37584;6.14E-05,45684;1.02E-03,45881;1.56E-03,45791;1.10E-02
FOXP1,1012;1.74E-06,1013;1.37E-04,42760;1.27E-03,50256;1.54E-02,51751;1.96E-02
KLF1,65188;1.86E-06,39350;6.93E-06,64686;3.98E-03,64685;7.94E-02,63870;8.03E-01
BRPF3,76496;1.90E-06,76494;1.24E-05,76495;6.05E-04,,
EOMES,1006;2.21E-06,51448;9.48E-03,38649;2.08E-01,51445;5.30E-01,
HNF4A,7343;2.32E-06,1447;4.40E-06,42920;2.70E-05,45790;3.40E-04,1448;4.61E-04
UBTF,45882;2.34E-06,45961;1.29E-05,50729;4.62E-02,64087;3.61E-01,64088;6.96E-01
SAP30,8821;2.38E-06,45234;2.38E-06,8800;8.92E-04,45419;7.24E-02,8799;9.95E-01
OGT,70759;2.57E-06,34001;8.71E-03,39911;5.61E-01,,
SMARCB1,45779;2.62E-06,1345;2.62E-06,33865;3.74E-02,58469;2.44E-01,33863;6.08E-01
SMARCC1,72110;2.69E-06,72101;3.66E-06,72130;1.41E-04,1346;4.18E-04,45732;4.18E-04
ZFX,64865;2.90E-06,64866;1.58E-04,50077;2.98E-02,41307;3.99E-01,41309;6.82E-01
NELFA,55466;3.08E-06,55465;1.02E-03,55468;2.39E-02,43451;4.84E-01,55467;5.01E-01
UBE2I,35717;3.40E-06,35703;6.51E-01,,,
NFATC1,38742;4.52E-06,38654;7.69E-06,46110;5.59E-01,38701;7.77E-01,
BPTF,76520;4.57E-06,,,,
SRC,6710;4.65E-06,6709;1.73E-01,72973;5.99E-01,39652;7.16E-01,72972;7.58E-01
SRF,51591;6.17E-06,46211;6.05E-04,46148;2.19E-02,46092;2.91E-02,46223;7.59E-02
ETS1,37945;6.53E-06,72625;1.40E-05,72626;3.17E-05,37936;5.91E-04,46278;2.38E-02
LMO1,73854;6.95E-06,36369;9.17E-01,36367;1.00E+00,,
HLF,63808;7.42E-06,63809;1.00E-04,,,
GTF2B,56961;7.85E-06,56962;1.04E-03,36362;1.42E-01,56982;2.69E-01,56978;4.14E-01
FOXO3,74682;8.06E-06,34350;1.78E-04,39906;2.81E-03,38806;6.28E-02,74680;5.51E-01
BCL6,35517;8.36E-06,1958;5.29E-05,39572;1.74E-02,35524;5.84E-02,51245;7.32E-02
ZNF317,65078;9.65E-06,65079;3.41E-05,73959;1.22E-01,,
NFE2,39357;9.66E-06,50381;5.60E-05,63878;1.21E-04,67768;2.40E-04,45608;1.57E-01
CREBBP,2748;1.10E-05,42638;3.92E-05,50402;4.41E-05,50403;4.15E-04,42637;4.16E-04
KDM6B,48576;1.13E-05,48443;1.86E-05,48442;3.35E-04,48577;6.09E-01,
SOX9,53493;1.22E-05,72770;1.22E-01,42747;1.99E-01,54616;7.20E-01,38809;8.01E-01
MYB,50573;1.23E-05,75137;6.13E-05,50397;3.43E-04,50398;1.09E-03,50569;1.91E-03
TET3,39719;1.28E-05,43669;7.31E-02,33988;8.10E-02,,
PRDM1,62702;1.37E-05,65133;4.46E-05,62701;1.53E-04,45747;2.56E-02,51435;6.35E-01
BRD2,74202;1.40E-05,35878;1.87E-05,74209;9.33E-03,44595;4.64E-01,44594;5.12E-01
SMAD4,1087;1.42E-05,74681;1.01E-04,1086;8.89E-04,47582;9.27E-03,74675;2.79E-02
ZNF783,77039;1.47E-05,,,,
CTNNB1,53653;1.47E-05,52245;1.52E-01,52247;3.04E-01,53652;4.85E-01,40223;5.72E-01
USF2,45741;1.53E-05,74655;1.22E-04,74645;7.42E-04,63382;3.16E-03,63383;3.24E-03
NUP98-HOXA9,72703;1.63E-05,72701;5.75E-01,,,
TBL1X,8564;1.67E-05,,,,
BANF1,58186;1.78E-05,58188;3.27E-03,58187;4.37E-02,,
GATA6,47599;1.87E-05,47433;1.97E-04,47432;9.74E-04,47595;1.04E-03,51478;5.51E-03
IKZF1,63463;1.91E-05,73238;3.18E-05,63462;3.02E-04,64919;3.83E-03,73236;6.67E-03
WWTR1,55293;2.37E-05,55294;4.63E-03,56544;2.64E-01,,
E2F4,46000;2.39E-05,45951;2.11E-03,45752;3.87E-01,3225;4.22E-01,38714;5.82E-01
RFX5,45730;2.49E-05,45863;5.03E-03,45823;7.47E-02,46037;9.31E-02,42799;2.07E-01
ZBTB33,46357;2.54E-05,64739;7.82E-04,64738;1.79E-03,63757;1.19E-02,63756;1.45E-02
TSC22D4,74642;2.61E-05,74646;4.85E-02,74679;3.92E-01,64519;6.73E-01,64520;7.44E-01
TCF4,72366;2.72E-05,72367;2.91E-04,54667;1.20E-03,11;2.64E-03,9;2.65E-03
SMAD2/3,1082;3.15E-05,1083;1.39E-03,1080;4.05E-02,1081;1.86E-01,51567;4.69E-01
PAX3,2654;3.27E-05,2655;1.97E-04,2650;3.63E-01,2651;6.66E-01,
NR4A1,68309;3.53E-05,68310;9.74E-04,7489;4.68E-01,42741;5.00E-01,62814;6.35E-01
ZNF217,45978;3.66E-05,42884;5.86E-01,,,
ZNF263,73965;3.68E-05,45726;3.00E-02,2158;3.96E-01,45958;5.88E-01,2157;6.10E-01
TCF7,63592;3.72E-05,63591;2.39E-04,50136;1.02E-01,50139;1.31E-01,50138;4.18E-01
GREB1,36802;4.23E-05,36822;2.06E-04,36811;2.42E-04,36806;3.02E-01,36810;5.36E-01
CEBPD,46230;4.24E-05,46294;2.92E-03,,,
IRF1,41301;4.47E-05,41303;3.20E-04,42725;6.67E-04,41302;7.03E-03,45949;2.56E-02
FOXH1,1010;4.55E-05,1011;1.08E-03,,,
ZNF257,73966;5.30E-05,65126;1.56E-02,65218;2.50E-01,,
KLF4,48800;5.44E-05,67601;1.10E-02,33718;1.83E-01,36821;5.61E-01,63140;6.29E-01
DLX2,38854;5.70E-05,,,,
CDK6,43305;5.70E-05,,,,
EGR3,65186;6.04E-05,,,,
ZFP2,63525;6.11E-05,63524;1.69E-01,,,
IRF4,40215;6.14E-05,48632;1.31E-02,48636;2.60E-02,48628;6.29E-02,48640;3.10E-01
ZNF680,73933;6.19E-05,63246;2.93E-01,65208;3.47E-01,65209;5.92E-01,63247;6.97E-01
598-SKD,49466;6.39E-05,49467;9.86E-03,49468;2.37E-02,49461;7.26E-02,55221;3.87E-01
ZSCAN16,65086;6.72E-05,65117;4.97E-02,64706;4.22E-01,64707;4.73E-01,65145;5.18E-01
PIAS1,71209;6.73E-05,71210;3.84E-04,71211;8.42E-04,71204;1.59E-03,71205;1.78E-03
LARP7,57091;6.86E-05,73297;9.39E-02,73298;3.63E-01,63202;4.35E-01,63201;4.82E-01
ETV1,39372;6.93E-05,534;3.48E-04,63176;5.69E-01,63177;8.16E-01,5931;8.96E-01
HDAC1,70763;7.12E-05,8775;9.04E-05,57641;4.57E-03,45428;9.63E-03,63450;1.35E-02
JMJD1C,59001;7.13E-05,59006;2.75E-04,59004;1.21E-02,57960;5.50E-02,
552-SKD,49464;7.24E-05,49465;3.70E-04,49463;1.09E-02,49459;2.07E-01,49460;2.40E-01
NKX3-1,36252;7.86E-05,5677;2.00E-02,5678;9.03E-02,38667;1.00E+00,
GRHL3,74688;8.29E-05,74687;2.03E-02,33916;6.66E-01,,
NR1H3,69802;8.78E-05,69801;5.90E-04,69800;6.17E-04,69799;9.25E-04,41168;6.03E-01
EBNA3C,43364;8.78E-05,43363;1.50E-03,67832;3.21E-01,,
RNF2,59423;1.01E-04,1079;1.61E-02,5603;8.34E-02,41490;1.21E-01,5770;2.17E-01
PAX6,50898;1.07E-04,71776;1.03E-01,71777;3.44E-01,51532;4.36E-01,
EBF1,46129;1.12E-04,45656;7.30E-04,59345;4.81E-02,59344;1.52E-01,48179;1.55E-01
NR2F6,63771;1.15E-04,63772;2.62E-03,64300;3.94E-02,64301;1.44E-01,42702;6.18E-01
RARG,49617;1.18E-04,49618;7.48E-02,49623;7.60E-02,49622;1.07E-01,49619;1.33E-01
DNMT1,54106;1.23E-04,54107;3.51E-01,65041;5.64E-01,65040;8.19E-01,32826;1.00E+00
CHD1,8770;1.26E-04,45868;1.47E-03,45426;1.15E-02,8807;1.73E-02,45237;3.05E-01
MYH11,37608;1.30E-04,37623;1.53E-03,37589;9.07E-03,37625;7.95E-01,
KMT2B,42906;1.31E-04,42732;4.56E-01,,,
EZH2,41788;1.31E-04,48765;6.26E-03,74213;1.20E-02,41809;7.88E-02,48763;1.49E-01
ING2,41572;1.33E-04,,,,
