Transcription Factor,1st Sample p-value,2nd Sample p-value,3rd Sample p-value,4th Sample p-value,5th Sample p-value
Ikzf3,MC00337;9.23E-03,,,,
NRL,MS00338;9.24E-03,,,,
Dbp,MS00316;1.02E-02,,,,
FOXI1,MS00362;1.04E-02,M00289;7.29E-02,,,
HLF,MS00317;1.08E-02,,,,
Nkx1-1,M01334;1.13E-02,,,,
ETV4,MS00018;1.14E-02,,,,
IRX5,MS00527;1.15E-02,UP00250;1.20E-01,,,
Tcf21,MS00291;1.21E-02,,,,
CEBPA,MC00273;1.24E-02,M00159;3.41E-01,,,
FOXF2,MA0030;1.26E-02,,,,
ATF1,UP00020;1.27E-02,,,,
REL,MA0101;1.34E-02,,,,
MLXIPL,MS00265;1.38E-02,,,,
BPTF,M00456;1.43E-02,,,,
TEF,MS00339;1.48E-02,M00672;2.85E-01,M01305;3.98E-01,,
Foxk1,MS00398;1.51E-02,MS00399;2.11E-02,,,
Hoxd13,MS00520;1.51E-02,MS00519;6.82E-02,,,
FOXC1,MS00349;1.52E-02,MS00351;3.12E-02,MS00350;6.27E-01,,
FOXD3,MA0041;1.53E-02,MS00359;7.91E-02,MS00358;4.87E-01,,
PROX1,MS00160;1.72E-02,,,,
ATF6,M00483;1.75E-02,,,,
FOXP1,MC00501;1.88E-02,M00987;7.64E-02,,,
Nr2f2,UP00009;1.96E-02,,,,
Yy1,MC00372;2.10E-02,,,,
POU2F1,UP00254;2.17E-02,MC00288;2.26E-01,MS00132;2.55E-01,MS00131;3.84E-01,
HNF1B,M00646;2.37E-02,M01425;7.02E-02,MS00478;1.09E-01,,
Creb1,MC00163;2.51E-02,,,,
ERF,MS00846;2.53E-02,,,,
RELA,MC00193;2.60E-02,,,,
TBX5,MS00217;2.62E-02,MS00216;2.96E-01,,,
POU5F1P1,MS00153;2.64E-02,MS00152;5.04E-01,,,
Sox7,UP00034;2.68E-02,,,,
IKZF1,M00141;2.76E-02,M00088;1.27E-01,,,
ELK3,MS00844;2.76E-02,,,,
FOXJ3,MS00367;2.76E-02,MS00369;7.27E-02,MS00370;1.60E-01,,
SMAD2/3,MC00223;2.79E-02,,,,
Nkx2-9,UP00119;2.82E-02,,,,
CEBPD,MS00299;2.92E-02,M00621;7.94E-01,,,
NR3C2,MS00662;2.95E-02,,,,
Elk3,MS00023;2.95E-02,,,,
HSF4,MS00060;2.99E-02,,,,
STAT6,M00500;3.04E-02,,,,
MYF6,MS00269;3.07E-02,,,,
Hlf,MS00318;3.10E-02,,,,
PKNOX1,MS00091;3.24E-02,,,,
DMRT1,M01146;3.26E-02,,,,
DMRT2,M01147;3.38E-02,,,,
Zfp410,UP00033;3.40E-02,,,,
FOXO6,MS00386;3.54E-02,MS00384;2.35E-01,,,
ZNF75A,MS00468;3.79E-02,,,,
EHF,MS00778;3.83E-02,,,,
SREBF1,M00220;3.95E-02,M00749;4.65E-01,,,
POU2F3,MS00137;4.06E-02,MS00136;3.44E-01,,,
Hoxc9,MC00402;4.07E-02,,,,
POU3F4,UP00105;4.10E-02,MS00145;3.78E-01,MS00147;5.63E-01,,
Dbx2,UP00218;4.26E-02,,,,
TGIF2LX,MS00095;4.28E-02,,,,
IRF2,MA0051;4.28E-02,,,,
BACH2,M00490;4.33E-02,,,,
NR4A2,MS00665;4.34E-02,,,,
HSFY2,MS00061;4.34E-02,MS00062;1.99E-01,,,
Hoxd10,UP00121;4.42E-02,,,,
FOXB1,MS00348;4.46E-02,MS00343;2.00E-01,,,
Foxj1,UP00041;4.49E-02,,,,
MLX,MS00266;4.51E-02,,,,
STAT4,MC00347;4.61E-02,,,,
FOXD1,MA0031;4.62E-02,,,,
RFX2,MS00162;4.65E-02,MS00161;1.65E-01,,,
FOXC2,MS00354;4.93E-02,MS00352;8.58E-01,,,
Rhox11,UP00193;5.20E-02,MS00611;6.53E-01,,,
Otp,UP00237;5.24E-02,,,,
CNTN2::CREB1,M00115;5.25E-02,,,,
TAL1,MC00458;5.26E-02,M00993;7.47E-01,,,
IRF7,MS00070;5.27E-02,,,,
Tal1,MC00388;5.32E-02,,,,
HOXB5,UP00214;5.34E-02,MS00493;1.61E-01,,,
HOXC10,MS00494;5.69E-02,MS00496;6.51E-02,MS00495;3.12E-01,,
TBX4,MS00214;5.85E-02,,,,
TCF12,MC00126;5.90E-02,,,,
FOXH1,M00809;5.94E-02,MC00304;6.88E-01,,,
LHX5,UP00212;5.97E-02,,,,
SRF,MC00355;6.00E-02,,,,
Batf,MC00508;6.02E-02,,,,
HOXC13,MS00505;6.03E-02,MS00504;8.12E-02,,,
TGIF2,MS00096;6.06E-02,,,,
Alx1,MS00407;6.15E-02,MS00406;3.42E-01,,,
CEBPG,MS00302;6.16E-02,M00622;6.92E-02,,,
TLX2,UP00244;6.25E-02,,,,
POU6F2,MS00155;6.36E-02,,,,
IRF1,M00062;6.38E-02,,,,
Runx1,MC00413;6.39E-02,,,,
STAT5A,MC00453;6.46E-02,,,,
FOXD2,MS00356;6.53E-02,MS00355;5.71E-01,,,
LHX2,MS00537;6.55E-02,MS00536;5.03E-01,,,
CEBPE,MS00300;6.55E-02,,,,
USF1,MC00248;6.65E-02,,,,
TBP,MA0108;6.80E-02,MA0386;2.46E-01,,,
HOXB13,MS00488;6.80E-02,MS00489;1.27E-01,,,
Nkx1-2,UP00139;6.84E-02,,,,
HOXA4,UP00196;6.89E-02,M00640;9.59E-01,,,
HMGA2,M01300;6.92E-02,,,,
HOXB6,UP00259;6.99E-02,,,,
Npas4,MC00370;7.01E-02,,,,
Isl2,UP00170;7.02E-02,,,,
SOX9,MS00052;7.33E-02,MS00780;1.89E-01,MS00785;4.88E-01,,
NR2E1,MS00652;7.42E-02,MS00653;5.94E-01,,,
Arx,MS00409;7.44E-02,UP00152;1.10E-01,,,
Bcl6b,UP00043;7.46E-02,,,,
ZBTB16,M01075;7.50E-02,,,,
SIX4,UP00199;7.55E-02,,,,
IRX6,UP00150;7.58E-02,,,,
FOXK1,MS00371;7.73E-02,,,,
MEOX1,MS00551;7.75E-02,,,,
Sox11,MS00795;7.76E-02,UP00030;3.16E-01,,,
IRX2,MS00526;7.93E-02,UP00236;1.40E-01,,,
CEBPB,MC00272;7.95E-02,,,,
Hlx,M01399;8.05E-02,,,,
Hdx,UP00148;8.19E-02,,,,
IRF9,MS00073;8.28E-02,,,,
Foxq1,MA0040;8.29E-02,,,,
SPIB,MA0081;8.37E-02,MS00039;6.87E-01,,,
EMX1,MS00442;8.43E-02,MS00441;3.60E-01,,,
Cebpb,MC00121;8.45E-02,,,,
IRX4,UP00194;8.60E-02,,,,
NR2E3,MA0164;8.83E-02,M01650;9.78E-01,,,
SOX4,MS00766;9.06E-02,UP00401;3.71E-01,,,
POU1F1,UP00158;9.08E-02,MS00130;3.74E-01,MS00129;6.01E-01,,
Cebpa,MC00122;9.09E-02,,,,
BATF,MC00411;9.12E-02,,,,
MAFA,M01709;9.14E-02,,,,
ZNF784,MS00479;9.17E-02,,,,
Srf,MC00329;9.28E-02,,,,
Pou3f1,UP00129;9.29E-02,,,,
RUNX1,M00082;9.29E-02,MC00312;2.13E-01,,,
RARA,UP00048;9.33E-02,,,,
Hoxb3,UP00137;9.33E-02,,,,
ARX,MS00405;9.34E-02,,,,
IRF4,MC00227;9.41E-02,MS00065;1.51E-01,,,
Mybl1,UP00081;9.43E-02,,,,
FOXO3,MS00380;9.44E-02,MS00378;1.79E-01,,,
Tcf7,MS00054;9.45E-02,,,,
HOXD11,MS00506;9.58E-02,MS00507;7.58E-01,,,
Nr1d1,MC00524;9.79E-02,,,,
Lhx8,UP00184;9.91E-02,MS00548;2.56E-01,MS00549;5.38E-01,MS00550;6.11E-01,
HMBOX1,MS00472;9.94E-02,,,,
Irx3,UP00223;9.95E-02,MS00532;1.04E-01,,,
Hoxc10,MS00517;1.00E-01,MS00518;1.47E-01,,,
Jund,MC00154;1.01E-01,,,,
POU3F1,MS00138;1.01E-01,M00133;4.64E-01,MS00139;5.80E-01,,
ALX4,MS00404;1.02E-01,UP00187;2.78E-01,,,
ELF3,MS00812;1.04E-01,,,,
SPI1,MC00151;1.05E-01,,,,
Ebf1,MC00358;1.05E-01,,,,
HOXD13,MS00510;1.07E-01,MS00511;2.45E-01,,,
PKNOX2,MS00092;1.10E-01,,,,
IKZF2,M01004;1.11E-01,,,,
TEAD1,MS00219;1.12E-01,MS00220;7.71E-01,,,
PHOX2A,MS00591;1.13E-01,UP00221;2.86E-01,,,
Pknox2,MS00093;1.15E-01,,,,
Hoxa11,MS00514;1.16E-01,MS00515;3.81E-01,,,
Meis2,MS00086;1.16E-01,MS00087;3.66E-01,,,
ALX1,M01453;1.17E-01,M00416;5.00E-01,,,
NKX3-1,UP00389;1.17E-01,MS00572;1.22E-01,,,
Myb,MC00408;1.18E-01,,,,
Cdx2,MC00455;1.19E-01,,,,
SOX8,MS00771;1.20E-01,MS00774;7.24E-01,,,
Bcl6,MC00111;1.20E-01,,,,
FOXJ2,MS00366;1.21E-01,,,,
CUX1,M00105;1.21E-01,MS00601;2.84E-01,MS00612;6.65E-01,,
HOMEZ,MS00055;1.23E-01,,,,
Rhox6,M01435;1.24E-01,,,,
FEV,MS00025;1.24E-01,,,,
MSC,MS00807;1.24E-01,,,,
POU3F2,MS00141;1.26E-01,UP00128;3.52E-01,MS00140;7.42E-01,,
ALX3,MS00403;1.27E-01,MS00402;5.00E-01,,,
Olig2,MC00341;1.28E-01,,,,
PRRX1,MS00602;1.28E-01,MS00599;3.46E-01,,,
LMX1B,UP00169;1.33E-01,,,,
CPEB1,MS00732;1.34E-01,,,,
NKX2-2,UP00231;1.34E-01,,,,
MEOX2,MS00553;1.35E-01,MS00554;2.20E-01,MS00552;2.89E-01,,
NFIL3,MS00337;1.36E-01,,,,
ZNF232,MS00728;1.37E-01,,,,
AIRE,M00999;1.39E-01,,,,
MEF2A,M00405;1.40E-01,MC00232;1.66E-01,,,
Nr3c1,MC00396;1.41E-01,,,,
Nkx6-3,UP00238;1.42E-01,,,,
FOXP3,MS00387;1.44E-01,M00992;6.44E-01,,,
Spi1,MC00506;1.44E-01,,,,
TGIF1,MS00094;1.45E-01,,,,
Pax7,MC00258;1.46E-01,UP00248;3.52E-01,,,
NKX2-8,MS00571;1.46E-01,,,,
MEIS1,MC00520;1.46E-01,UP00186;4.69E-01,,,
POU6F1,M00465;1.49E-01,M01479;3.10E-01,,,
EMX2,MS00444;1.50E-01,MS00443;4.03E-01,,,
POU2F2,MS00134;1.53E-01,MC00287;7.63E-01,,,
POU4F3,MS00151;1.55E-01,,,,
FOS,MC00330;1.55E-01,,,,
JUNB,MC00371;1.56E-01,,,,
LHX3,UP00130;1.56E-01,,,,
Uncx,MS00619;1.57E-01,MS00618;1.93E-01,,,
STAT5B,MC00452;1.57E-01,,,,
POU4F1,MS00148;1.57E-01,,,,
DMRT3,M01148;1.57E-01,,,,
HOXC5,UP00252;1.58E-01,,,,
Yy2,M01694;1.58E-01,,,,
HOXA9,UP00213;1.58E-01,,,,
SOX5,UP00091;1.58E-01,,,,
Hoxb8,UP00263;1.60E-01,,,,
ELF5,MS00838;1.60E-01,,,,
ZNF410,MS00412;1.60E-01,,,,
Hsf1,MC00368;1.61E-01,,,,
POU4F2,MS00149;1.62E-01,,,,
HOXD12,MS00836;1.63E-01,MS00837;2.29E-01,,,
SFPI1,MC00513;1.63E-01,,,,
MEIS3,MS00084;1.65E-01,MS00085;3.89E-01,,,
Ppara,MC00134;1.70E-01,,,,
Obox6,M01445;1.70E-01,,,,
Stat1,MC00141;1.71E-01,,,,
GZF1,M01069;1.76E-01,,,,
Creb5,MS00313;1.76E-01,,,,
NR3C1,MC00465;1.77E-01,,,,
GFI1,M01067;1.77E-01,,,,
Sox2,MC00303;1.78E-01,,,,
Meis3,MS00088;1.78E-01,MS00089;3.27E-01,,,
PROP1,MS00597;1.78E-01,,,,
Hmx3,M00433;1.82E-01,,,,
PHOX2B,MS00593;1.82E-01,,,,
LHX6,MS00539;1.83E-01,MS00540;7.70E-01,,,
HMGA1,M00750;1.83E-01,M01010;2.12E-01,,,
Dmrta2,M01150;1.86E-01,,,,
NKX6-2,MS00577;1.87E-01,,,,
ZNF435,MS00730;1.91E-01,,,,
Isx,UP00243;1.93E-01,,,,
HNF1A,MS00476;1.93E-01,,,,
Meox2,MS00563;1.94E-01,,,,
Hoxd8,UP00168;1.95E-01,,,,
BACH1,M00495;1.95E-01,,,,
ID4,MS00261;1.96E-01,,,,
ZBTB12,UP00019;1.97E-01,,,,
Elf5,MS00022;1.99E-01,,,,
NR2F1,MS00657;2.00E-01,MA0017;3.20E-01,,,
MEIS2,MS00083;2.02E-01,,,,
ARID3A,UP00078;2.03E-01,,,,
Lhx9,UP00175;2.03E-01,,,,
CART1,MS00424;2.03E-01,,,,
Nkx6-1,MS00581;2.03E-01,,,,
NKX2-3,MS00566;2.04E-01,UP00190;2.86E-01,,,
T,MS00218;2.04E-01,,,,
Dbx1,M01483;2.06E-01,,,,
MAFF,MS00326;2.06E-01,,,,
ONECUT1,MS00667;2.08E-01,,,,
Sox1,UP00069;2.09E-01,MS00800;3.70E-01,MS00802;9.69E-01,,
ZSCAN4,MS00490;2.10E-01,,,,
ONECUT2,MS00679;2.11E-01,,,,
SIX5,MC00334;2.15E-01,,,,
HOXA3,UP00391;2.15E-01,,,,
Sox17,MS00797;2.15E-01,UP00014;2.71E-01,,,
SOX14,MS00748;2.15E-01,,,,
VSX1,MS00626;2.16E-01,,,,
SIX6,UP00388;2.20E-01,,,,
MNX1,MS00557;2.20E-01,,,,
CDX1,MS00425;2.20E-01,,,,
IRF8,MS00072;2.25E-01,,,,
PAX7,MS00126;2.26E-01,,,,
Tp53,MS00717;2.35E-01,MS00718;9.53E-01,,,
TCF7L1,MS00053;2.36E-01,,,,
BARHL2,MS00414;2.38E-01,UP00145;5.25E-01,MS00416;8.89E-01,,
Meis1,MC00507;2.39E-01,,,,
Foxc1,MS00388;2.43E-01,,,,
SOX10,MA0442;2.45E-01,MS00740;3.79E-01,MS00744;7.18E-01,,
OLIG3,MS00280;2.46E-01,,,,
GATA4,M00632;2.50E-01,,,,
POU5F1,MC00378;2.51E-01,,,,
Stat5b,MC00204;2.52E-01,,,,
LHX9,MS00542;2.52E-01,MS00541;3.03E-01,,,
