Transcription Factor,1st Sample p-value,2nd Sample p-value,3rd Sample p-value,4th Sample p-value,5th Sample p-value
FOS,1740;1.57E-05,46005;3.91E-04,46007;1.47E-03,45853;3.41E-03,45999;3.86E-03
TEAD4,46348;2.83E-05,55297;4.51E-05,41389;3.54E-04,56543;4.38E-04,41391;7.12E-04
GRHL2,35315;3.60E-05,35317;3.02E-04,35323;6.03E-04,73183;9.48E-04,68002;8.54E-03
NFE2L2,62958;3.92E-05,62959;3.23E-04,38911;1.86E-01,38909;4.09E-01,64299;4.56E-01
BHLHE40,64946;3.92E-05,64945;8.75E-04,42813;5.46E-01,7302;7.08E-01,45557;8.62E-01
RXRA,46356;4.54E-05,5883;2.15E-01,5452;2.87E-01,5453;4.10E-01,36820;4.22E-01
FOSL1,75045;4.95E-05,47287;2.52E-03,42825;5.77E-01,46296;9.36E-01,46175;9.47E-01
HES2,64836;5.12E-05,64243;4.22E-04,64929;1.53E-03,62646;1.82E-03,64541;4.83E-03
TFAP2A,56821;5.42E-05,56820;4.63E-04,56819;5.72E-03,44122;2.07E-02,36958;2.24E-02
DAXX,54104;5.68E-05,54105;2.07E-02,,,
TCF12,46362;7.06E-05,35481;2.77E-01,46085;2.83E-01,37389;2.94E-01,46321;4.29E-01
SMAD4,47582;7.26E-05,47581;8.71E-02,74641;3.01E-01,1086;3.51E-01,74674;4.27E-01
NCAPG,54622;1.06E-04,54625;1.57E-03,54623;8.47E-03,54649;3.37E-01,54624;4.06E-01
T,55895;1.17E-04,74832;1.34E-02,74831;1.99E-02,74830;5.32E-02,51602;1.20E-01
NFIC,46343;1.28E-04,46101;1.35E-03,46240;9.82E-01,46111;9.98E-01,
BRD4,75854;1.28E-04,67805;5.13E-04,68715;2.07E-03,68711;3.40E-03,67806;3.54E-03
KDM1A,48802;1.32E-04,35568;3.54E-02,58582;2.11E-01,50114;2.50E-01,68118;2.51E-01
None,77507;1.55E-04,77505;5.41E-02,77504;1.98E-01,77506;2.65E-01,
MYOD1,36075;1.83E-04,36077;6.32E-04,75839;6.90E-02,42734;5.30E-01,
WWTR1,55294;2.31E-04,55293;4.12E-03,56544;2.51E-01,,
TP73,6544;2.43E-04,6543;1.58E-03,6546;6.89E-03,6545;1.98E-01,74649;5.43E-01
MAML3,76421;2.46E-04,76420;1.16E-02,76422;1.28E-02,76419;1.86E-02,
OTX2,50896;2.68E-04,74345;1.14E-02,74361;3.11E-02,74344;2.03E-01,51524;2.92E-01
CREBBP,2749;2.82E-04,2748;6.38E-03,50402;8.29E-03,2750;3.48E-02,50403;4.41E-02
SMC1A,56558;2.84E-04,56557;4.03E-03,75570;8.55E-03,75568;4.69E-02,75569;1.70E-01
FOXA1,40376;3.28E-04,56665;3.39E-04,2320;4.99E-04,6570;2.88E-03,35473;3.97E-03
SMARCA4,64633;3.84E-04,64634;5.18E-04,72129;1.52E-02,67498;3.20E-02,72102;3.83E-02
PBX3,46358;4.13E-04,56901;1.10E-02,46082;9.97E-01,46121;1.00E+00,42859;1.00E+00
FAIRE,37605;4.24E-04,37580;1.88E-02,36031;8.31E-02,38485;2.51E-01,33604;4.88E-01
ATF3,32784;4.32E-04,63684;5.58E-01,68463;8.59E-01,68464;8.83E-01,62976;9.37E-01
CTCFL,55779;4.66E-04,55785;6.06E-03,55784;5.02E-02,42819;2.21E-01,55787;5.18E-01
GREB1,36811;5.11E-04,36810;6.84E-04,36802;7.64E-02,36822;1.62E-01,36806;2.09E-01
TFAP2C,9508;6.24E-04,9510;2.10E-02,39978;7.41E-02,49630;1.77E-01,9507;2.70E-01
PPARG,4495;6.85E-04,50408;2.50E-03,4494;3.45E-03,50409;4.55E-02,55126;6.00E-02
HIRA,36026;7.54E-04,50172;1.87E-01,50178;4.73E-01,50174;5.31E-01,71032;6.08E-01
CREB1,5548;7.83E-04,5551;2.56E-01,5554;2.59E-01,5552;5.06E-01,5550;7.62E-01
GATA4,72959;8.18E-04,72912;1.46E-03,72928;1.46E-03,72934;9.00E-03,47594;1.85E-02
MEF2A,46352;8.34E-04,38847;5.44E-01,46283;6.85E-01,46123;9.99E-01,
NEUROD1,70118;8.86E-04,70117;6.39E-02,74357;9.40E-01,74341;9.94E-01,74342;9.96E-01
EWSR1,58995;9.62E-04,71840;5.33E-01,,,
MAX,33197;1.05E-03,46349;1.71E-03,37173;5.29E-02,46180;9.92E-02,46094;3.31E-01
ZNF92,49482;1.10E-03,,,,
MEF2B,53874;1.16E-03,53873;5.08E-03,53878;6.50E-03,53876;1.51E-02,55547;1.73E-01
MED12,41516;1.25E-03,70967;3.80E-01,2241;5.11E-01,2240;8.84E-01,38653;9.97E-01
RELA,68224;1.38E-03,74385;2.42E-03,1336;1.74E-02,41269;1.82E-02,53598;2.64E-02
EHF,50820;1.65E-03,76283;1.32E-01,76282;2.16E-01,50819;4.53E-01,38657;9.91E-01
CEBPA,3006;1.67E-03,41167;2.27E-02,8446;2.71E-01,1375;3.40E-01,49736;4.72E-01
HSF1,37130;1.68E-03,37126;6.77E-03,54574;2.84E-02,54573;3.01E-02,35056;6.89E-02
TAL1,44435;1.76E-03,44433;1.88E-02,4615;6.99E-02,47078;1.12E-01,35482;1.14E-01
NKX2-1,36411;1.82E-03,35471;5.47E-02,74050;2.73E-01,38674;5.03E-01,74049;5.03E-01
TLE3,36814;1.94E-03,,,,
GATA6,51481;2.07E-03,362;2.59E-02,47599;2.69E-02,47432;4.65E-02,43163;6.16E-02
MED1,49632;2.12E-03,53592;1.27E-02,53595;2.32E-02,50691;3.70E-02,71865;6.23E-02
SMARCC1,72099;2.20E-03,72126;4.22E-03,72120;1.30E-02,72101;6.92E-02,72122;9.12E-02
SIX2,69249;2.38E-03,69247;6.18E-03,67425;2.20E-02,69246;2.20E-02,69248;2.91E-02
5HMC,55290;2.63E-03,44875;6.02E-02,44874;8.92E-02,70102;1.43E-01,55285;6.35E-01
IRF5,33481;2.87E-03,37189;3.98E-01,37190;5.33E-01,37185;6.73E-01,37183;7.43E-01
FLI1,49882;2.89E-03,5441;1.02E-02,49863;4.18E-02,49872;4.66E-02,49847;9.70E-02
GLIS2,38768;2.89E-03,63826;8.40E-01,63825;8.91E-01,,
CHRM2,52574;3.11E-03,39012;4.13E-02,52573;5.00E-02,34675;2.95E-01,56276;3.25E-01
CBX3,46209;3.49E-03,9236;1.60E-01,9231;2.49E-01,9237;2.84E-01,9232;4.03E-01
BRD1,56282;3.58E-03,56281;3.63E-01,56280;7.73E-01,56279;8.22E-01,41574;9.99E-01
KDM6B,48442;3.62E-03,48443;1.06E-02,48577;8.33E-01,48576;9.74E-01,
VDR,39364;3.91E-03,39367;5.10E-02,5450;2.97E-01,39360;3.79E-01,70543;5.03E-01
AGO1,48609;3.92E-03,48610;4.54E-01,48601;8.60E-01,48594;8.60E-01,44026;9.38E-01
MYNN,65124;4.00E-03,64295;2.59E-01,64294;6.83E-01,64370;7.92E-01,64369;9.89E-01
H2AFX,56132;4.16E-03,56129;1.00E-02,56131;4.61E-02,76138;4.94E-01,77447;5.16E-01
ASCL1,49728;4.95E-03,70121;8.42E-03,49726;1.14E-02,49725;1.53E-02,41850;2.29E-02
REPIN1,37565;5.30E-03,35828;2.56E-01,39776;8.91E-01,39781;9.12E-01,39779;9.98E-01
ESRRA,67367;5.34E-03,38664;8.00E-01,45796;8.98E-01,45627;9.99E-01,
KDM5B,47273;5.43E-03,47285;6.04E-02,45238;1.51E-01,8814;2.82E-01,8792;9.19E-01
CARM1,5563;5.50E-03,5564;1.00E+00,,,
POU5F1,4924;5.59E-03,39513;9.02E-02,51542;3.39E-01,49996;3.73E-01,33866;4.30E-01
SUMO2,35725;6.06E-03,35704;1.67E-02,51868;3.21E-01,55725;4.70E-01,55346;6.79E-01
LMNA,34444;6.06E-03,56290;3.88E-01,34462;4.61E-01,44490;4.67E-01,34446;4.67E-01
TSC22D4,74642;6.08E-03,64520;2.05E-01,64519;2.48E-01,74679;5.91E-01,74646;8.00E-01
NIPBL,71866;6.26E-03,71878;1.07E-01,71869;1.95E-01,71875;2.66E-01,71862;6.83E-01
ZBTB17,47490;6.54E-03,49276;7.24E-02,49279;2.83E-01,47489;2.99E-01,54514;3.88E-01
CHD8,53399;6.62E-03,53397;7.58E-01,53398;9.92E-01,51104;9.95E-01,53400;9.96E-01
EOMES,1006;6.66E-03,51448;4.58E-01,38649;5.09E-01,51445;8.17E-01,
GLIS1,65214;7.17E-03,63690;2.06E-02,63689;4.46E-01,38673;9.26E-01,
BANF1,58186;7.32E-03,58187;1.51E-02,58188;4.12E-02,,
STAT3,46002;7.37E-03,45997;2.07E-02,71234;3.11E-02,34236;6.21E-02,46006;1.50E-01
GATA2,1743;7.46E-03,45852;2.96E-02,1742;6.02E-02,67747;8.87E-02,67740;2.25E-01
KLF4,33718;7.64E-03,63140;1.16E-01,63139;1.54E-01,36821;4.20E-01,48552;5.57E-01
NR2F1,56817;8.49E-03,38640;5.10E-01,56818;6.83E-01,35628;7.94E-01,64996;8.48E-01
EGR2,65179;8.80E-03,65147;2.97E-02,42823;5.32E-01,64861;6.87E-01,64860;7.62E-01
ETV4,5924;9.06E-03,38770;5.50E-01,64317;9.94E-01,64318;9.96E-01,
BAHD1,57662;9.32E-03,57661;1.95E-01,57659;5.73E-01,,
MYC,67585;9.96E-03,33720;3.53E-02,70561;8.67E-02,42733;1.22E-01,46008;1.38E-01
TCF7L2,43061;9.98E-03,45825;8.25E-02,45782;1.87E-01,38795;2.59E-01,45751;3.34E-01
CALU,76279;1.07E-02,76278;5.26E-02,,,
RARG,49618;1.09E-02,49617;8.97E-02,49619;1.11E-01,49622;2.20E-01,49623;3.33E-01
SOX11,47710;1.12E-02,47711;8.97E-01,,,
TP53,50361;1.13E-02,33075;1.24E-02,69456;1.37E-02,2792;1.68E-02,2795;2.32E-02
RCOR1,45869;1.20E-02,48801;1.16E-01,35580;4.04E-01,35565;4.67E-01,35572;4.77E-01
MEIS2,38849;1.29E-02,,,,
SRF,51590;1.36E-02,51591;4.92E-01,51595;7.09E-01,51596;8.01E-01,46167;9.03E-01
ZNF800,64714;1.37E-02,64713;2.14E-01,,,
KLF9,49949;1.38E-02,62799;4.87E-01,62800;8.94E-01,49951;9.80E-01,62637;9.96E-01
SOX2,44224;1.43E-02,44233;4.98E-02,58179;5.05E-02,58178;9.08E-02,44230;9.48E-02
APOBEC3B,56126;1.85E-02,56127;4.11E-01,,,
NCAPG2,54631;1.94E-02,54630;1.37E-01,,,
KDM2B,58086;1.96E-02,58062;3.35E-02,68020;1.95E-01,68018;3.27E-01,58083;3.70E-01
GATA1,67774;1.97E-02,8410;1.16E-01,8411;1.19E-01,2000;2.01E-01,8459;2.62E-01
TERC,32848;2.05E-02,32850;6.67E-02,32856;1.44E-01,32853;5.90E-01,
ZNF467,65062;2.12E-02,,,,
SOX10,52549;2.15E-02,,,,
SOX4,47591;2.35E-02,38749;6.10E-01,71747;8.61E-01,71746;9.64E-01,71748;9.80E-01
SMAD1,8414;2.41E-02,51559;1.05E-01,51561;2.11E-01,51557;2.20E-01,8413;3.02E-01
LYL1,59002;2.54E-02,59007;2.73E-01,36247;3.29E-01,53308;3.29E-01,59005;7.20E-01
REST,46377;2.55E-02,48307;1.70E-01,48296;1.94E-01,48303;2.16E-01,47858;2.58E-01
HNF4A,54674;2.58E-02,54673;3.46E-02,54666;4.12E-02,1449;6.30E-02,42920;1.04E-01
STAT1,1357;2.80E-02,1361;2.34E-01,1360;4.22E-01,1350;4.77E-01,1359;5.06E-01
IKZF2,64555;2.84E-02,64556;7.62E-02,,,
EGR3,65186;2.99E-02,,,,
SOX15,57945;3.04E-02,,,,
598-SKD,49466;3.14E-02,49468;8.83E-02,49462;2.85E-01,55221;4.96E-01,55220;5.25E-01
ATF4,54129;3.21E-02,55518;1.67E-01,54139;3.84E-01,55516;4.46E-01,54135;5.53E-01
ZNF613,77077;3.26E-02,,,,
AFF4,38227;3.27E-02,55640;1.89E-01,55639;3.40E-01,1140;3.68E-01,1141;6.01E-01
EZH2,50380;3.36E-02,41817;5.31E-02,45294;5.70E-02,41825;9.20E-02,35636;1.19E-01
RNF2,5603;3.37E-02,5768;5.02E-02,8798;1.07E-01,45391;1.07E-01,5771;2.07E-01
E2F1,75043;3.47E-02,2281;4.22E-01,75923;5.13E-01,53953;6.89E-01,67454;8.01E-01
ZMYM3,74654;3.47E-02,64657;8.71E-02,74677;1.05E-01,74656;1.15E-01,74669;1.76E-01
BCL6,51245;3.62E-02,39520;4.79E-01,35524;9.35E-01,58303;9.50E-01,41482;9.86E-01
SUZ12,38163;3.64E-02,68960;1.06E-01,74214;2.56E-01,34333;2.90E-01,74199;3.12E-01
ZBTB33,63844;3.70E-02,63843;1.63E-01,48276;7.16E-01,46357;8.53E-01,46229;9.10E-01
HIF1A,49446;3.98E-02,47092;2.03E-01,47082;2.67E-01,67700;3.80E-01,47089;3.82E-01
JARID2,41797;4.12E-02,41816;8.68E-02,41808;1.42E-01,41790;2.21E-01,41828;2.95E-01
RARA,49621;4.25E-02,49614;4.51E-02,49620;7.85E-02,49616;9.20E-02,67429;1.08E-01
MAZ,45867;4.28E-02,65115;1.01E-01,38683;6.35E-01,74571;8.37E-01,45924;9.67E-01
JMJD6,43063;4.30E-02,43089;1.16E-01,74836;9.21E-01,43064;9.50E-01,74843;9.56E-01
TBX5,72917;4.51E-02,72942;5.88E-02,72923;8.71E-02,72907;8.71E-02,72948;1.62E-01
OLFM2,74119;4.56E-02,74120;1.50E-01,,,
PAX6,51532;4.58E-02,71776;6.16E-01,50898;6.85E-01,71777;9.51E-01,
CDX2,5460;4.59E-02,75366;2.30E-01,5461;3.09E-01,51437;3.78E-01,36710;4.58E-01
ZEB1,67610;4.61E-02,64829;9.59E-01,64828;9.80E-01,46245;9.99E-01,46139;9.99E-01
NANOG,4933;4.78E-02,4932;6.26E-02,71759;7.67E-02,71760;2.05E-01,51516;3.18E-01
ZNF41,65091;5.08E-02,65088;3.58E-01,,,
PDX1,49200;5.10E-02,38760;6.99E-01,52147;7.69E-01,,
ZFP3,62817;5.21E-02,62818;6.68E-02,,,
ZBTB48,65155;5.27E-02,75277;4.24E-01,75280;4.70E-01,75279;5.86E-01,75278;6.57E-01
EGR1,4;5.29E-02,1982;6.94E-01,46298;8.87E-01,46086;9.02E-01,38684;9.11E-01
RUNX2,5373;5.36E-02,74546;6.11E-01,74117;9.37E-01,74116;9.81E-01,
ZNF7,77029;5.39E-02,,,,
RXRG,4516;5.39E-02,4515;2.34E-01,2466;4.54E-01,2814;5.04E-01,2467;8.02E-01
TIAM1,77366;5.46E-02,,,,
TCF4,11;5.62E-02,5456;1.01E-01,5457;1.16E-01,54669;1.16E-01,54667;1.23E-01
NR5A2,41515;5.75E-02,33220;2.29E-01,42705;5.33E-01,51512;8.84E-01,
DPF2,63061;5.79E-02,63060;1.42E-01,64319;9.34E-01,64320;9.44E-01,
EHMT2,34535;5.80E-02,56448;2.51E-01,56456;4.39E-01,52585;4.67E-01,56455;5.80E-01
FOXA2,55322;5.90E-02,37366;1.27E-01,51459;1.35E-01,3262;1.50E-01,42655;2.62E-01
KMT2B,42906;6.17E-02,42732;4.80E-01,,,
DLX2,38854;6.22E-02,,,,
SOX9,38809;6.45E-02,54616;3.59E-01,72770;5.33E-01,42747;9.98E-01,53493;1.00E+00
HOTAIR,32854;6.59E-02,32847;7.49E-02,32852;2.33E-01,32849;4.24E-01,
MEF2C,37088;6.79E-02,37087;4.50E-01,38851;4.54E-01,46144;9.95E-01,
ZNF282,77149;6.88E-02,77148;3.76E-01,,,
HJURP,52054;6.97E-02,52055;4.81E-01,,,
ZNF768,65118;7.19E-02,,,,
TSHZ1,63015;7.19E-02,42874;4.54E-01,63014;5.12E-01,,
RFX1,64525;7.26E-02,64526;1.09E-01,62623;8.98E-01,62624;9.85E-01,62593;9.97E-01
ZNF780A,77041;7.31E-02,,,,
ZNF436,65128;7.32E-02,,,,
STAG1,2397;7.41E-02,8673;3.90E-01,69623;5.22E-01,1493;7.55E-01,42846;8.86E-01
ZNF205,77162;7.46E-02,,,,
SP1,65151;7.74E-02,5391;3.69E-01,5390;5.03E-01,64350;5.29E-01,5393;5.31E-01
MITF,50897;7.79E-02,42731;1.35E-01,42179;2.89E-01,42178;2.93E-01,50900;4.87E-01
ZNF263,65140;7.82E-02,42885;3.62E-01,73965;4.68E-01,2157;6.88E-01,2158;8.66E-01
NCOR1,45405;7.85E-02,8785;9.54E-02,39656;1.82E-01,39655;5.17E-01,35091;9.02E-01
KRAB,56847;7.90E-02,56845;4.13E-01,56853;4.19E-01,56842;4.36E-01,56851;4.41E-01
FANCD2,36114;8.06E-02,36113;7.24E-01,,,
BRDU,35293;8.08E-02,35289;9.17E-02,35295;3.03E-01,35290;3.44E-01,35291;5.21E-01
MYOG,75838;8.08E-02,,,,
POLR2M,5662;8.31E-02,5569;9.85E-01,5570;1.00E+00,,
MAF,50111;8.37E-02,58809;1.00E+00,58808;1.00E+00,58807;1.00E+00,
ZNF22,65176;8.37E-02,65177;2.71E-01,65172;4.88E-01,65173;5.13E-01,65178;9.32E-01
KLF5,42939;8.46E-02,47597;1.30E-01,42949;3.46E-01,42955;5.76E-01,47593;6.13E-01
H3F3A,62796;8.56E-02,63916;1.94E-01,64975;2.80E-01,64976;3.58E-01,62961;3.87E-01
ZNF431,77125;8.68E-02,,,,
EBF3,76847;8.86E-02,76848;9.30E-02,76849;1.06E-01,76846;3.98E-01,76845;5.03E-01
ZBTB26,65121;8.91E-02,65120;9.17E-01,,,
TERF2,50971;8.95E-02,42791;4.77E-01,18;5.10E-01,74280;5.47E-01,74279;5.55E-01
ZBTB14,65146;9.08E-02,,,,
ZNF707,73931;9.09E-02,64673;1.19E-01,64674;1.44E-01,,
LIN9,5888;9.24E-02,38707;4.94E-01,5889;8.57E-01,,
SPI1,50730;9.40E-02,48624;9.81E-02,55397;1.20E-01,55389;1.45E-01,48706;1.50E-01
ZNF300,77142;9.45E-02,,,,
GLI2,76995;9.71E-02,38718;9.55E-01,42715;9.99E-01,,
PMEL,76416;9.94E-02,76415;1.37E-01,76009;4.76E-01,76413;9.59E-01,76414;1.00E+00
ZBTB12,65169;9.98E-02,65167;4.12E-01,65175;5.03E-01,65109;5.04E-01,65168;7.09E-01
FOXM1,57119;1.00E-01,39495;1.10E-01,34998;3.65E-01,39484;3.94E-01,46093;4.05E-01
GTF2I,50697;1.01E-01,50708;1.22E-01,50694;2.19E-01,50715;2.29E-01,50713;2.45E-01
PAX3,2655;1.01E-01,2654;1.15E-01,2650;4.67E-01,2651;5.58E-01,
CRY1,68102;1.02E-01,,,,
MBD3,41402;1.06E-01,59412;2.73E-01,59413;2.98E-01,41400;4.15E-01,71070;4.47E-01
DNMT1,54106;1.06E-01,32824;4.54E-01,32826;4.54E-01,54107;5.22E-01,65040;8.02E-01
ZNF669,65100;1.08E-01,73934;1.82E-01,,,
ZNF750,48799;1.08E-01,,,,
PSMA7,69620;1.08E-01,69626;7.75E-01,,,
DPPA2,43668;1.09E-01,,,,
CBFB,37604;1.09E-01,38665;5.02E-01,74545;7.34E-01,37606;8.44E-01,37607;9.13E-01
POLR2B,36356;1.10E-01,9216;9.99E-01,,,
SNAI2,48332;1.11E-01,48337;1.84E-01,48341;2.01E-01,48343;3.50E-01,48331;4.51E-01
TET2,70097;1.12E-01,70099;3.07E-01,70094;3.35E-01,55283;4.54E-01,68663;4.86E-01
PRDM6,65125;1.12E-01,,,,
7SK,43084;1.12E-01,43086;5.11E-01,43087;6.42E-01,43085;7.67E-01,43088;9.92E-01
DDX5,49196;1.14E-01,1208;9.79E-01,,,
GRHL3,74688;1.14E-01,74687;2.93E-01,33916;4.54E-01,,
TCF7L1,70803;1.15E-01,37385;1.94E-01,9193;4.23E-01,70800;4.54E-01,70801;4.67E-01
NFIA,77267;1.17E-01,77263;5.08E-01,,,
CUX1,62547;1.18E-01,38700;3.48E-01,74938;3.83E-01,74935;6.53E-01,74936;6.67E-01
RBPJ,42863;1.19E-01,54549;4.11E-01,73406;4.13E-01,54548;5.80E-01,1793;6.78E-01
DUX4,68379;1.20E-01,5822;4.58E-01,5823;6.55E-01,59381;9.18E-01,
5MC,55287;1.21E-01,55284;2.83E-01,55289;3.02E-01,70101;5.96E-01,
ERG,38659;1.22E-01,37635;1.82E-01,33459;3.54E-01,49936;4.54E-01,47407;4.57E-01
HBG1 |  HBG2,52211;1.22E-01,52213;4.77E-01,52212;4.94E-01,,
RAC3,5562;1.23E-01,,,,
RUNX1,37386;1.23E-01,68021;1.45E-01,35483;1.86E-01,68022;2.04E-01,51753;2.23E-01
SMAD2/3,51567;1.24E-01,1080;3.97E-01,1081;4.16E-01,51565;4.43E-01,51566;6.02E-01
ZNF341,62931;1.28E-01,65129;4.20E-01,62930;8.63E-01,,
HDAC6,8778;1.29E-01,45379;3.33E-01,45235;3.70E-01,8811;3.70E-01,4127;5.19E-01
TET3,43669;1.31E-01,39719;9.37E-01,33988;9.74E-01,,
KLF10,75163;1.33E-01,75165;1.56E-01,75164;2.23E-01,38720;9.73E-01,74639;9.99E-01
SCRT1,65135;1.34E-01,64012;8.05E-01,64013;9.14E-01,,
DNMT3A,70179;1.36E-01,70175;2.12E-01,70226;2.19E-01,32825;4.54E-01,32838;4.94E-01
ZNF217,45978;1.37E-01,42884;3.38E-01,,,
MYBL2,5890;1.38E-01,5891;5.44E-01,38735;5.79E-01,56251;8.04E-01,46241;1.00E+00
TCF7,50135;1.41E-01,63591;1.81E-01,50139;1.98E-01,50136;2.99E-01,50134;5.33E-01
SF1,33853;1.43E-01,33850;2.26E-01,33851;2.97E-01,33852;4.60E-01,
WDR5,48249;1.43E-01,72758;4.82E-01,72759;5.50E-01,33917;5.97E-01,52434;6.97E-01
ZMYND11,41756;1.47E-01,41755;4.15E-01,41757;5.51E-01,77242;5.83E-01,
HOXA10,38791;1.50E-01,,,,
CDK9,57093;1.50E-01,68830;3.31E-01,55643;3.83E-01,55644;4.77E-01,33883;5.60E-01
EBF1,48181;1.50E-01,48179;2.62E-01,46129;8.72E-01,45656;9.95E-01,59345;9.96E-01
PRKDC,48354;1.51E-01,48353;3.50E-01,49634;4.51E-01,49638;4.54E-01,49637;4.67E-01
PBX1,42796;1.52E-01,35658;6.54E-01,,,
AGO2,54118;1.52E-01,54116;3.04E-01,54115;3.24E-01,54114;6.23E-01,44027;8.95E-01
NFE2L1,63895;1.55E-01,63894;4.15E-01,64080;4.23E-01,42844;4.54E-01,64081;8.64E-01
ZNF582,65080;1.56E-01,65083;2.60E-01,73939;7.42E-01,,
TEAD1 |  TEAD4,56245;1.57E-01,,,,
MEIS1,4401;1.58E-01,9324;2.95E-01,9322;3.03E-01,4400;3.28E-01,4402;3.29E-01
ETV5,38759;1.60E-01,42714;9.93E-01,,,
ZNF433,77123;1.65E-01,,,,
ZNF565,77087;1.67E-01,,,,
CEBPG,62690;1.69E-01,62691;5.17E-01,64053;7.63E-01,38690;8.27E-01,64052;9.25E-01
CBFA2T3,47100;1.69E-01,,,,
TFAP4,74432;1.69E-01,62716;3.28E-01,62715;9.95E-01,74431;9.99E-01,
PCGF2,8552;1.75E-01,48355;3.60E-01,57666;5.39E-01,48356;7.50E-01,
ZNF28,77143;1.76E-01,,,,
HNF1B,51498;1.79E-01,67613;2.47E-01,51499;4.12E-01,42668;4.37E-01,51500;7.68E-01
RFX2,42930;1.79E-01,42944;3.08E-01,38761;7.79E-01,,
CCNT1,76473;1.81E-01,76475;3.51E-01,76474;4.42E-01,76472;5.03E-01,76477;5.40E-01
SCML2,49257;1.83E-01,49265;4.49E-01,50008;4.54E-01,49249;4.54E-01,49253;4.67E-01
HES1,74644;1.85E-01,38702;3.13E-01,49475;4.48E-01,62672;7.65E-01,
MYB,38685;1.85E-01,58806;9.48E-01,75136;9.95E-01,50571;9.95E-01,50573;9.95E-01
ZNF175,62714;1.86E-01,62713;3.44E-01,65070;5.21E-01,62529;9.83E-01,62530;9.92E-01
IL1B,74398;1.86E-01,74388;3.44E-01,74383;3.47E-01,74381;3.71E-01,74393;5.01E-01
KLF11,50412;1.88E-01,42728;5.19E-01,50413;6.63E-01,50414;7.69E-01,50415;8.59E-01
PRDM1,51436;1.90E-01,51434;3.64E-01,62701;4.41E-01,51435;4.43E-01,65133;4.93E-01
ZNF792,73927;1.94E-01,64201;3.86E-01,64200;8.53E-01,,
BRF2,1198;1.95E-01,45921;1.97E-01,45739;4.88E-01,36360;6.34E-01,
ZBTB49,64872;1.95E-01,64871;6.19E-01,,,
HIST1H1B,35962;1.97E-01,70103;4.88E-01,35963;5.30E-01,,
ZNF165,58061;1.97E-01,,,,
YBX1,64544;2.01E-01,64543;2.65E-01,42876;3.32E-01,62742;4.11E-01,64704;4.40E-01
ZNF292,63049;2.02E-01,63050;7.73E-01,,,
ZNF304,77140;2.02E-01,,,,
SFPQ,41424;2.05E-01,41423;6.29E-01,49154;6.61E-01,,
UBE2I,35717;2.05E-01,35703;2.82E-01,,,
