Gene,Protein,category_PDL_Time18,category_PDL_Time25,category_PDL_Time32,category_PDL_Time33,category_PDL_Time37,category_PDL_Time46,category_PDL_Time50,category_PDLPval_Time,category_PDLlocalFDR_Time,category_PDLPval_Category,category_PDLlocalFDR_Category,category_hTERT_Time18,category_hTERT_Time25,category_hTERT_Time32,category_hTERT_Time33,category_hTERT_Time37,category_hTERT_Time46,category_hTERT_Time50,category_hTERTPval_Time,category_hTERTlocalFDR_Time,category_hTERTPval_Category,category_hTERTlocalFDR_Category
FABP3,sp|P05413|FABPH-HUMAN,-1.11955,-1.01257,-0.905585,-0.890302,-0.82917,-0.691623,-0.630491,0.145120433904203,0.191575593562013,0.00000000458935620573863,0.0000000182801095348233,0.298615,0.357438,0.416261,0.424665,0.458278,0.533908,0.567521,0.420226792492482,0.726863862985026,,
ANKHD1,tr|E9PDP5|E9PDP5-HUMAN,0.394259,0.157378,-0.079504,-0.113344,-0.248705,-0.553267,-0.688628,0.000000165456538239059,0.0000008154327841274,0.0000325473101699561,0.0000697463971827017,0.24827,0.18835,0.128431,0.119871,0.0856311,0.00859168,-0.0256481,0.10281385935408,0.365200936698851,,
ATP11A,tr|E9PEJ6|E9PEJ6-HUMAN,-0.373137,-0.179208,0.0147211,0.0424253,0.153242,0.402579,0.513396,0.000000000024278432604301,0.000000000453181026405384,0.00000000655497346829478,0.0000000254391457706844,0.0484767,0.018187,-0.0121026,-0.0164297,-0.0337381,-0.072682,-0.0899903,0.14444590487058,0.433650829498317,,
DENND3,tr|E9PF32|E9PF32-HUMAN,-0.932266,-0.669026,-0.405785,-0.368179,-0.217756,0.120696,0.27112,0.000000000310893269798652,0.00000000377203531685969,0.00000000326631425371406,0.0000000132915638717994,-0.0428915,0.0570085,0.156908,0.17118,0.228265,0.356708,0.413794,0.002390887244424,0.0420732276351788,,
CAMK2D,tr|E9PF82|E9PF82-HUMAN,0.0759997,0.224827,0.373654,0.394915,0.479959,0.671309,0.756353,0.000000197149010385337,0.000000955789182315034,5.20189925008405e-18,3.59684627005154e-16,-0.371189,-0.387548,-0.403906,-0.406243,-0.41559,-0.436623,-0.44597,0.484942449874274,0.776328876786577,,
FOXP1,tr|E9PFD3|E9PFD3-HUMAN,0.589864,0.185948,-0.217967,-0.275669,-0.506478,-1.0258,-1.25661,0.000000000000385907345904588,0.0000000000203340093519212,0.0000000000163692576660055,0.000000000110336933434383,0.259445,0.23675,0.214054,0.210812,0.197843,0.168663,0.155694,0.534465846429647,0.808458167632108,,
FCHSD2,tr|E9PG19|E9PG19-HUMAN,0.0233318,0.0494766,0.0756214,0.0793564,0.0942963,0.127911,0.142851,0.303542091875363,0.366709284922543,0.393274005604008,0.431793716910289,-0.112968,-0.0411096,0.0307488,0.0410143,0.0820763,0.174466,0.215528,0.00715462594412931,0.0816027488384189,,
SRI,tr|E9PG82|E9PG82-HUMAN,-0.150696,-0.0218474,0.107001,0.125408,0.199036,0.364699,0.438326,0.447933846021349,0.511694498781325,0.401579073804921,0.44014746696246,0.319005,0.110709,-0.097586,-0.127342,-0.246368,-0.514177,-0.633203,0.389149026705434,0.703183411569914,,
MAP1A,tr|E9PGC8|E9PGC8-HUMAN,-0.332155,-0.0660268,0.200102,0.23812,0.390194,0.732359,0.884432,0.0000000000679126325853685,0.00000000107598347950117,0.0000000000000493680699927432,0.000000000000727193248247739,-0.4148,-0.410321,-0.405842,-0.405202,-0.402643,-0.396884,-0.394325,0.878135129361874,0.961713651996374,,
SLC25A44,tr|E9PGQ0|E9PGQ0-HUMAN,-0.559787,-0.420157,-0.280528,-0.260581,-0.180793,-0.00126992,0.0785182,0.0000736520433233622,0.000200219779329222,0.0000189137896136045,0.0000419039053404725,-0.00367775,0.0460629,0.0958035,0.102909,0.131333,0.195285,0.223708,0.0770281994447499,0.313449703036204,,
TCF4,tr|E9PH57|E9PH57-HUMAN,-0.0144038,-0.337674,-0.660944,-0.707125,-0.891851,-1.30748,-1.49221,0.00000847080799719455,0.0000279560918189445,0.0000000000544545391778692,0.000000000324370352557579,0.156842,0.26846,0.380079,0.396025,0.459807,0.603317,0.667099,0.0456014064684805,0.236496383040415,,
POLR3D,sp|P05423|RPC4-HUMAN,0.0510781,-0.013019,-0.0771162,-0.0862729,-0.1229,-0.205311,-0.241937,0.00998595500959476,0.0174725789646059,0.0000514929199717945,0.00010713362253157,0.131727,0.135636,0.139545,0.140104,0.142338,0.147363,0.149597,0.869591498689261,0.959509377372944,,
CYP20A1,tr|E9PHG5|E9PHG5-HUMAN,0.376589,0.309643,0.242697,0.233133,0.194878,0.108805,0.0705498,0.00309575808483133,0.00601855055876654,0.000000204771693339847,0.000000607920085089096,0.00503461,-0.0404382,-0.0859109,-0.0924071,-0.118391,-0.176857,-0.202841,0.0386568946205575,0.216373419827877,,
SPCS2,tr|E9PI68|E9PI68-HUMAN,-0.0488551,-0.0480601,-0.047265,-0.0471514,-0.0466971,-0.0456748,-0.0452205,0.981587818990947,0.985220559368186,0.329740797085397,0.36850562233965,-0.0474974,-0.0869373,-0.126377,-0.132012,-0.154549,-0.205257,-0.227794,0.258879958353377,0.58536834133803,,
TCP11L1,tr|E9PJ55|E9PJ55-HUMAN,-0.0570067,0.0251073,0.107221,0.118952,0.165874,0.271449,0.318372,0.00117667958974077,0.00250407627440564,0.000000000121572246700793,0.000000000666782530340948,-0.12702,-0.196998,-0.266977,-0.276974,-0.316961,-0.406933,-0.44692,0.00498981055799287,0.0650792689607529,,
SIGLEC10,tr|E9PJA1|E9PJA1-HUMAN,-0.0576888,-0.0338396,-0.00999042,-0.00658339,0.00704473,0.037708,0.0513361,0.746594245826956,0.786962224596521,0.852123862547964,0.864594425237101,0.0526205,0.0729124,0.0932044,0.0961033,0.107699,,,0.837388549960725,0.949364882462948,,
CYHR1,tr|E9PJD7|E9PJD7-HUMAN,-0.196924,-0.0579556,0.0810124,0.100865,0.180275,0.358948,0.438359,0.000000274084001204216,0.00000127578423781124,0.00688731446368298,0.0103703342047062,-0.103697,-0.0467483,0.0102003,0.0183358,0.0508779,0.124098,0.15664,0.0139932065200717,0.121612966372838,,
RPS3,tr|E9PJN9|E9PJN9-HUMAN,0.16846,0.116606,0.0647514,0.0573436,0.0277127,-0.038957,-0.068588,0.135069812962266,0.179670909596805,0.620457231874966,0.648592691885168,0.0517,0.0220048,-0.00769046,-0.0119326,-0.0289013,-0.0670809,-0.0840496,0.389149219091342,0.703183411569914,,
CFL1,tr|E9PK25|E9PK25-HUMAN,-0.228977,-0.163259,-0.0975404,-0.0881521,-0.0505988,0.0338962,0.0714495,0.325165926562653,0.389245100458811,0.436255907867384,0.473539226185421,-0.273527,-0.260071,-0.246614,-0.244692,-0.237003,-0.219701,-0.212012,0.840005234861272,0.950051455838815,,
HSPA8,tr|E9PK54|E9PK54-HUMAN,0.145733,0.153422,0.161111,0.16221,0.166603,0.176489,0.180883,0.92479687077018,0.938434240714409,0.932016323076202,0.937302052032464,0.00169059,0.0443506,0.0870107,0.093105,0.117482,0.172331,0.196708,0.712967546945753,0.899902029362082,,
BCLAF1,tr|E9PK91|E9PK91-HUMAN,0.38267,0.168388,-0.0458937,-0.0765054,-0.198952,-0.474458,-0.596905,0.000109402637881494,0.000285617702124931,0.0019376379870507,0.00318427372635796,0.107962,0.12412,0.140279,0.142587,0.15182,0.172595,0.181829,0.748243172242555,0.915805510771092,,
CCDC15,tr|E9PKB1|E9PKB1-HUMAN,0.471303,0.30361,0.135917,0.111961,0.0161368,-0.199468,-0.295293,0.0357265687652261,0.0548235464443585,0.247303980117832,0.28317273074215,0.460576,0.421128,0.381681,0.376045,0.353503,,,0.653434035611778,0.871917747893195,,
SSB,sp|P05455|LA-HUMAN,0.0518891,-0.0437733,-0.139436,-0.153102,-0.207766,-0.33076,-0.385425,0.000312538416471679,0.00074566082150266,0.000000956353757661061,0.00000254871040444874,0.0312576,0.0613019,0.0913462,0.0956382,0.112806,0.151435,0.168603,0.219460602213775,0.540071046974439,,
PLEC,tr|E9PKG0|E9PKG0-HUMAN,-0.381325,-0.300657,-0.219989,-0.208465,-0.162368,-0.058652,-0.0125558,0.650512365826671,0.701154240244037,0.504534888360466,0.539273931328603,0.450421,0.221153,-0.00811631,-0.040869,-0.17188,,,0.352218461420013,0.673818761982145,,
CLP1,tr|E9PL17|E9PL17-HUMAN,0.287097,0.045084,-0.196929,-0.231503,-0.369796,-0.680956,-0.819249,0.0000000000409431963136514,0.000000000703048814167933,0.0000000000826395486209843,0.000000000473303899275836,0.203931,0.180796,0.157662,0.154357,0.141137,0.111392,0.098172,0.376843195918087,0.692895535306218,,
PDE4DIP,tr|E9PL24|E9PL24-HUMAN,-0.0180367,0.0116654,0.0413675,0.0456106,0.0625832,0.100772,0.117744,0.638088568831027,0.690021659808948,0.108923206088297,0.133277718065312,-0.170695,-0.196205,-0.221715,-0.225359,-0.239936,-0.272734,-0.287311,0.687465811781519,0.88654488721357,,
NEDD8-MDP1,tr|E9PL57|E9PL57-HUMAN,-0.0973561,-0.0793285,-0.0613008,-0.0587255,-0.0484239,-0.0252455,-0.014944,0.555302028129942,0.613446747500443,0.490611544928722,0.526099436654,-0.00884458,-0.0394556,-0.0700665,-0.0744395,-0.0919315,-0.131288,-0.14878,0.32103211490429,0.644987681383709,,
MDK,tr|E9PLM6|E9PLM6-HUMAN,-0.0797158,-0.323796,-0.567875,-0.602744,-0.742218,-1.05603,-1.19551,0.0000538338297302545,0.000150698768652907,0.0000000117040772191518,0.0000000432539563343079,,0.227612,0.271509,0.27778,0.302865,0.359304,0.384388,0.419385646476043,0.726089944828313,,
MACF1,tr|E9PLY5|E9PLY5-HUMAN,,-0.438419,-0.313359,-0.295493,,,,0.722997388022015,0.766470328230743,0.590750901976163,0.62042301447861,,-0.631807,-0.60262,-0.59845,-0.581772,-0.544246,-0.527567,0.769828222181929,0.925017726966324,,
LMO7,tr|E9PMS6|E9PMS6-HUMAN,-0.17511,-0.0246023,0.125906,0.147407,0.233411,0.426921,0.512926,0.000000931104223976773,0.00000380572342610365,0.00000292024649042556,0.00000725029426177009,-0.269585,-0.209058,-0.148532,-0.139885,-0.105299,-0.0274793,0.00710727,0.0230486533220754,0.16113088118488,,
RNASEH2C,tr|E9PN81|E9PN81-HUMAN,0.378656,0.0138536,-0.350948,-0.403063,-0.611521,-1.08055,-1.28901,0.000000000005029115634427,0.000000000135372443293416,0.00000000000160206539136019,0.0000000000141229875465892,0.337421,0.298761,0.260102,0.254579,0.232488,0.182783,0.160692,0.289278750214803,0.615468240823882,,
CSRP1,tr|E9PND2|E9PND2-HUMAN,-0.244868,-0.0271838,0.1905,0.221598,0.345989,0.625868,0.750259,0.191421046865558,0.244474489051623,0.0170333062497052,0.0240822013076559,-2.05272,-1.56085,-1.06899,-0.998721,-0.717654,-0.0852545,0.195812,0.0184649508494639,0.142560095795618,,
PARP10,tr|E9PNI7|E9PNI7-HUMAN,0.0697366,0.068513,0.0672894,0.0671146,0.0664154,0.0648423,0.0641431,0.965796135253448,0.971591333533934,0.20846422230728,0.242402092546713,-0.0128893,-0.0257414,-0.0385935,-0.0404295,-0.0477735,-0.0642977,-0.0716417,0.654374169759231,0.871963037478305,,
SERPINA7,sp|P05543|THBG-HUMAN,0.041787,-0.0803478,-0.202483,-0.219931,-0.289722,-0.446752,-0.516544,0.106457125453287,0.145579290197947,0.303461548259998,0.341829823663015,0.457915,0.286956,0.115997,0.0915742,-0.00611677,-0.225921,-0.323612,0.111312432352136,0.378074721573726,,
AAMDC,tr|E9PNP3|E9PNP3-HUMAN,-0.0610353,0.111314,0.283663,0.308284,0.406769,0.628361,0.726846,0.00000455599376369061,0.0000159338468414455,0.0000000566650460510573,0.000000184697203830611,-0.393599,-0.293965,-0.194331,-0.180098,-0.123164,0.0049369,0.0618707,0.00364753069360096,0.0545119619541239,,
THY1,tr|E9PNQ8|E9PNQ8-HUMAN,-0.62043,-0.345843,-0.0712565,-0.0320298,0.124877,0.477917,0.634824,0.00000000911382638692457,0.0000000642006058929194,0.00348008868869519,0.00549766965880732,-0.635123,-0.459314,-0.283505,-0.25839,-0.157927,0.0681126,0.168575,0.0000319785916825362,0.00212139995614868,,
CD59,tr|E9PR17|E9PR17-HUMAN,-0.113084,0.111263,0.335609,0.367659,0.495857,0.784302,0.9125,0.00000834973941527856,0.0000275960384044027,0.000000000000276277688873427,0.00000000000308047952732995,-0.37205,-0.469913,-0.567775,-0.581756,-0.637677,-0.7635,-0.819421,0.0298281659609194,0.188516462183439,,
FAU,tr|E9PR30|E9PR30-HUMAN,0.188937,0.127253,0.0655691,0.0567572,0.0215093,-0.0577984,-0.0930463,0.0196897224137206,0.0321343239605164,0.0202913337726045,0.0282467374271114,0.154057,0.159707,0.165358,0.166165,0.169394,0.17666,0.179889,0.824914538663459,0.944531576403831,,
EEF1D,tr|E9PRY8|E9PRY8-HUMAN,0.0208853,0.0402556,0.059626,0.0623932,0.0734619,0.0983667,0.109435,0.347334053097551,0.41288736671555,0.696186901515182,0.720002177980204,-0.0122184,0.00519908,0.0226165,0.0251048,0.0350576,0.0574515,0.0674043,0.39967481569455,0.710096623414152,,
POLR2M,tr|E9PSG9|E9PSG9-HUMAN,-0.906756,-0.516144,-0.125533,-0.0697308,0.153476,0.655691,0.878898,0.0000000141073494273653,0.0000000933839691814323,0.00896935245333228,0.0132621199073708,-0.483257,-0.32585,-0.168443,-0.145956,-0.0560097,0.14637,0.236317,0.00573598213798303,0.0701478664381187,,
MAF1,tr|E9PSH4|E9PSH4-HUMAN,0.0451596,0.0242461,0.00333251,0.000344857,-0.0116057,-0.0384946,-0.0504452,0.612010791702178,0.665489564892192,0.000267988922571673,0.000501751442646374,0.180642,0.261211,0.34178,0.35329,0.399329,0.502918,0.548957,0.0576808975402053,0.270399367675767,,
NR3C1,tr|F1D8N4|F1D8N4-HUMAN,0.0247523,-0.0533478,-0.131448,-0.142605,-0.187234,-0.287648,-0.332277,0.00000872667906035957,0.0000287388241484199,0.0000000000000218639240981558,0.000000000000360773749510637,0.154553,0.189226,0.2239,0.228853,0.248667,0.293247,0.313061,0.0276202326714355,0.180752132599338,,
EWSR1/ATF1,tr|F1JVV5|F1JVV5-HUMAN,0.0238887,-0.258616,-0.541121,-0.581479,-0.74291,-1.10613,-1.26756,0.000000353356913951436,0.00000158941663587619,0.00000000029778740527056,0.00000000149314717998904,-0.129931,-0.0430837,0.0437634,0.0561701,0.105797,0.217458,0.267084,0.0636890944867387,0.284947666308694,,
TBC1D18,tr|F1LJ00|F1LJ00-HUMAN,-0.224302,-0.130689,-0.0370768,-0.0237035,0.0297894,0.150148,0.203641,0.000103166288900435,0.000271024601125616,0.110731531288875,0.135310820304097,-0.157583,-0.117024,-0.0764658,-0.0706718,-0.0474955,0.0046511,0.0278274,0.0673117078909925,0.293466316058081,,
ITGB1,sp|P05556|ITB1-HUMAN,0.194432,0.243083,0.291735,0.298685,0.326486,0.389038,0.416839,0.00127555281755006,0.00269335299533528,9.04381689251644e-20,1.34504896074023e-17,-0.158075,-0.205705,-0.253334,-0.260139,-0.287356,-0.348594,-0.375811,0.00163222872389549,0.0327903726863623,,
GDF5,tr|F1T0J1|F1T0J1-HUMAN,0.276741,0.347831,0.41892,0.429076,0.469698,0.561099,0.601722,0.512667659677544,0.574260020637346,0.00175742935377232,0.00291042673691353,-0.221016,-0.697806,-1.1746,-1.24271,-1.51516,,,0.0132515099734281,0.117583702730543,,
NR2C2,tr|F2YGU2|F2YGU2-HUMAN,-0.110275,-0.277875,-0.445475,-0.469418,-0.56519,-0.780676,-0.876447,0.0561900467201523,0.0822817882811695,0.044327571679772,0.058300461911165,,,,,-0.325129,-0.0346094,0.0945104,0.315603546276508,0.640948553900946,,
APOBEC3F,tr|F2YHL7|F2YHL7-HUMAN,0.0997794,0.189627,0.279474,0.292309,0.343651,0.459168,0.51051,0.14961270298563,0.196853755184025,0.0187346823589457,0.0262741454040819,-0.411151,-0.298044,-0.184938,-0.16878,-0.104148,0.0412744,0.105907,0.124451867894096,0.402167237843865,,
NAA40,tr|F2YHM7|F2YHM7-HUMAN,0.0944311,0.00860884,-0.0772135,-0.0894738,-0.138515,-0.248858,-0.297899,0.000111656424958689,0.000290925090292193,0.000000497351673109036,0.00000138552259146176,0.307709,0.252038,0.196367,0.188414,0.156603,0.085026,0.0532141,0.00806194523697395,0.0879332614493386,,
TRRAP,tr|F2Z2U4|F2Z2U4-HUMAN,0.132224,-0.00271871,-0.137661,-0.156939,-0.234049,-0.407547,-0.484657,0.013590282891714,0.0230784527706251,0.0596073851908891,0.0766475664266056,,,,,-0.15478,-0.0362025,0.0164987,0.448071311606039,0.750587079188173,,
TRMT2A,tr|F2Z2W7|F2Z2W7-HUMAN,0.241606,0.142073,0.0425392,0.0283201,-0.0285562,-0.156528,-0.213404,0.0000139130374883375,0.0000439657706237011,0.0069410659523466,0.0104427425594042,0.0909024,0.0913941,0.0918858,0.0919561,0.0922371,0.0928693,0.0931503,0.984099299246849,0.995106879959996,,
NME4,tr|F2Z2X0|F2Z2X0-HUMAN,0.0287556,0.128445,0.228134,0.242376,0.299341,0.427513,0.484479,0.184470622865744,0.236776672250142,0.124651397588833,0.150973272266668,,0.180061,0.122135,0.11386,0.0807589,0.00628211,-0.0268187,0.512836283267698,0.793300346923577,,
BCL7B,tr|F2Z3H6|F2Z3H6-HUMAN,0.229389,-0.0167757,-0.262941,-0.298107,-0.438773,-0.755271,-0.895936,0.000133469962544287,0.000342820758947317,0.000226616774931079,0.000428642724438867,0.185688,0.212465,0.239242,0.243067,0.258368,0.292795,0.308096,0.713012062305539,0.899902029362082,,
NA,tr|F4ZW62|F4ZW62-HUMAN,0.262656,0.0918658,-0.0789239,-0.103322,-0.200917,-0.420503,-0.518097,0.00000000100567253061771,0.00000000982341780172238,0.000000000774929645090254,0.000000003596188352983,0.190797,0.184071,0.177345,0.176384,0.17254,0.163893,0.160049,0.748298705645621,0.915805510771092,,
CLUL1,tr|F5GWQ8|F5GWQ8-HUMAN,0.280822,0.0549956,-0.170831,-0.203092,-0.332136,-0.622485,-0.751529,0.00000000727538295396963,0.0000000532807495108002,0.00000272079533757239,0.00000679351578872325,0.225094,0.156634,0.0881743,0.0783943,0.0392742,-0.0487458,-0.0878658,0.028665119890669,0.183955002331607,,
MYL1,sp|P05976|MYL1-HUMAN,0.22603,0.315321,0.404612,0.417368,0.468391,0.583194,0.634217,0.0307621677041714,0.0479962687648332,0.0133983732295892,0.0192770166250651,0.342578,0.27686,0.211142,0.201754,0.1642,0.0797058,0.0421527,0.210598975312513,0.531468169304132,,
KDM4B,tr|F5GX28|F5GX28-HUMAN,0.143285,0.0507497,-0.0417858,-0.0550052,-0.107883,-0.226857,-0.279734,0.00498406579092471,0.00926387233584293,0.00641426608868672,0.00970560347945197,-0.0838806,-0.0526998,-0.021519,-0.0170646,0.000752971,0.0408425,0.0586601,0.139737336736656,0.426661583459837,,
NDUFS7,tr|F5GXJ1|F5GXJ1-HUMAN,-0.0552663,0.00274197,0.0607503,0.0690372,0.102185,0.176767,0.209914,0.0326383271528027,0.0505896814046047,0.00119028687061552,0.00201832203640046,0.0643493,0.00885139,-0.0466465,-0.0545748,-0.0862879,-0.157642,-0.189355,0.0412844847084506,0.224460043335273,,
PTMS,tr|F5GXR3|F5GXR3-HUMAN,-0.242954,-0.300578,-0.358201,-0.366433,-0.399361,-0.473449,-0.506377,0.40053971000427,0.465923636426059,0.0558252484612005,0.0721464072965284,-0.14329,-0.101421,-0.0595507,-0.0535693,-0.0296436,0.0241891,0.0481147,0.542194950821601,0.81333652863608,,
NBEA,tr|F5GXV7|F5GXV7-HUMAN,0.246269,0.368144,0.490019,0.507429,0.577072,0.733768,0.803411,0.214188294768302,0.269665519669376,0.00104212171609983,0.00177984892464466,0.0898249,-0.0443193,-0.178464,-0.197627,-0.274281,-0.446752,-0.523406,0.174492115328465,0.480439473109518,,
FAM120B,tr|F5GY05|F5GY05-HUMAN,-0.0376316,0.0605833,0.158798,0.172829,0.228952,0.355228,0.411351,0.0000633934043807608,0.000175120006529358,0.0000000112857623823374,0.0000000419282896565403,-0.194076,-0.1797,-0.165325,-0.163271,-0.155057,-0.136574,-0.12836,0.51244326063028,0.793193107389928,,
ATP6V0D1,tr|F5GYQ1|F5GYQ1-HUMAN,-0.319804,-0.0188864,0.282032,0.32502,0.496973,0.883867,1.05582,0.000000134237336395681,0.000000681984836862022,0.000000000137759908383523,0.000000000747225950120274,-0.305466,-0.348323,-0.391181,-0.397304,-0.421794,-0.476896,-0.501386,0.357339327798702,0.67908388351586,,
PAAF1,tr|F5H0C4|F5H0C4-HUMAN,0.14141,0.142448,0.143485,0.143633,0.144226,0.14556,0.146153,0.952619604725806,0.961167017745558,0.0000624810910992715,0.000128201633517219,0.0713876,0.00566114,-0.0600654,-0.0694549,-0.107013,-0.191518,-0.229076,0.00746173992276754,0.0840552905153189,,
TUT1,tr|F5H0R1|F5H0R1-HUMAN,0.180818,-0.00102223,-0.182863,-0.20884,-0.312749,-0.546544,-0.650452,0.000124712735979524,0.0003218330010059,0.000837627873964494,0.00144748250109194,0.2773,0.229869,0.182437,0.175661,0.148557,0.0875736,0.0604698,0.370039614317521,0.68723772076976,,
PIGB,tr|F5H1S1|F5H1S1-HUMAN,0.173084,0.234623,0.296162,0.304953,0.340118,0.419239,0.454404,0.369483511499762,0.435344679215347,0.0054216771341654,0.00830591208741306,,,,,-0.890556,-0.445293,-0.247399,0.109553695122289,0.376376536036748,,
CIZ1,tr|F5H2X7|F5H2X7-HUMAN,0.00200626,-0.218785,-0.439576,-0.471118,-0.597284,-0.881158,-1.00732,0.0236099902455117,0.0378885694489842,0.000218837333760784,0.00041503477058992,0.481629,0.426721,0.371812,0.363968,0.332592,0.261995,0.230619,0.518345840280168,0.797045798792299,,
COL5A2,sp|P05997|CO5A2-HUMAN,-0.508551,-0.356645,-0.204738,-0.183038,-0.096234,0.0990741,0.185878,0.00000044705744277006,0.00000196114019019159,0.0000000054247530534498,0.0000000212767536817782,0.139839,0.194872,0.249905,0.257766,0.289214,0.359971,0.391418,0.0323496112779688,0.197285559255391,,
SLC39A3,tr|F5H385|F5H385-HUMAN,0.849674,0.729102,0.608531,0.591307,0.522409,0.367389,0.298492,0.157355657378868,0.205812271870999,0.493411158869311,0.528732631718061,,,,,0.20124,0.104756,0.0618747,0.741324514530182,0.913263771871096,,
NA,tr|F5H423|F5H423-HUMAN,-0.069544,-0.0134767,0.0425905,0.0506001,0.0826386,0.154725,0.186763,0.0162176365785906,0.0270079152774398,0.00217716741318569,0.0035551019509448,-0.0326669,-0.0525983,-0.0725296,-0.0753769,-0.0867663,-0.112392,-0.123782,0.377524501365661,0.693871522242926,,
SSH2,tr|F5H527|F5H527-HUMAN,-0.131375,-0.00715987,0.117055,0.1348,0.20578,0.365485,0.436465,0.000367994223173244,0.000866515508651808,0.0734474456146878,0.0927879019061565,-0.254148,-0.156674,-0.0591998,-0.0452749,0.0104247,0.135749,0.191448,0.0212618392961021,0.154010542144035,,
TUBA1C,tr|F5H5D3|F5H5D3-HUMAN,-0.115953,-0.00749678,0.100959,0.116453,0.178428,0.317871,0.379845,0.000000154699409940101,0.000000771489053032815,0.0000329546209945176,0.0000705413864400302,-0.148279,-0.0976849,-0.047091,-0.0398633,-0.0109524,0.0540969,0.0830077,0.00453805179185188,0.0616913771821528,,
NAT1,tr|F5H5R8|F5H5R8-HUMAN,-0.133339,-0.0706291,-0.00791952,0.00103899,0.036873,0.1175,0.153334,0.16105690335123,0.210057384130367,0.702769318652614,0.726314610858779,-0.0747662,-0.0555767,-0.0363872,-0.0336459,-0.0226804,0.00199178,0.0129572,0.665413851145235,0.875609900337568,,
HEATR5A,tr|F5H619|F5H619-HUMAN,-0.0739026,0.0471087,0.16812,0.185407,0.254557,0.410143,0.479292,0.00000000977666942395715,0.0000000679356961253269,0.000000000103840406083668,0.000000000582074397870823,-0.170909,-0.141397,-0.111885,-0.107669,-0.0908051,-0.0528611,-0.0359971,0.0786595050498647,0.316417932988265,,
KRTAP2-2,tr|F5H6S0|F5H6S0-HUMAN,1.40188,1.10499,0.808102,0.765689,0.596037,0.21432,0.0446685,0.0441700965187013,0.0662803026849381,0.0335913847765237,0.0450605410276877,,,,,-1.01662,-0.71933,-0.587201,0.521918134234947,0.799834986834045,,
C12orf43,tr|F5H7W8|F5H7W8-HUMAN,0.327254,0.0872212,-0.152811,-0.187102,-0.324263,-0.632876,-0.770038,0.0000992752125714823,0.000261846892197265,0.00308385749662602,0.0049121178055603,0.0837751,0.105734,0.127694,0.130831,0.143379,0.171612,0.18416,0.751088637013928,0.916715859947774,,
MED21,tr|F5H872|F5H872-HUMAN,0.121866,-0.0571591,-0.236184,-0.261759,-0.364059,-0.594234,-0.696534,0.016857928295702,0.02794803250893,0.0088600081400876,0.0131136653386433,,,,,0.405266,0.202768,0.112769,0.359569021436983,0.680029964074425,,
HLA-A,tr|F6IR49|F6IR49-HUMAN,0.0681807,-0.0291207,-0.126422,-0.140322,-0.195923,-0.321025,-0.376626,0.173117761136611,0.224013313982696,0.00521842507746743,0.00801317196325181,0.242589,0.318484,0.39438,0.405222,0.448591,0.546171,0.58954,0.358009077176074,0.679819131103908,,
NDUFS8,sp|O00217|NDUS8-HUMAN,0.0237877,0.10407,0.184351,0.19582,0.241696,0.344915,0.39079,0.000349795817076155,0.000825983925546536,0.000000355225302875284,0.00000101441081381635,0.0400312,0.0088781,-0.022275,-0.0267255,-0.0445273,-0.0845813,-0.102383,0.135043425490063,0.418707271837213,,
UROD,sp|P06132|DCUP-HUMAN,0.345371,0.26699,0.188609,0.177412,0.132623,0.0318477,-0.0129413,0.000498265344515733,0.00113612876898605,0.000537865416613202,0.000961360148592815,0.0776573,0.0339493,-0.00975868,-0.0160027,-0.0409787,-0.0971746,-0.122151,0.0402726342113388,0.221175676034994,,
DST,tr|F6QMI7|F6QMI7-HUMAN,0.257342,0.319091,0.380841,0.389662,0.424948,0.50434,0.539625,0.024593379000182,0.0393229664922278,0.0000000000000202941543135768,0.000000000000339623224910148,-0.364025,-0.359091,-0.354158,-0.353453,-0.350633,-0.34429,-0.34147,0.852870363247667,0.953250620546271,,
SIMC1,tr|F6R0L0|F6R0L0-HUMAN,0.0498488,-0.0208376,-0.091524,-0.101622,-0.142014,-0.232897,-0.273289,0.368939368197845,0.434870243404363,0.0677310180704125,0.0860732797170995,0.0151167,0.122161,0.229205,0.244497,0.305665,0.443293,0.504462,0.250875122317124,0.578408814753922,,
SLC25A10,tr|F6RGN5|F6RGN5-HUMAN,-0.37348,-0.385931,-0.398383,-0.400162,-0.407277,-0.423286,-0.430401,0.760752855212211,0.799236877966481,0.000871560039002788,0.00150386510472393,0.133621,0.08691,0.0401989,0.0335258,0.00683375,-0.0532235,-0.0799155,0.386204249629167,0.701297634074547,,
DKK3,tr|F6SYF8|F6SYF8-HUMAN,-0.132003,-0.024176,0.0836506,0.0990544,0.16067,0.299304,0.360919,0.000041264972988393,0.000118537170070396,0.0000257153290582679,0.0000558457487626681,-0.096833,-0.0945862,-0.0923395,-0.0920185,-0.0907347,-0.0878461,-0.0865622,0.923129490263268,0.977097927706369,,
TDRKH,tr|F6TB26|F6TB26-HUMAN,-0.501893,-0.15849,0.184913,0.23397,0.4302,0.871718,1.06795,0.00000000366390559208935,0.0000000296618731032976,0.0000000000603575238161604,0.000000000355854684852184,-0.23041,-0.301108,-0.371806,-0.381906,-0.422305,-0.513202,-0.553601,0.118966125463666,0.392060987455491,,
