Rank	sample_id	factor	cell_line	cell_type	tissue	DNase_p_value	ChIP-seq_p_value	H3K27ac_p_value	summary_p_value
2676	65093	CTCF	HEK293	Epithelium	Embryonic Kidney	0.9978758761093094	1.6583752397618035e-16	5.7870050860657356e-09	4.996003610813204e-16
2677	73965	ZNF263	293T	None	None	1.47948975195417e-06	6.032738958158698e-16	2.1864704146173567e-16	4.996003610813204e-16
2678	34475	PAX5	Raji	B Lymphocyte	Blood	0.882115469183546	1.9126372398668265e-16	4.1249430527026263e-13	5.551115123125783e-16
2679	45698	BRCA1	H1	Embryonic Stem Cell	Embryo	0.29364469795186454	1.9761333187969009e-16	1.8596006414795832e-10	5.551115123125783e-16
2680	49947	OTX2	None	Neural Progenitor Cell	None	0.007398909921821961	1.9555861159100258e-16	7.092745635512936e-15	5.551115123125783e-16
2681	65019	ZNF18	HEK293	Epithelium	Embryonic Kidney	0.08256795970534692	1.9584373853423546e-16	3.5211219029519596e-13	5.551115123125783e-16
2682	35498	CTCF	None	Lymphocyte	Blood	0.9999999913021564	2.1333621092646186e-16	8.778142390838485e-08	6.106226635438361e-16
2683	36771	ZNF143	HeLa-S3	Epithelium	Cervix	1.6103651157132612e-09	3.97403551854085e-16	5.060372461423749e-16	6.106226635438361e-16
2684	42882	ZNF12	LoVo	None	Colon	4.318884050090724e-07	7.977985619394039e-16	2.9292719148421317e-16	6.106226635438361e-16
2685	46050	CTCF	WI-38	Fibroblast	Lung	0.9999999999054265	2.0892597191121292e-16	3.05165806879447e-07	6.106226635438361e-16
2686	63355	CEBPZ	GM12878	B Lymphocyte	Blood	5.575995542152568e-08	6.87179034078736e-16	3.101522060322962e-16	6.106226635438361e-16
2687	64076	ATF3	K562	Erythroblast	Bone Marrow	0.9893278867196161	2.1352271914258824e-16	1.1665350533118495e-09	6.106226635438361e-16
2688	46174	ATF3	H1	Embryonic Stem Cell	Embryo	0.00024449547508473843	2.3673859080635235e-16	2.038431713155256e-14	7.216449660063518e-16
2689	64176	ATF4	HepG2	Epithelium	Liver	0.005717751841925045	2.475700363483587e-16	1.3018313944398603e-14	7.216449660063518e-16
2690	76849	EBF3	SK-N-SH	Neuroblastoma cell	Brain	0.09025449527680457	7.157341557337713e-16	3.8750565831498635e-16	7.216449660063518e-16
2691	1298	NR2C2	HeLa-S3	Epithelium	Cervix	8.927942735531419e-07	2.761415176712614e-16	3.707010317405091e-13	7.771561172376096e-16
2692	33518	FOXA1	MCF-7	Epithelium	Breast	0.19971252858462935	4.051446102321618e-14	2.567875280874055e-16	7.771561172376096e-16
2693	42707	ARNT2	LoVo	None	Colon	0.003766792309407769	2.5951429830194196e-16	6.678608678743223e-14	7.771561172376096e-16
2694	47323	AR	DU145	Epithelium	Prostate	0.19343835946923554	2.7160482692721e-16	1.1843915890211845e-13	7.771561172376096e-16
2695	62879	SMARCE1	K562	Erythroblast	Bone Marrow	0.9999920099572117	2.6223591061940485e-16	3.4191656380989192e-09	7.771561172376096e-16
2696	45832	CTCF	None	Embryonic Fibroblast	Foreskin	0.9958949317849317	2.866824206059269e-16	8.288529152603582e-11	8.326672684688674e-16
2697	1178	TRIM28	HEK293	Epithelium	Embryonic Kidney	0.41988858334083695	3.161355822313489e-16	9.249256592067168e-10	9.43689570931383e-16
2698	35700	SUMO1	WI-38	Fibroblast	Lung	0.9931647845699709	3.2119833199079707e-16	9.464979041430022e-11	9.43689570931383e-16
2699	38812	ASCL2	LoVo	None	Colon	5.977327773857506e-05	3.2214497107096357e-16	7.84293151834245e-15	9.43689570931383e-16
2700	54512	MYC	MCF-10A	Epithelium	Breast	0.0040307914448757766	3.072628774350475e-16	1.9101444999502337e-14	9.43689570931383e-16
2701	67750	FOXA1	LNCaP	Epithelium	Prostate	0.016274918420727643	8.130863420955369e-16	5.24556212448908e-16	9.43689570931383e-16
2702	77450	NFKB2	L1236	Hodgkin Lymphoma Cell	None	0.540548027787287	3.1816124975308456e-16	2.587007944995701e-13	9.43689570931383e-16
2703	3252	FLI1	None	Megakaryocyte	Cord blood	4.490933381045801e-06	3.444899955459669e-16	4.90138135574469e-14	9.992007221626409e-16
2704	52496	TCF21	None	None	Coronary artery smooth muscle	0.9734542818042431	3.4788617321256875e-16	4.205504553230621e-11	9.992007221626409e-16
2705	64053	CEBPG	K562	Erythroblast	Bone Marrow	0.9999968228526369	3.4777672317237213e-16	7.873288374557793e-08	9.992007221626409e-16
2706	38188	CTCF	FB8470	Fibroblast	None	0.012311989286150897	1.2988086594091047e-14	3.6618225075993733e-16	1.0547118733938987e-15
2707	45569	CTCF	AG10803	Fibroblast	Skin	0.957385597248305	3.684093245725458e-16	5.606055781219701e-11	1.0547118733938987e-15
2708	63449	DEAF1	K562	Erythroblast	Bone Marrow	5.343827394466158e-09	1.4395132847802015e-15	4.654137549431041e-16	1.0547118733938987e-15
2709	63973	RUNX1	K562	Erythroblast	Bone Marrow	0.295341140952608	3.6884510776070015e-16	4.5810885806746054e-11	1.0547118733938987e-15
2710	67713	FOXA1	LNCaP	Epithelium	Prostate	0.02480305420267085	5.054279304338567e-14	3.527817789414055e-16	1.0547118733938987e-15
2711	62554	ZNF600	HEK293	Epithelium	Embryonic Kidney	5.037364804602643e-07	4.666337218677707e-16	1.8838461675426426e-15	1.1102230246251565e-15
2712	63328	CTCF	None	None	Sigmoid Colon	0.99987190298113	3.838234583879919e-16	1.8296520699560203e-07	1.1102230246251565e-15
2713	45571	CTCF	None	Fibroblast	Umbilical Vein	0.9999994509216322	4.0415885575358714e-16	5.640399649520729e-08	1.2212453270876722e-15
2714	50989	CTCF	H1	Embryonic Stem Cell	Embryo	0.9912419727068988	4.078632613086265e-16	2.4990394349500533e-12	1.2212453270876722e-15
2715	46046	TRIM28	U2OS	None	Bone	0.0160282842421642	4.348943882637181e-16	1.9517583520447103e-10	1.27675647831893e-15
2716	55784	CTCFL	MCF-7	Epithelium	Breast	0.01187350719926298	4.940211768892744e-16	3.1761978475824768e-15	1.27675647831893e-15
2717	65090	CTCF	HEK293	Epithelium	Embryonic Kidney	0.9938242262873616	4.399268690055656e-16	1.1621704910261791e-08	1.27675647831893e-15
2718	50020	SCML2	K562	Erythroblast	Bone Marrow	1.9473074568636635e-11	8.527941714944934e-16	9.371456301480075e-16	1.3322676295501878e-15
2719	54517	MYC	MCF-10A	Epithelium	Breast	3.265485286902704e-07	4.756479504252943e-16	1.2217819531506988e-13	1.3877787807814457e-15
2720	3049	CTCF	None	Proerythroblast	Bone Marrow	0.869465350621629	5.06485531621676e-16	1.6680386528024854e-11	1.4988010832439613e-15
2721	35312	FAIRE	None	None	Pancreatic Islet	0.3557770653477377	5.063685911720637e-16	5.0224044071010946e-14	1.4988010832439613e-15
2722	38484	FAIRE	None	None	Pancreatic Islet	0.3557770653477377	5.063685911720637e-16	5.0224044071010946e-14	1.4988010832439613e-15
2723	45444	CTCF	None	Monocyte	Blood	0.9427153158246317	5.184822791233672e-16	5.455153489980967e-10	1.5543122344752192e-15
2724	46252	RAD21	HepG2	Epithelium	Liver	0.018132691673023917	1.6924562185274654e-08	5.367833968272875e-16	1.609823385706477e-15
2725	74678	STAT2	GM12878	B Lymphocyte	Blood	0.00014803144871337843	5.87019033507934e-16	5.837297409997825e-14	1.7208456881689926e-15
2726	54608	YAP1	SF268	None	None	0.0008610447728157181	9.724723279415678e-16	1.5133856014872443e-15	1.7763568394002505e-15
2727	63332	LEF1	K562	Erythroblast	Bone Marrow	0.9994920186544036	6.098654539284775e-16	4.2273399428033923e-10	1.8318679906315083e-15
2728	72702	HOXA9	HEK293FT	None	Kidney	0.9434642448236198	6.570868809428298e-16	9.863443951167708e-14	1.887379141862766e-15
2729	73985	CD34	None	None	Thymus	8.277363351628675e-13	6.4456433944844e-16	3.1197429600209955e-14	1.887379141862766e-15
2730	63772	NR2F6	HepG2	Epithelium	Liver	0.9997351521893191	6.718590574421586e-16	3.1274078824509277e-13	1.9984014443252818e-15
2731	64048	CTCF	None	Neuron	None	0.23499578485456551	5.967591480419181e-12	7.027104691246735e-16	2.1094237467877974e-15
2732	67498	SMARCA4	MDA-MB-231	Epithelium	Mammary Gland	0.3819036758926199	7.35553914138077e-16	3.593619073203153e-13	2.1649348980190553e-15
2733	76204	AR	None	None	None	3.745620991416688e-14	7.643981251554416e-16	6.498332815664552e-14	2.1649348980190553e-15
2734	77103	ZNF519	293T	None	None	0.00038827856144987144	2.377058289202924e-15	1.135323997011946e-15	2.3314683517128287e-15
2735	76858	IRAK4	SEM	B cell precursor	None	5.75601780706207e-13	1.3557375640376799e-15	1.8859567676020445e-15	2.3869795029440866e-15
2736	64021	KLF13	K562	Erythroblast	Bone Marrow	2.2415782803940196e-08	8.357797622774617e-16	4.647561310727037e-12	2.4980018054066022e-15
2737	55774	CTCF	Delta47	None	None	0.0825807399779443	8.700125876543638e-16	5.5509715780792905e-14	2.55351295663786e-15
2738	64041	CTCF	HEK293	Epithelium	Embryonic Kidney	0.05150945681303574	9.137417922701319e-16	3.2436313868733767e-12	2.6645352591003757e-15
2739	64052	CEBPG	K562	Erythroblast	Bone Marrow	0.9977197287618603	9.122074599807797e-16	1.061904956594248e-09	2.6645352591003757e-15
2740	58348	MED1	LNCaP-abl	Epithelium	Prostate	5.419377472533881e-12	1.398179527043165e-15	2.857882001917641e-15	2.831068712794149e-15
2741	42717	HEYL	LoVo	None	Colon	1.8761950196865374e-09	9.798354060394051e-16	5.870744475666317e-13	2.886579864025407e-15
2742	45647	IKZF1	GM12878	B Lymphocyte	Blood	0.9999983967168778	1.0228948366554765e-15	4.726071963658587e-10	3.0531133177191805e-15
2743	45763	POLR3A	HeLa-S3	Epithelium	Cervix	0.9988864159130834	1.0329386316860283e-15	5.0479183231504347e-11	3.2751579226442118e-15
2744	62680	CREB3	K562	Erythroblast	Bone Marrow	0.03177524893274662	1.0806050949344444e-15	1.318402939760905e-09	3.2751579226442118e-15
2745	49742	SSU72	H1	Embryonic Stem Cell	Embryo	0.26279510197296474	1.1713954595862388e-15	1.0888364165626615e-10	3.4416913763379853e-15
2746	65138	ZNF382	HEK293	Epithelium	Embryonic Kidney	0.9869100797428598	1.1762289276299082e-15	1.4659717801302328e-08	3.4416913763379853e-15
2747	65018	ZNF18	HEK293	Epithelium	Embryonic Kidney	0.5761505961524405	1.255264024449899e-15	1.7194371824759953e-13	3.83026943495679e-15
2748	63611	ZKSCAN8	K562	Erythroblast	Bone Marrow	0.5146441085712447	1.2752374359532988e-15	2.2177940665744743e-10	3.885780586188048e-15
2749	73849	MEN1	MCF-7	None	Breast	1.2196637293519116e-09	1.4147263696984886e-15	2.0564643183016377e-14	4.052314039881821e-15
2750	45803	GRP20	HepG2	Epithelium	Liver	1.6021985386741347e-11	2.968730135245143e-15	2.8426620961641086e-15	4.385380947269368e-15
2751	42778	OVOL2	LoVo	None	Colon	5.237728022236927e-14	1.7784876960490464e-15	1.0481942210485317e-14	4.440892098500626e-15
2752	45455	CTCF	None	Astrocyte	Brain	0.9999285204649176	1.4740249664712537e-15	4.5106360554297837e-07	4.496403249731884e-15
2753	45911	RCOR1	K562	Erythroblast	Bone Marrow	0.9835558204628417	1.51773451716275e-15	3.053303987565066e-09	4.496403249731884e-15
2754	46031	CTCF	SAEC	Epithelium	Lung	0.01815118708385196	8.035929053050508e-15	2.148338401547506e-15	5.162537064506978e-15
2755	64958	ATF2	GM12878	B Lymphocyte	Blood	0.9290492881498058	1.6623892644784088e-15	4.600439344622736e-10	5.162537064506978e-15
2756	45940	SMARCB1	K562	Erythroblast	Bone Marrow	0.999988101347905	1.7996952108489253e-15	5.994639335861359e-13	5.2735593669694936e-15
2757	70162	TEAD4	BE2-C	Neuroblastoma cell	Bone Marrow	0.8824153387397122	1.758407479033948e-15	2.5267364220622754e-10	5.384581669432009e-15
2758	1792	RBPJ	IB4	Lymphocyte	Blood	0.671093589815426	1.8229222748298092e-15	9.702948152127428e-14	5.440092820663267e-15
2759	46030	CTCF	SAEC	Epithelium	Lung	0.1820474502093088	1.1165008413307988e-13	1.851449046195344e-15	5.440092820663267e-15
2760	52057	GATA2	LNCaP	Epithelium	Prostate	0.0031619506855282385	1.9502972933480498e-15	6.769873030425559e-13	5.717648576819556e-15
2761	1742	GATA2	None	Endothelial Cell	Umbilical Vein	0.9973296817527896	1.8949269717309986e-15	6.785384636263369e-10	5.773159728050814e-15
2762	63019	DEK	HeLa-S3	Epithelium	Cervix	0.9179903543756535	1.8944548465548206e-15	3.5979377481098085e-09	5.773159728050814e-15
2763	3059	CTCF	None	Stromal Cell	Adipose	0.9999158012716285	2.01297831256091e-15	7.755563718354806e-08	5.995204332975845e-15
2764	64442	ZSCAN20	HEK293	Epithelium	Embryonic Kidney	0.10250801515703817	2.1708090966373124e-15	4.9725048712070637e-14	6.38378239159465e-15
2765	73966	ZNF257	293T	None	None	0.08841878744454196	2.242064953706166e-15	1.056671517010466e-13	6.494804694057166e-15
2766	8417	TCF7L2	None	Haematopoietic Progenitor Cell	Blood	0.0026960801458622745	2.2168948775217867e-15	1.6697910980706563e-13	6.494804694057166e-15
2767	8493	RUNX1	Kasumi-1	Myeloblast	Blood	0.8514390537746542	2.2127706860683852e-15	3.805244151953023e-12	6.5503158452884236e-15
2768	50112	MAFB	None	Keratinocyte	Foreskin	4.113076515452654e-11	7.566860528886363e-15	3.182545208530561e-15	6.716849298982197e-15
2769	67495	GATA3	MDA-MB-231	Epithelium	Mammary Gland	0.9999220001749146	2.2944030228468564e-15	5.914671317437946e-09	6.8833827526759706e-15
2770	74844	JMJD6	None	IN528	None	0.9842203016524297	2.2893833952097904e-15	8.213755621992881e-11	6.8833827526759706e-15
2771	9210	ZNF143	HeLa	Epithelium	Cervix	3.3035711853202596e-10	4.679611985834767e-15	4.7063295149316375e-15	7.049916206369744e-15
2772	74361	OTX2	D283 Med	None	None	0.9623913086881748	3.821987488011727e-14	2.538785578387615e-15	7.216449660063518e-15
2773	54633	NCAPG	MCF-7	Epithelium	Breast	1.7002619596931036e-06	2.651404591246959e-15	2.7817163702813432e-14	7.327471962526033e-15
2774	76413	PMEL	None	None	None	1.1980555089361053e-10	2.737352984879695e-15	3.9422589511410426e-14	7.549516567451064e-15
2775	49739	LMO2	Kasumi-1	Myeloblast	Blood	0.3306733068685549	2.7442350890946893e-15	6.728222489974968e-13	8.049116928532385e-15
2776	53595	MED1	None	Adipocyte	None	0.9999473360285805	2.6423089652003903e-15	2.5605308535096193e-09	8.104628079763643e-15
2777	74903	CTCF	THP-1	Macrophage	None	0.5653612508020366	2.770054635901423e-15	3.6577731162003113e-13	8.271161533457416e-15
2778	38666	ZBTB7B	LoVo	None	Colon	3.0081003320998887e-05	2.867601117307158e-15	1.882698978861054e-11	8.770761894538737e-15
2779	45841	CTCF	None	Fibroblast	Pulmonary Artery	0.5135194004234824	3.948374108956126e-15	1.3006876813964312e-14	9.103828801926284e-15
2780	75563	BRD4	None	None	Retina	6.034555660384678e-14	3.297666906886353e-15	2.9691671994371395e-13	9.2148511043888e-15
2781	45614	RAD21	GM12878	B Lymphocyte	Blood	0.9999999991675167	3.0907265328721592e-15	1.9809231838018706e-05	9.381384558082573e-15
2782	35231	HSF1	M0-91	Leukemia Cell	None	3.307840188041253e-08	7.232569966953724e-15	5.68689349950484e-15	9.547918011776346e-15
2783	62913	FOXK2	HepG2	Epithelium	Liver	0.032834903591466694	3.241122936446751e-15	1.3065227465230397e-12	9.769962616701378e-15
2784	65071	KLF12	HEK293	Epithelium	Embryonic Kidney	6.197649013823288e-11	3.4720694146564828e-15	5.291322633669085e-14	9.769962616701378e-15
2785	71679	CTCF	MCF-7	None	Breast	0.06261680786439824	1.4749552820384587e-14	4.2529814647803485e-15	9.880984919163893e-15
2786	64077	ATF3	K562	Erythroblast	Bone Marrow	0.9538637793122583	3.322315670850335e-15	4.010643004997921e-08	1.0047518372857667e-14
2787	44096	RUNX1	None	T Lymphocyte	Blood	1.7287675234091546e-08	3.5757186513372414e-15	7.322400191628213e-13	1.0602629885170245e-14
2788	46311	FOXM1	MCF-7	Epithelium	Breast	0.28718461780967663	3.6501774520544574e-15	3.5108717546083035e-11	1.1102230246251565e-14
2789	4542	SMARCA4	None	Proerythroblast	Bone Marrow	0.9997164844504189	3.722594079823407e-15	2.7475233288076558e-08	1.1324274851176597e-14
2790	8459	GATA1	K562	Erythroblast	Bone Marrow	0.9999982301503789	3.743117002570307e-15	1.2762709392722508e-08	1.1324274851176597e-14
2791	41741	SUMO2	HEK293	Epithelium	Embryonic Kidney	4.670311218910367e-06	5.496598771450881e-15	1.259827303160198e-14	1.1546319456101628e-14
2792	63224	HNF4G	None	None	Liver	0.9187934579231407	3.8588670545444305e-15	1.20273837695385e-12	1.1657341758564144e-14
2793	49738	LMO2	Kasumi-1	Myeloblast	Blood	0.4411713469098047	3.930862779206147e-15	1.3381704846601947e-12	1.1879386363489175e-14
2794	45707	CTCF	None	Endothelial Cell	Umbilical Vein	0.9829772051739224	4.172580028871782e-15	7.77803618741998e-10	1.2601031329495527e-14
2795	63667	CEBPB	A549	Epithelium	Lung	0.9990295097101487	4.137657953899936e-15	5.638168261334744e-10	1.2601031329495527e-14
2796	6548	TP53	Saos-2	Osteosarcoma cell	Bone	0.9962235214409728	4.1416507626404275e-15	8.66133154839272e-09	1.2601031329495527e-14
2797	46308	JUND	MCF-7	Epithelium	Breast	0.5344468414955059	4.197502867819435e-15	1.0183121679009746e-10	1.27675647831893e-14
2798	39780	RUNX1	Kasumi-1	Myeloblast	Blood	0.99976537481604	4.326748067019757e-15	1.6138374788629956e-09	1.2989609388114332e-14
2799	71254	BRD4	None	Osteoblast	None	2.5903977878795388e-11	1.006796235209541e-14	8.171894533021856e-15	1.3489209749195652e-14
2800	68866	FOXA1	MCF-7	Embryonic Stem Cell	Breast	0.9662720818349355	4.5794299605235744e-15	3.8179814009691615e-12	1.354472090042691e-14
2801	4632	KAT5	None	T Lymphocyte	Blood	1.4684256456334485e-07	5.024903988224352e-15	8.720975040708818e-14	1.426636586643326e-14
2802	2001	GATA1	K562	Erythroblast	Bone Marrow	0.9912566609534585	4.77816298681618e-15	2.9969309793076503e-10	1.4488410471358293e-14
2803	45970	GATA1	K562	Erythroblast	Bone Marrow	0.9912566609534585	4.77816298681618e-15	2.9969309793076503e-10	1.4488410471358293e-14
2804	45704	CTCF	HA-sp	Astrocyte	Spinal Cord	0.9670132724054538	4.908390906260166e-15	6.772126591255226e-10	1.4710455076283324e-14
2805	36077	MYOD1	None	None	Muscle	0.07803185728319685	6.778559326680657e-10	5.074567853715625e-15	1.509903313490213e-14
2806	64657	ZMYM3	HepG2	Epithelium	Liver	0.9801013150087061	5.2238844787946915e-15	2.0597492923431796e-12	1.5709655798445965e-14
2807	45935	TBL1XR1	K562	Erythroblast	Bone Marrow	0.5133179172442017	5.308477627917018e-15	2.4978061957327697e-11	1.5987211554602254e-14
2808	62815	NR4A1	K562	Erythroblast	Bone Marrow	0.41854370381757205	5.306574963375711e-15	7.952330958518087e-09	1.5987211554602254e-14
2809	55512	YAP1	IMR90	Fibroblast	Lung	0.9999999991294066	5.4643431425329844e-15	3.5420237882160347e-09	1.637578961322106e-14
2810	38489	RB1	IMR90	Fibroblast	Lung	5.21375470693088e-12	6.6675943431435294e-15	3.18422140521525e-14	1.6486811915683575e-14
2811	64314	ZNF664	HEK293	Epithelium	Embryonic Kidney	0.9999512932765657	6.515620145902896e-15	8.811232766396747e-11	1.9595436384634013e-14
2812	8446	CEBPA	U937	None	Pleura	0.982810710905251	6.893616594871815e-15	8.645867637584718e-12	2.0594637106796654e-14
2813	71871	MED1	A549	Epithelium	Lung	0.001186277069436706	7.496971941416238e-15	1.3089144245339268e-13	2.1260770921571748e-14
2814	64547	HNF1A	HepG2	Epithelium	Liver	0.9569011388028228	7.519677796907946e-15	3.4219430142213833e-13	2.2037927038809357e-14
2815	74648	ETV6	GM12878	B Lymphocyte	Blood	0.7932926705448748	7.396508222760262e-15	8.342314580699242e-11	2.2148949341271873e-14
2816	71014	MYC	None	Hematopoietic stem and progenitor cell	Bone Marrow	0.0026967189973304043	7.668735620329106e-15	1.7587218843838609e-12	2.2815083156046967e-14
2817	69217	BIRA	BJAB	GCB DLBCL cells	None	0.8198269803688609	7.620891738772414e-15	1.7012341496868298e-10	2.298161660974074e-14
2818	63383	USF2	K562	Erythroblast	Bone Marrow	0.004382806068087989	7.825577656969197e-15	3.3887726816005246e-13	2.3037127760971998e-14
2819	45705	CTCF	None	Astrocyte	Cerebellum	0.6308205740995013	8.136078603487215e-15	4.2190952587106697e-13	2.398081733190338e-14
2820	64373	ZNF740	K562	Erythroblast	Bone Marrow	0.002720245384626772	8.012922446754664e-15	1.5634163742483513e-11	2.398081733190338e-14
2821	1222	TRRAP	HeLa	Epithelium	Cervix	0.001021896237489912	8.05092804083464e-15	1.6266838951905323e-12	2.4091839634365897e-14
2822	71013	MYC	None	Hematopoietic stem and progenitor cell	Bone Marrow	0.01576210038449625	8.803392501098261e-15	2.7871211888509206e-13	2.5701663020072374e-14
2823	74139	FOXA1	T47D	None	Breast	0.4898185738124712	1.0485526873019167e-14	4.829665758177632e-14	2.581268532253489e-14
2824	69806	NR1H2	HT29	colorectal adenocarcinoma	None	0.24331889408954993	9.061829802216289e-15	2.520684338161938e-10	2.7200464103316335e-14
2825	74051	NKX2-1	A549	Epithelium	Lung	0.9998927449951098	9.099079195728549e-15	3.48489888069409e-07	2.7422508708241367e-14
2826	67800	BRD4	SUM149R	None	None	8.351764028293075e-08	1.21540927140505e-14	3.88372244770534e-14	2.7755575615628914e-14
2827	62658	NBN	K562	Erythroblast	Bone Marrow	0.45570512851125694	9.40877940185937e-15	2.668339255778129e-12	2.8144153674247718e-14
2828	42906	KMT2B	HCT-116	None	Colon	0.9930385129046073	9.501985082364323e-15	1.849145628381822e-10	2.8477220581635265e-14
2829	73543	MED1	SUM159PT	mammary carcinoma cell line	Breast	0.010147539179304728	1.0699026845663073e-14	1.044264513261616e-13	2.9254376698872875e-14
2830	35091	NCOR1	OCI-Ly1	B cell lymphoma	Bone Marrow	0.9996924118662989	9.845667734349532e-15	3.875632927740089e-11	2.9476421303797906e-14
2831	50150	PR	C4-2	Epithelium	None	6.72494682000405e-11	1.528871362248735e-14	2.993219559403952e-14	3.0309088572266774e-14
2832	64537	JUNB	K562	Erythroblast	Bone Marrow	0.9939367499633647	1.0203689269218614e-14	2.8176918421073828e-08	3.0808688933348094e-14
2833	57115	LEF1	RL95-2	None	Uterus	1.2261669897428138e-10	4.878124937543483e-14	1.3471007775023095e-14	3.175237850427948e-14
2834	46067	FOXA1	A549	Epithelium	Lung	0.9794467916530958	1.0924669522992799e-14	2.8832360055795194e-10	3.291811268013589e-14
2835	42255	CTCF	GM10847	Lymphoblastoid	Blood	0.869825626852773	1.1132866786179437e-14	5.401231087622453e-11	3.352873534367973e-14
2836	73527	BRD4	HCC1806	mammary carcinoma cell line	Breast	0.007405948976456616	1.1629935112712379e-14	8.224850029742016e-13	3.4583447217073626e-14
2837	58806	MYB	None	Th2	None	0.3784158993264635	1.2463908644333965e-14	1.7216218873608809e-13	3.497202527569243e-14
2838	45994	CTCF	MCF-7	Epithelium	Breast	0.011289478425134171	1.0210655642765724e-06	1.2065882540234456e-14	3.6137759451548845e-14
2839	46005	FOS	MCF-10A	Epithelium	Breast	0.41162185921211725	6.904217173528653e-14	1.484261038586794e-14	3.6692870963861424e-14
2840	50690	MED1	hMADS-3	Adipocyte	Adipose	0.9933035325715663	1.2356879332452325e-14	1.148003400237046e-10	3.708144902248023e-14
2841	46218	CTCF	HCT-116	None	Colon	0.414529782453665	6.189631601388095e-14	1.571420454541274e-14	3.758104938356155e-14
2842	56039	RAD21	HepG2	Epithelium	Liver	0.4397513331617084	5.064495141551781e-14	1.7055056948937847e-14	3.824718319833664e-14
2843	32816	T	P493-6	B cell lymphoma	None	3.9730916721032243e-08	1.5509930376926852e-14	9.202552145726625e-14	3.980149543281186e-14
2844	62880	SMARCE1	K562	Erythroblast	Bone Marrow	0.9999297183193698	1.3450980283094047e-14	1.0395456328827957e-09	4.035660694512444e-14
2845	55324	KDM1A	NCI-H526	Epithelium	Lung	0.02586175147076262	1.5931819712075127e-14	9.200221468537064e-14	4.068967385251199e-14
2846	73535	CEBPB	SUM159PT	None	Breast	0.9976007426097211	1.3727412384941e-14	3.0206048417319034e-11	4.113376306236205e-14
2847	45893	RFX5	K562	Erythroblast	Bone Marrow	0.08289046799117356	1.4162061768971519e-14	1.4300681856909842e-12	4.207745263329343e-14
2848	56856	KRAB	K562	Erythroblast	Bone Marrow	0.1507368339051498	1.4239343191794656e-14	1.2312124272594533e-10	4.285460875053104e-14
2849	45694	USF2	H1	Embryonic Stem Cell	Embryo	0.2254960106656319	1.430191876366344e-14	6.809736114157034e-12	4.296563105299356e-14
2850	54674	HNF4A	HCT-116	None	Colon	0.9107256456177361	1.4616475057039596e-14	2.959627202324293e-11	4.390932062392494e-14
2851	33525	ESR1	MCF-7	Epithelium	Breast	0.24390475173268578	8.324601590119149e-10	1.4841319584135933e-14	4.4575454438700035e-14
2852	42772	MXD3	LoVo	None	Colon	5.5633873643578604e-05	1.5602373032396924e-14	9.200194224535233e-13	4.6074255521943996e-14
2853	46309	NR2F2	MCF-7	Epithelium	Breast	0.1250134460509117	1.9779254715843334e-12	1.555742502152039e-14	4.629630012686903e-14
2854	71255	BRD4	None	Osteoblast	None	1.3589721698288861e-08	2.686296033201497e-14	3.698961974364584e-14	4.6629367034256575e-14
2855	45859	CTCF	None	Fibroblast	Connective Tissue	0.9987011839539445	1.6207266389543697e-14	6.698460746521327e-10	4.8627768478581856e-14
2856	44874	5HMC	None	Erythroid Cell	None	0.9161483709939673	6.134316935917355e-10	1.6373881928863426e-14	4.923839114212569e-14
2857	36636	CTCF	None	Myoblast	Skeletal Muscle	0.9999741722153493	1.7130385976748043e-14	2.9381163449165223e-07	5.156985949383852e-14
2858	45334	CTCF	None	Myoblast	Skeletal Muscle	0.9999741722153493	1.7130385976748043e-14	2.9381163449165223e-07	5.156985949383852e-14
2859	42428	STAG1	GM19099	Lymphoblastoid	Blood	0.875720626023828	1.750932748072961e-14	1.8724366170976592e-10	5.234701561107613e-14
2860	45939	SMARCA4	K562	Erythroblast	Bone Marrow	0.9901925989589659	1.8897640108605572e-14	2.5487207828532504e-10	5.6621374255882984e-14
2861	62579	TARDBP	K562	Erythroblast	Bone Marrow	0.0776789554463504	2.0180444445882287e-14	3.3212366163212496e-11	6.061817714453355e-14
2862	42442	STAG1	GM19193	Lymphoblastoid	Blood	0.9978776080548172	2.111882797082132e-14	1.7883430395773993e-07	6.328271240363392e-14
2863	33199	MED1	P493-6	B cell lymphoma	None	0.00019364331831352464	4.117082227326459e-14	4.3687595385467874e-14	6.361577931102147e-14
2864	64399	CEBPB	A549	Epithelium	Lung	0.9776262363408711	2.1189517148433577e-14	1.5945338776130396e-09	6.367129046225273e-14
2865	62624	RFX1	MCF-7	Epithelium	Breast	0.003945917924537207	2.16769056825932e-14	1.6843118124343845e-12	6.411537967210279e-14
2866	45584	CTCF	GM10248	Lymphoblastoid	Blood	0.9805948929495643	2.227330511581411e-14	2.876383767024818e-10	6.677991493120317e-14
2867	67716	FOXA1	LNCaP	Epithelium	Prostate	0.27308983672882237	1.7612558833392044e-13	2.5883914936086686e-14	6.772360450213455e-14
2868	45725	TRIM28	HEK293	Epithelium	Embryonic Kidney	0.10086416604749276	2.328266657165561e-14	6.68160026687042e-10	6.983302824892235e-14
2869	8553	BMI1	HEK293T	Epithelium	Embryonic Kidney	8.712120484658587e-11	3.9207078732420763e-13	2.5243415837013292e-14	7.110978472724128e-14
