Transcription Factor,1st Sample p-value,2nd Sample p-value,3rd Sample p-value,4th Sample p-value,5th Sample p-value
MYBL1,MS00100;8.16E-11,MS00097;8.11E-06,,,
ZNF711,MC00477;1.02E-10,,,,
Elf5,MS00022;1.12E-10,,,,
HMGN1,MC00502;1.28E-10,,,,
SMAD1,M00792;1.36E-10,M01590;9.51E-01,,,
ELF2,UP00404;1.37E-10,,,,
Elf4,UP00413;1.74E-10,,,,
IRF6,UP00011;2.02E-10,,,,
Egr3,MS00789;2.15E-10,,,,
E2F7,MS00756;2.49E-10,,,,
ZBTB49,MS00727;2.80E-10,,,,
CTCF,MC00128;2.80E-10,,,,
TFAP2A,MS00227;3.00E-10,MC00530;3.82E-07,,,
YY2,MS00268;3.09E-10,,,,
ZNF589,M01109;3.17E-10,,,,
ZNF219,M01122;5.50E-10,,,,
Rara,MC00252;6.45E-10,MS00698;4.40E-01,,,
ELK3,MS00844;9.34E-10,,,,
Tcfap2c,UP00087;1.18E-09,,,,
ZBTB7B,MS00312;2.67E-09,M01175;2.55E-07,,,
Mybl1,UP00081;3.77E-09,,,,
Pax5,MC00257;4.72E-09,,,,
HSF1,MC00289;5.30E-09,MA0319;9.80E-01,,,
Tcfap2b,UP00010;5.32E-09,,,,
PAX6,MS00125;5.71E-09,UP00224;1.21E-01,M00979;1.50E-01,,
Egr2,MC00430;6.14E-09,,,,
MYB,UP00092;6.17E-09,,,,
KLF14,MS00135;7.39E-09,,,,
KLF13,MS00124;8.40E-09,,,,
EGR2,MC00319;1.06E-08,,,,
ELF4,MS00834;1.11E-08,,,,
ERG,MC00168;1.15E-08,MS00848;1.37E-06,,,
NR0B1,M01248;1.27E-08,,,,
ELK1,MC00206;1.43E-08,,,,
Glis2,UP00024;1.45E-08,,,,
Tcfap2e,UP00028;2.10E-08,,,,
TBX2,MS00211;2.96E-08,MS00213;4.24E-03,,,
SP3,M00665;3.11E-08,MS00223;1.31E-07,,,
NFIC,MA0161;3.25E-08,,,,
ETV6,MS00021;3.32E-08,,,,
TFCP2L1,M01592;3.44E-08,,,,
GCM2,MS00050;3.66E-08,,,,
Tcfcp2l1,MA0145;4.46E-08,,,,
CEBPA,M00159;4.68E-08,MC00273;1.63E-02,,,
RFX3,MC00203;4.73E-08,,,,
IRF5,MS00067;5.14E-08,,,,
Klf7,UP00093;5.47E-08,,,,
ELF5,MS00838;6.84E-08,,,,
VDR,M00961;7.11E-08,MC00412;1.96E-05,M00444;1.34E-03,,
SP4,MS00235;7.50E-08,,,,
Irf4,UP00018;8.61E-08,MC00190;4.77E-01,,,
Stat3,MC00140;9.27E-08,,,,
STAT6,M00500;9.82E-08,,,,
FEV,MS00025;1.14E-07,,,,
NR1H3,M00647;1.24E-07,,,,
ZFP42,M01744;1.39E-07,,,,
FLI1,MS00027;1.65E-07,MC00398;4.73E-02,,,
Ctcf,MC00187;2.07E-07,,,,
IRF3,UP00086;2.11E-07,,,,
ARNT,MC00262;2.20E-07,,,,
SP8,MS00246;2.24E-07,,,,
EGR1,MC00320;2.75E-07,,,,
Hdx,UP00148;2.77E-07,,,,
IRF7,MS00070;2.96E-07,,,,
HNF4A,UP00066;3.32E-07,MC00432;4.74E-02,,,
REL,MA0101;3.49E-07,,,,
KLF16,MS00146;3.70E-07,,,,
MAFK,MS00331;3.91E-07,MS00330;7.98E-01,,,
GLIS3,MS00046;4.05E-07,,,,
Rest,MC00125;4.11E-07,,,,
PGR,MC00170;4.34E-07,,,,
EHF,MS00778;4.62E-07,,,,
HEY1,MS00258;4.71E-07,,,,
ETS1,MC00278;4.78E-07,MS00851;1.22E-04,,,
GFI1,M01067;6.01E-07,,,,
Elk3,MS00023;6.18E-07,,,,
KLF15,M01714;6.93E-07,,,,
HEY2,MS00260;8.21E-07,,,,
Lhx8,UP00184;8.79E-07,MS00548;6.78E-02,MS00549;9.42E-02,MS00550;3.74E-01,
GLI2,MS00843;1.03E-06,,,,
MGA,MS00188;1.07E-06,MS00186;1.08E-03,,,
GLI1,M01037;1.53E-06,,,,
Mycn,MC00532;1.59E-06,,,,
Mafb,MS00333;1.67E-06,MS00335;3.22E-05,,,
SMAD3,UP00000;1.73E-06,MC00503;4.39E-06,MS00080;5.77E-02,,
GTF2IRD1,M01241;1.77E-06,M01229;8.81E-02,,,
MAFG,MS00327;1.79E-06,,,,
Esr1,MC00295;1.96E-06,,,,
ATF3,MC00473;2.07E-06,,,,
Osr1,UP00027;2.55E-06,,,,
Zbtb3,UP00031;2.62E-06,,,,
ZNF524,MS00423;2.63E-06,,,,
PAX1,MS00117;2.64E-06,M00326;2.64E-02,M00808;5.88E-02,,
PATZ1,M00491;3.63E-06,,,,
ELF3,MS00812;4.11E-06,,,,
BCL6,MC00386;4.38E-06,M01171;6.15E-01,,,
SMAD2/3,MC00223;4.39E-06,,,,
CREB3,MS00308;4.99E-06,,,,
SMAD4,MC00392;5.36E-06,M00733;4.70E-05,,,
TBX5,MS00217;6.96E-06,MS00216;1.88E-01,,,
TFE3,MS00288;8.42E-06,,,,
Snai1,MC00183;8.45E-06,,,,
GCM1,MS00047;9.25E-06,MS00048;1.65E-04,,,
TBX19,MS00194;1.03E-05,,,,
Irf5,UP00040;1.06E-05,,,,
GLIS1,MS00024;1.19E-05,,,,
TCF4,MS00285;1.25E-05,MC00219;8.13E-01,,,
HSFY2,MS00061;1.27E-05,MS00062;1.71E-05,,,
MAZ,M00649;1.28E-05,,,,
Foxg1,MS00392;1.39E-05,MS00393;3.92E-01,,,
ESR1,MC00335;1.44E-05,,,,
Sfpi1,UP00085;1.46E-05,MC00180;6.89E-01,MC00395;6.89E-01,,
HES7,MS00256;1.53E-05,,,,
Zfp691,UP00095;1.59E-05,,,,
PLAG1,MA0163;1.92E-05,,,,
Trp63,M01656;1.99E-05,,,,
Tfcp2,MC00518;2.04E-05,,,,
LBX2,MS00533;2.55E-05,MS00535;4.17E-01,,,
Nfic,MC00475;2.56E-05,,,,
NHLH1,MS00274;2.70E-05,,,,
Max,MC00461;2.87E-05,,,,
HIF1A,MC00316;2.93E-05,,,,
PRDM4,MS00726;3.06E-05,,,,
ERF,MS00846;3.90E-05,,,,
TP63,MC00439;3.93E-05,,,,
PROX1,MS00160;4.34E-05,,,,
Klf12,MS00157;5.16E-05,,,,
ZBTB6,M00085;5.57E-05,,,,
AIRE,M00999;6.39E-05,,,,
Zfp281,UP00021;6.62E-05,,,,
ETS2,M01207;7.11E-05,,,,
RUNX3,MS00177;7.28E-05,,,,
PPARG::RXRA,M00518;7.53E-05,M00515;7.89E-01,,,
Nkx1-1,M01334;7.71E-05,,,,
Klf4,MC00109;8.45E-05,,,,
PPARG,MC00142;8.53E-05,MA0066;4.97E-02,,,
PAX9,MS00128;8.81E-05,,,,
NFIX,MS00822;1.00E-04,MS00115;4.66E-03,,,
Gsc,UP00112;1.02E-04,,,,
Trp53,MC00377;1.02E-04,,,,
TFAP2C,MC00374;1.06E-04,,,,
MYC,MC00394;1.08E-04,,,,
ATF2,M00179;1.15E-04,,,,
FOXO4,MS00383;1.57E-04,MS00381;3.34E-01,,,
Ikzf3,MC00337;1.64E-04,,,,
HIC1,UP00035;2.00E-04,,,,
Osr2,UP00052;2.00E-04,,,,
MYBL2,MS00103;2.22E-04,MS00105;4.91E-04,MS00102;1.90E-03,,
Mxi1,MC00373;2.25E-04,,,,
RELA,MC00193;2.50E-04,,,,
ETV2,MS00016;2.86E-04,,,,
ZNF282,MS00729;3.19E-04,,,,
Pparg,MC00130;3.50E-04,,,,
NFKB1,MS00110;3.67E-04,,,,
UBP1,M00644;3.69E-04,,,,
TBX21,MS00207;3.94E-04,MS00208;5.47E-01,,,
Yy1,MC00372;4.10E-04,,,,
ATF4,M00514;4.40E-04,MS00293;1.76E-01,,,
BARHL2,MS00414;4.51E-04,MS00416;2.31E-01,UP00145;6.32E-01,,
RFX2,MS00162;5.64E-04,MS00161;2.23E-01,,,
PBX3,MC00281;5.78E-04,,,,
RFX4,UP00056;6.19E-04,,,,
NFIB,MS00114;7.28E-04,,,,
NFKB2,MS00111;7.43E-04,,,,
CNTN2::CREB1,M00115;7.45E-04,,,,
SIX5,MC00334;9.26E-04,,,,
IRX5,MS00527;9.28E-04,UP00250;1.08E-01,,,
HIC2,MS00057;9.35E-04,,,,
FOXD3,MS00358;1.15E-03,MS00359;1.58E-01,MA0041;3.96E-01,,
REST,MC00174;1.18E-03,,,,
RARG,MS00684;1.19E-03,MS00680;5.77E-02,MS00682;2.59E-01,,
CREB3L1,MS00304;1.34E-03,,,,
HES5,MS00255;1.45E-03,,,,
RBPJ,M01112;1.49E-03,,,,
POU3F1,M00133;1.62E-03,MS00138;7.12E-01,MS00139;7.46E-01,,
HOMEZ,MS00055;1.66E-03,,,,
TP53,MC00359;1.67E-03,,,,
Hoxd11,UP00117;1.70E-03,,,,
BATF3,MS00296;1.73E-03,,,,
Npas4,MC00370;1.73E-03,,,,
HMX3,MS00475;1.78E-03,,,,
NEUROD1,M01288;1.94E-03,,,,
CDC5L,M00478;2.10E-03,,,,
RXRA,MC00467;2.13E-03,,,,
TFCP2,MS00579;2.13E-03,M00072;1.85E-02,,,
Hoxd12,UP00177;2.15E-03,,,,
Hic1,MS00101;2.31E-03,,,,
ZNF350,M01105;2.35E-03,,,,
ZBED1,MS00290;2.42E-03,,,,
Creb3l2,MS00311;2.84E-03,,,,
VSX1,MS00626;2.88E-03,,,,
Hoxd9,MS00525;3.02E-03,MS00524;4.22E-01,,,
TCF3,M00222;3.18E-03,UP00058;5.80E-01,,,
Klf1,MC00110;3.22E-03,,,,
Hoxb3,UP00137;3.37E-03,,,,
THRB,MS00713;3.37E-03,MS00710;9.47E-02,MS00711;1.84E-01,,
TP73,MC00132;3.79E-03,,,,
Evx2,UP00132;4.01E-03,,,,
ZBTB16,M01075;4.15E-03,,,,
Homez,UP00114;4.30E-03,,,,
HOXA7,UP00164;4.39E-03,M01108;2.11E-01,,,
EN1,MS00449;4.48E-03,MS00446;6.33E-01,,,
MESP1,MS00264;4.54E-03,,,,
ZNF423,M00467;4.65E-03,,,,
MAFF,MS00326;4.66E-03,,,,
Rfx2,MS00171;4.66E-03,MS00170;4.87E-01,,,
Nr1h2,MC00448;4.69E-03,,,,
Creb1,MC00163;4.83E-03,,,,
EPAS1,MC00224;4.87E-03,,,,
BPTF,M00456;5.14E-03,,,,
GRHL1,MS00556;5.20E-03,,,,
ZNF740,MS00445;5.20E-03,,,,
HNF1B,M01425;5.71E-03,M00646;5.10E-02,MS00478;3.92E-01,,
NANOG,M01247;5.78E-03,M01123;2.60E-01,MC00440;4.36E-01,,
Rhox11,UP00193;5.83E-03,MS00611;6.40E-02,,,
Myc,MC00407;6.20E-03,,,,
SIX4,UP00199;6.34E-03,,,,
SIX1,UP00192;6.38E-03,,,,
Tead4,MC00157;6.40E-03,,,,
Fli1,MC00129;6.44E-03,,,,
NR3C1,MC00465;6.54E-03,,,,
RREB1,MA0073;6.59E-03,,,,
RXRG,MS00694;6.79E-03,,,,
TAL1,MC00458;7.31E-03,M00993;1.00E+00,,,
ATF1,UP00020;7.33E-03,,,,
ZNF306,MS00401;7.34E-03,,,,
Foxk1,MS00398;9.23E-03,MS00399;4.35E-01,,,
AR,MC00468;9.53E-03,,,,
HMGA1,M00750;1.01E-02,M01010;4.97E-02,,,
CEBPD,MS00299;1.04E-02,M00621;5.64E-01,,,
CEBPG,MS00302;1.04E-02,M00622;7.61E-02,,,
CEBPE,MS00300;1.12E-02,,,,
NKX2-8,MS00571;1.22E-02,,,,
HOXA9,UP00213;1.28E-02,,,,
GLI3,M01596;1.30E-02,,,,
Bcl6b,UP00043;1.32E-02,,,,
INSM1,MA0155;1.36E-02,,,,
BARX2,UP00151;1.37E-02,,,,
Myb,MC00408;1.38E-02,,,,
STAT1,MC00348;1.45E-02,,,,
Bsx,UP00138;1.53E-02,,,,
Bcl6,MC00111;1.60E-02,,,,
RHOXF1,MS00609;1.61E-02,,,,
Hoxa11,MS00514;1.65E-02,MS00515;3.94E-01,,,
FOXH1,MC00304;1.65E-02,M00809;3.55E-01,,,
ZNF784,MS00479;1.78E-02,,,,
Pax7,UP00248;1.88E-02,MC00258;8.69E-01,,,
MNT,MS00267;1.89E-02,,,,
HOXD12,MS00836;2.15E-02,MS00837;6.95E-02,,,
IRF4,MS00065;2.19E-02,MC00227;9.68E-01,,,
MAX,MC00124;2.20E-02,,,,
FOXO6,MS00386;2.26E-02,MS00384;7.15E-01,,,
RARA,UP00048;2.33E-02,,,,
FOXD2,MS00355;2.38E-02,MS00356;2.05E-01,,,
T,MS00218;2.41E-02,,,,
HOXC12,MS00503;2.50E-02,MS00502;2.67E-01,,,
Hmbox1,UP00161;2.52E-02,,,,
FOXB1,MS00343;2.55E-02,MS00348;3.76E-01,,,
Isx,UP00243;2.55E-02,,,,
RORA,MS00685;2.81E-02,MS00686;2.94E-01,,,
MEIS1::HOXA9,M00420;2.83E-02,,,,
Zfp740,MS00512;2.89E-02,,,,
BHLHB2,MS00247;2.98E-02,,,,
Rela,MC00135;2.99E-02,,,,
Rxrb,MS00708;3.01E-02,,,,
GZF1,M01069;3.02E-02,,,,
Zfp652,MS00501;3.02E-02,,,,
Irx3,MS00532;3.11E-02,UP00223;1.97E-01,,,
Nr3c1,MC00396;3.15E-02,,,,
Jdp2,MS00325;3.45E-02,MS00324;9.99E-01,,,
BHLHE41,MS00251;3.45E-02,,,,
Rarg,MC00476;3.55E-02,MS00704;7.32E-01,MS00705;9.23E-01,,
SIX2,UP00159;3.58E-02,,,,
ATF7,MS00294;3.61E-02,,,,
Nr2f2,UP00009;3.62E-02,,,,
ATF6,M00483;3.70E-02,,,,
YY1,MC00342;3.79E-02,,,,
Hoxb8,UP00263;3.83E-02,,,,
ZNF75A,MS00468;3.86E-02,,,,
HOXB9,UP00207;3.89E-02,,,,
SPIB,MA0081;4.06E-02,MS00039;6.13E-01,,,
Hoxb4,MC00136;4.07E-02,UP00144;2.72E-01,,,
IRX4,UP00194;4.07E-02,,,,
Arntl,MC00362;4.09E-02,,,,
PBX1,UP00185;4.17E-02,,,,
IRX2,MS00526;4.37E-02,UP00236;1.93E-01,,,
Sox15,UP00075;4.37E-02,,,,
Hmx3,M00433;4.77E-02,,,,
Crx,MC00357;4.77E-02,,,,
Zfp423,MA0116;4.98E-02,,,,
NKX2-5,M00241;5.13E-02,UP00249;3.51E-01,,,
EOMES,MC00276;5.15E-02,,,,
SRF,MC00355;5.18E-02,,,,
HSF4,MS00060;5.19E-02,,,,
TBP,MA0386;5.53E-02,MA0108;7.57E-02,,,
PITX2,UP00125;5.65E-02,,,,
PHOX2A,UP00221;5.67E-02,MS00591;7.79E-01,,,
CDX2,MC00389;5.90E-02,,,,
Lhx9,UP00175;5.97E-02,,,,
PRDM1,MS00168;6.09E-02,,,,
NFATC4,M01734;6.26E-02,,,,
DPRX,MS00436;6.54E-02,,,,
Hoxb7,UP00206;6.75E-02,,,,
Nr2e1,MS00668;6.76E-02,,,,
IRX6,UP00150;7.18E-02,,,,
BACH2,M00490;7.18E-02,,,,
POU1F1,MS00130;7.19E-02,UP00158;3.41E-01,MS00129;7.35E-01,,
NKX2-2,UP00231;7.20E-02,,,,
Alx1,MS00406;7.20E-02,MS00407;6.05E-01,,,
CUX1,M00105;7.20E-02,MS00612;4.51E-01,MS00601;6.21E-01,,
Hoxd1,UP00140;7.33E-02,,,,
Tal1,MC00388;7.45E-02,,,,
Gfi1b,MC00293;7.53E-02,,,,
Bhlhb2,MS00252;7.78E-02,,,,
IRF9,MS00073;7.83E-02,,,,
TBX20,MS00202;7.84E-02,,,,
NFE2L2,MC00339;7.85E-02,,,,
GSX1,MS00465;7.91E-02,,,,
TBX4,MS00214;7.97E-02,,,,
GSX2,MS00466;7.99E-02,M01326;1.56E-01,,,
Arx,UP00152;8.12E-02,MS00409;6.68E-01,,,
SOX5,UP00091;8.17E-02,,,,
Obox3,M01466;8.21E-02,,,,
Foxf1a,M00294;8.26E-02,,,,
SCRT2,MS00190;8.82E-02,,,,
GBX2,MS00461;8.97E-02,MS00460;2.53E-01,,,
Sox8,UP00051;9.03E-02,,,,
Scx,MC00504;9.12E-02,,,,
NR2F6,M01728;9.31E-02,MS00658;4.16E-01,,,
JDP2,MS00320;9.37E-02,MS00319;9.99E-01,,,
HOXA13,MS00484;9.53E-02,MS00485;8.46E-01,,,
FOXJ3,MS00369;9.57E-02,MS00370;8.12E-01,MS00367;8.43E-01,,
BHLHB3,MS00248;9.62E-02,,,,
SIX3,UP00195;9.66E-02,,,,
NKX2-3,MS00566;9.69E-02,UP00190;2.69E-01,,,
ZBTB12,UP00019;9.89E-02,,,,
TBX15,MS00192;9.95E-02,,,,
Hlf,MS00318;9.96E-02,,,,
ZNF217,M01306;9.99E-02,,,,
Dmrta2,M01150;1.01E-01,,,,
HOXB13,MS00488;1.02E-01,MS00489;7.98E-01,,,
ATF2::JUN,M00041;1.02E-01,,,,
DMBX1,MS00433;1.03E-01,,,,
FOXL1,MS00373;1.03E-01,MS00372;4.41E-01,,,
DMRT2,M01147;1.04E-01,,,,
HOXA4,M00640;1.05E-01,UP00196;5.54E-01,,,
Hsf1,MC00368;1.06E-01,,,,
Meis3,MS00088;1.06E-01,MS00089;6.90E-01,,,
E4F1,M00694;1.07E-01,,,,
Cebpb,MC00121;1.08E-01,,,,
HOXC5,UP00252;1.10E-01,,,,
TLX2,UP00244;1.11E-01,,,,
POU2F3,MS00137;1.11E-01,MS00136;5.05E-01,,,
RXRB,MS00692;1.12E-01,,,,
Sox7,UP00034;1.13E-01,,,,
BARX1,MS00417;1.13E-01,UP00181;1.30E-01,MS00418;9.24E-01,,
MEF2B,MS00075;1.14E-01,,,,
MAF,M00648;1.17E-01,M00983;8.42E-01,,,
Sox30,UP00023;1.17E-01,,,,
Hoxd10,UP00121;1.18E-01,,,,
DMRT3,M01148;1.21E-01,,,,
STAT5A,MC00453;1.21E-01,,,,
HMBOX1,MS00472;1.22E-01,,,,
LHX4,UP00261;1.24E-01,,,,
SPDEF,MS00033;1.25E-01,,,,
CEBPB,MC00272;1.26E-01,,,,
ZSCAN4,MS00490;1.26E-01,,,,
HOXC8,UP00242;1.26E-01,,,,
Nkx6-1,MS00581;1.28E-01,,,,
En2,MS00458;1.29E-01,,,,
Ets1,MC00385;1.30E-01,,,,
NR1I2,M00964;1.31E-01,,,,
FOXO1,MS00376;1.31E-01,MS00375;8.18E-01,,,
Cbfa2t2,MC00514;1.36E-01,,,,
ALX4,UP00187;1.38E-01,MS00404;8.03E-01,,,
Gata2,MC00325;1.40E-01,,,,
Hnf4a,MC00344;1.42E-01,,,,
Meis1,MC00507;1.42E-01,,,,
IRF8,MS00072;1.42E-01,,,,
Lbx2,UP00120;1.43E-01,,,,
Hoxa2,MS00516;1.44E-01,,,,
MEIS2,MS00083;1.45E-01,,,,
POU5F1P1,MS00153;1.49E-01,MS00152;5.73E-01,,,
Barhl1,MS00422;1.51E-01,MS00421;2.48E-01,,,
LMO2,MC00162;1.53E-01,,,,
Sox12,UP00101;1.58E-01,,,,
HOXA5,UP00189;1.59E-01,,,,
NR2F2,M00155;1.60E-01,,,,
Gata3,MC00326;1.68E-01,,,,
POU3F2,UP00128;1.74E-01,MS00141;4.47E-01,MS00140;7.62E-01,,
FOXF2,MA0030;1.76E-01,,,,
FOXO3,MS00380;1.78E-01,MS00378;6.04E-01,,,
NR2E1,MS00653;1.78E-01,MS00652;7.47E-01,,,
HOXA2,MS00487;1.80E-01,,,,
POU3F4,MS00147;1.80E-01,MS00145;3.33E-01,UP00105;3.71E-01,,
Sox6,MC00305;1.84E-01,,,,
HOXA1,MS00486;1.86E-01,,,,
Nkx1-2,UP00139;1.87E-01,,,,
POU6F1,M00465;1.88E-01,M01479;4.20E-01,,,
POU3F3,MS00143;1.88E-01,MS00142;3.77E-01,MS00144;3.88E-01,,
NR3C2,MS00662;1.89E-01,,,,
Tp53,MS00718;1.90E-01,MS00717;5.35E-01,,,
CLOCK,MS00253;1.91E-01,,,,
Creb5,MS00313;1.94E-01,,,,
GSC2,MS00463;1.94E-01,,,,
HOXC11,MS00497;1.94E-01,MS00498;7.29E-01,,,
GBX1,MS00459;1.95E-01,,,,
Ascl2,MS00243;1.96E-01,,,,
IKZF1,M00141;1.97E-01,M00088;6.19E-01,,,
LMX1B,UP00169;2.01E-01,,,,
EMX1,MS00441;2.02E-01,MS00442;6.76E-01,,,
RFX5,MS00169;2.06E-01,,,,
TBX18,M01262;2.06E-01,,,,
MEOX2,MS00552;2.09E-01,MS00554;4.57E-01,MS00553;7.36E-01,,
Atf4,MS00295;2.10E-01,,,,
NFATC1,MC00211;2.12E-01,,,,
Foxj1,UP00041;2.13E-01,,,,
NR2E3,MA0164;2.16E-01,M01650;8.75E-01,,,
GSC,MS00464;2.18E-01,,,,
PDX1,MS00588;2.20E-01,MS00589;9.11E-01,,,
SOX10,MA0442;2.21E-01,MS00740;6.51E-01,MS00744;6.81E-01,,
NKX2-1,M01312;2.21E-01,,,,
RFX1,MA0365;2.22E-01,,,,
POLR2B,MC00505;2.22E-01,,,,
THRA,MS00709;2.23E-01,,,,
HMX1,MS00473;2.25E-01,,,,
Hoxc9,MC00402;2.27E-01,,,,
IRF2,MA0051;2.28E-01,,,,
MEF2D,MS00076;2.28E-01,,,,
ALX3,MS00402;2.29E-01,MS00403;8.58E-01,,,
HOXB2,MS00491;2.31E-01,,,,
POU2F1,UP00254;2.31E-01,MS00132;2.75E-01,MS00131;5.01E-01,MC00288;9.50E-01,
MEOX1,MS00551;2.32E-01,,,,
TEAD1,MS00220;2.33E-01,MS00219;5.76E-01,,,
ISL2,MS00528;2.37E-01,,,,
Gata5,UP00080;2.39E-01,,,,
NKX3-1,UP00389;2.39E-01,MS00572;6.63E-01,,,
Cdx2,MC00455;2.54E-01,,,,
SOX13,UP00096;2.55E-01,,,,
IRF1,M00062;2.61E-01,,,,
HOXA3,UP00391;2.62E-01,,,,
SPIC,MS00040;2.63E-01,,,,
Gata1,MC00327;2.64E-01,,,,
HOXB5,MS00493;2.67E-01,UP00214;5.43E-01,,,
ZNF713,MS00731;2.69E-01,,,,
TBX22,M01195;2.75E-01,,,,
LHX6,MS00540;2.80E-01,MS00539;3.37E-01,,,
ESX1,MS00452;2.81E-01,,,,
STAT5B,MC00452;2.84E-01,,,,
MEIS3,MS00084;2.84E-01,MS00085;8.31E-01,,,
Foxj3,MS00397;2.84E-01,MS00394;3.76E-01,,,
BSX,MS00419;2.85E-01,,,,
FOXC2,MS00354;2.86E-01,MS00352;6.34E-01,,,
Hmx2,UP00155;2.89E-01,,,,
FOXP3,MS00387;2.89E-01,M00992;1.00E+00,,,
Sox18,UP00064;2.90E-01,,,,
ALX1,M00416;2.92E-01,M01453;3.16E-01,,,
Esrra,MS00641;2.94E-01,,,,
EMX2,MS00444;2.95E-01,MS00443;4.57E-01,,,
TCF12,MC00126;3.00E-01,,,,
MSX2,MS00561;3.08E-01,,,,
Runx1,MC00413;3.11E-01,,,,
SOX2,MS00762;3.13E-01,MC00269;5.90E-01,,,
MEF2A,MC00232;3.14E-01,M00405;4.20E-01,,,
HMGA2,M01300;3.14E-01,,,,
HOXC13,MS00504;3.15E-01,MS00505;5.56E-01,,,
EVX1,MS00454;3.16E-01,,,,
Rhox6,M01435;3.17E-01,,,,
Yy2,M01694;3.18E-01,,,,
Gata4,MC00324;3.19E-01,,,,
HOXB6,UP00259;3.20E-01,,,,
POU2F2,MS00134;3.21E-01,MC00287;9.47E-01,,,
Obox1,M01450;3.22E-01,,,,
POU6F2,MS00155;3.22E-01,,,,
CUX2,MS00634;3.25E-01,,,,
Dmrta1,M01149;3.26E-01,,,,
Nkx2-9,UP00119;3.26E-01,,,,
HOXC9,UP00197;3.27E-01,,,,
LMX1A,MS00543;3.31E-01,,,,
GTF2I,M00706;3.31E-01,,,,
